icd10_code,icd10_description,snomed_conceptId,snomed_term,read2_code,read2_term
F418,Other specified anxiety disorders,832007,Moderate major depression (disorder),E112600,"Single major depressive episode, in full remission"
F419,"Anxiety disorder, unspecified",14183003,"Chronic major depressive disorder, single episode (disorder)",E112500,"Single major depressive episode, in partial or unspecified remission"
F42,Obsessive-compulsive disorder,19527009,Single episode of major depression in full remission (disorder),Eu32700,"[X]Major depression, severe without psychotic symptoms"
F420,Predominantly obsessional thoughts or ruminations,30605009,Major depression in partial remission (disorder),E112.11,Agitated depression
F422,Mixed obsessional thoughts and acts,42810003,Major depression in remission (disorder),E135.00,Agitated depression
F428,Other obsessive-compulsive disorders,63412003,Major depression in full remission (disorder),Eu32500,"[X]Major depression, mild"
F429,"Obsessive-compulsive disorder, unspecified",63778009,"Major depressive disorder, single episode with melancholic features (disorder)",Eu33200,"[X]Recurrent depressive disorder, current episode severe without psychotic symptoms"
F431,Post-traumatic stress disorder,69392006,"Major depressive disorder, single episode with catatonic features (disorder)",Eu33214,"[X]Vital depression, recurrent without psychotic symptoms"
F432,Adjustment disorders,70747007,"Major depression single episode, in partial remission (disorder)",Eu32200,[X]Severe depressive episode without psychotic symptoms
F438,Other reactions to severe stress,75084000,Severe major depression without psychotic features (disorder),Eu32211,[X]Single episode agitated depression without psychotic symptoms
F439,"Reaction to severe stress, unspecified",76441001,"Severe major depression, single episode, without psychotic features (disorder)",Eu32212,[X]Single episode major depression without psychotic symptoms
F44,Dissociative [conversion] disorders,83458005,Agitated depression (disorder),Eu32213,[X]Single episode vital depression without psychotic symptoms
F440,Dissociative amnesia,87512008,Mild major depression (disorder),E112300,"Single major depressive episode, severe, without mention of psychosis"
F441,Dissociative fugue,310497006,Severe depression (disorder),Eu32800,"[X]Major depression, severe with psychotic symptoms"
F442,Dissociative stupor,320751009,"Major depression, melancholic type (disorder)",Eu33311,[X]Endogenous depression with psychotic symptoms
F443,Trance and possession disorders,370143000,Major depressive disorder (disorder),E112400,"Single major depressive episode, severe, with psychosis"
F444,Dissociative motor disorders,450714000,Severe major depression (disorder),Eu32313,[X]Single episode of psychotic depression
F445,Dissociative convulsions,719592004,Moderately severe major depression (disorder),Eu32300,[X]Severe depressive episode with psychotic symptoms
F446,Dissociative anaesthesia and sensory loss,719593009,Moderately severe depression (disorder),Eu32311,[X]Single episode of major depression with psychotic symptoms
F447,Mixed dissociative [conversion] disorders,720453001,Moderately severe major depression single episode (disorder),E130.00,Reactive depressive psychosis
F448,Other dissociative [conversion] disorders,720454007,Minimal major depression single episode (disorder),E130.11,Psychotic reactive depression
F449,"Dissociative [conversion] disorder, unspecified",720455008,Minimal major depression (disorder),Eu32312,[X]Single episode of psychogenic depressive psychosis
F45,Somatoform disorders,2.51E+11,"Severe major depression, single episode (disorder)",Eu32314,[X]Single episode of reactive depressive psychosis
F450,Somatization disorder,1.08111E+16,Major depressive disorder in mother complicating childbirth (disorder),E11y200,Atypical depressive disorder
F451,Undifferentiated somatoform disorder,1.08112E+16,Major depressive disorder in mother complicating pregnancy (disorder),Eu32y11,[X]Atypical depression
F452,Hypochondriacal disorder,1.6267E+16,Severe major depressive disorder co-occurrent with anxiety single episode (disorder),E2B0.00,Postviral depression
F453,Somatoform autonomic dysfunction,20250007,"Severe major depression, single episode, with psychotic features, mood-incongruent (disorder)",E2B1.00,Chronic depression
F454,Persistent somatoform pain disorder,33736005,"Severe major depression with psychotic features, mood-congruent (disorder)",E11z200,Masked depression
F459,"Somatoform disorder, unspecified",60099002,"Severe major depression with psychotic features, mood-incongruent (disorder)",Eu32y12,[X]Single episode of masked depression NOS
F481,Depersonalization-derealization syndrome,73867007,Severe major depression with psychotic features (disorder),E2B..00,Depressive disorder NEC
F50,Eating disorders,77911002,"Severe major depression, single episode, with psychotic features, mood-congruent (disorder)",Eu32z11,[X]Depression NOS
F500,Anorexia nervosa,191604000,"Single major depressive episode, severe, with psychosis (disorder)",E11..12,Depressive psychoses
F501,Atypical anorexia nervosa,191676002,Reactive depressive psychosis (disorder),Eu33z11,[X]Monopolar depression NOS
F502,Bulimia nervosa,430852001,"Severe major depression, single episode, with psychotic features (disorder)",Eu32z00,"[X]Depressive episode, unspecified"
F503,Atypical bulimia nervosa,726772006,Major depression with psychotic features (disorder),Eu32y00,[X]Other depressive episodes
F504,Overeating associated with other psychological disturbances,2.88751E+14,"Reactive depressive psychosis, single episode (disorder)",Eu32.00,[X]Depressive episode
F505,Vomiting associated with other psychological disturbances,42925002,"Major depressive disorder, single episode with atypical features (disorder)",Eu32z12,[X]Depressive disorder NOS
F508,Other eating disorders,79842004,Stuporous depression (disorder),E112.00,Single major depressive episode
F509,"Eating disorder, unspecified",191659001,Atypical depressive disorder (disorder),E112000,"Single major depressive episode, unspecified"
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",192079006,Postviral depression (disorder),E112z00,Single major depressive episode NOS
F530,"Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified",192080009,Chronic depression (disorder),R007z13,[D]Postoperative depression
F531,"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified",231500002,Masked depression (disorder),Eu32z14,[X] Reactive depression NOS
F538,"Other mental and behavioural disorders associated with the puerperium, not elsewhere classified",321717001,Involutional depression (disorder),Eu32.13,[X]Single episode of reactive depression
F539,"Puerperal mental disorder, unspecified",413296003,Depression requiring intervention (finding),E204.00,Neurotic depression reactive type
F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,718636001,Minimal depression (disorder),Eu32.11,[X]Single episode of depressive reaction
,,35489007,Depressive disorder (disorder),Eu32.12,[X]Single episode of psychogenic depression
,,36923009,"Major depression, single episode (disorder)",Eu32z13,[X]Prolonged single episode of reactive depression
,,82218004,Postoperative depression (disorder),2257,O/E - depressed
,,87414006,Reactive depression (situational) (disorder),E113100,"Recurrent major depressive episodes, mild"
,,162722001,On examination - depressed (disorder),E113200,"Recurrent major depressive episodes, moderate"
,,788120007,Antenatal depression (disorder),Eu33213,"[X]Manic-depressive psychosis, depressed type without psychotic symptoms"
,,9.4631E+13,Depressive disorder in mother complicating pregnancy (disorder),E112.13,Endogenous depression first episode
,,1.08359E+16,Depressive disorder in mother complicating childbirth (disorder),E112.12,Endogenous depression first episode
,,191610000,"Recurrent major depressive episodes, mild (disorder)",E113000,"Recurrent major depressive episodes, unspecified"
,,1.62646E+16,Recurrent mild major depressive disorder co-occurrent with anxiety (disorder),E113.00,Recurrent major depressive episode
,,191611001,"Recurrent major depressive episodes, moderate (disorder)",E113z00,Recurrent major depressive episode NOS
,,1.62649E+16,Recurrent moderate major depressive disorder co-occurrent with anxiety (disorder),Eu33212,"[X]Major depression, recurrent without psychotic symptoms"
,,18818009,Moderate recurrent major depression (disorder),E113.11,Endogenous depression - recurrent
,,36474008,Severe recurrent major depression without psychotic features (disorder),E112.14,Endogenous depression
,,38694004,Recurrent major depressive disorder with atypical features (disorder),Eu33211,[X]Endogenous depression without psychotic symptoms
,,39809009,Recurrent major depressive disorder with catatonic features (disorder),Eu33300,"[X]Recurrent depressive disorder, current episode severe with psychotic symptoms"
,,40379007,Mild recurrent major depression (disorder),Eu33313,[X]Recurrent severe episodes of major depression with psychotic symptoms
,,231499006,Endogenous depression first episode (disorder),Eu33314,[X]Recurrent severe episodes of psychogenic depressive psychosis
,,268621008,Recurrent major depressive episodes (disorder),Eu33315,[X]Recurrent severe episodes of psychotic depression
,,274948002,Endogenous depression - recurrent (disorder),E113400,"Recurrent major depressive episodes, severe, with psychosis"
,,300706003,Endogenous depression (disorder),Eu3y111,[X]Recurrent brief depressive episodes
,,319768000,Recurrent major depressive disorder with melancholic features (disorder),E113700,Recurrent depression
,,720452006,Moderately severe recurrent major depression (disorder),Eu33.11,[X]Recurrent episodes of depressive reaction
,,2.81E+11,Severe recurrent major depression (disorder),Eu33y00,[X]Other recurrent depressive disorders
,,1.62648E+16,Recurrent severe major depressive disorder co-occurrent with anxiety (disorder),Eu33.13,[X]Recurrent episodes of reactive depression
,,15193003,"Severe recurrent major depression with psychotic features, mood-incongruent (disorder)",Eu33z00,"[X]Recurrent depressive disorder, unspecified"
,,28475009,Severe recurrent major depression with psychotic features (disorder),Eu33.00,[X]Recurrent depressive disorder
,,33078009,"Severe recurrent major depression with psychotic features, mood-congruent (disorder)",Eu33.12,[X]Recurrent episodes of psychogenic depression
,,191613003,"Recurrent major depressive episodes, severe, with psychosis (disorder)",E118.00,Seasonal affective disorder
,,1.62651E+16,Recurrent major depressive disorder co-occurrent with anxiety in full remission (disorder),Eu33.15,[X]SAD - Seasonal affective disorder
,,2618002,Chronic recurrent major depressive disorder (disorder),Eu33.14,[X]Seasonal depressive disorder
,,40568001,Recurrent brief depressive disorder (disorder),Eu34000,[X]Cyclothymia
,,33135002,Recurrent major depression in partial remission (disorder),E211000,Unspecified affective personality disorder
,,66344007,Recurrent major depression (disorder),E211z00,Affective personality disorder NOS
,,191616006,Recurrent depression (disorder),E211.00,Affective personality disorder
,,247803002,Seasonal affective disorder (disorder),Eu34011,[X]Affective personality disorder
,,720451004,Minimal recurrent major depression (disorder),Eu34012,[X]Cycloid personality
,,1.33121E+14,Severe seasonal affective disorder (disorder),E211300,Cyclothymic personality disorder
,,1.62653E+16,Recurrent major depressive disorder in partial remission co-occurrent with anxiety (disorder),Eu34013,[X]Cyclothymic personality
,,76105009,Cyclothymia (disorder),Eu34113,[X]Neurotic depression
,,698946008,Cyclothymia in remission (disorder),Eu46000,[X]Neurasthenia
,,2506003,Early onset dysthymia (disorder),Eu34100,[X]Dysthymia
,,3109008,Secondary dysthymia early onset (disorder),Eu34111,[X]Depressive neurosis
,,19694002,Late onset dysthymia (disorder),E211200,Depressive personality disorder
,,36170009,Secondary dysthymia late onset (disorder),Eu3y200,[X]Premenstrual dysphoric disorder
,,38451003,Primary dysthymia early onset (disorder),Eu3z.11,[X]Affective psychosis NOS
,,67711008,Primary dysthymia late onset (disorder),E11..00,Affective psychoses
,,78667006,Dysthymia (disorder),Eu3y.00,[X]Other mood affective disorders
,,83176005,Primary dysthymia (disorder),Eu3y000,[X]Other single mood affective disorders
,,85080004,Secondary dysthymia (disorder),Eu3yy00,[X]Other specified mood affective disorders
,,87842000,Generalized neuromuscular exhaustion syndrome (disorder),Eu3..00,[X]Mood - affective disorders
,,442057004,Chronic depressive personality disorder (disorder),Eu3z.00,[X]Unspecified mood affective disorder
,,596004,Premenstrual dysphoric disorder (disorder),E11z.00,Other and unspecified affective psychoses
,,58647003,"Severe mood disorder with psychotic features, mood-congruent (disorder)",E11zz00,Other affective psychosis NOS
,,70043001,"Severe mood disorder with psychotic features, mood-incongruent (disorder)",E11z000,Unspecified affective psychoses NOS
,,276245005,Non-delusional perplexed mood (finding),E202200,Agoraphobia without mention of panic attacks
,,426578000,Premenstrual dysphoric disorder in remission (disorder),Eu40011,[X]Agoraphobia without history of panic disorder
,,715924009,Disruptive mood dysregulation disorder (disorder),Eu40000,[X]Agoraphobia
,,2.1071E+13,Mood disorder of manic type (disorder),Eu40012,[X]Panic disorder with agoraphobia
,,9167000,Moderate mood disorder (disorder),E202100,Agoraphobia with panic attacks
,,26516009,Severe mood disorder with psychotic features (disorder),E202.11,Social phobic disorders
,,28357009,Transitory postpartum mood disturbance (disorder),Eu40111,[X]Anthropophobia
,,36622002,Mild mood disorder (disorder),Eu40100,[X]Social phobias
,,38547003,Mood disorder in full remission (disorder),E202.12,Phobic anxiety
,,46206005,Mood disorder (disorder),E202.00,Phobic disorders
,,74266001,Mood disorder in partial remission (disorder),Eu40z12,[X]Phobic state NOS
,,88939009,Severe mood disorder without psychotic features (disorder),Eu40.00,[X]Phobic anxiety disorders
,,441704009,Affective psychosis (disorder),Eu40z11,[X]Phobia NOS
,,723912004,Secondary mood disorder (disorder),Eu40z00,"[X]Phobic anxiety disorder, unspecified"
,,9.4921E+13,Episodic mood disorder (disorder),E202z00,Phobic disorder NOS
,,1380006,Agoraphobia without history of panic disorder with limited symptom attacks (disorder),Eu40y00,[X]Other phobic anxiety disorders
,,1816003,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND mild panic attacks (disorder)",Eu40214,[X]Simple phobia
,,3158007,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND panic attacks in partial remission (disorder)",E200100,Panic disorder
,,4932002,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND mild panic attacks (disorder)",Eu41012,[X]Panic state
,,5509004,Panic disorder with agoraphobia AND severe panic attacks (disorder),Eu41011,[X]Panic attack
,,8185002,Panic disorder with agoraphobia AND moderate panic attacks (disorder),Eu41000,[X]Panic disorder [episodic paroxysmal anxiety]
,,11941006,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in full remission (disorder)",E200200,Generalised anxiety disorder
,,19766004,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND severe panic attacks (disorder)",Eu41100,[X]Generalized anxiety disorder
,,22230001,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND panic attacks in full remission (disorder)",E200300,Anxiety with depression
,,24781009,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND panic attacks in full remission (disorder)",Eu41300,[X]Other mixed anxiety disorders
,,30059008,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND moderate panic attacks (disorder)",Eu41200,[X]Mixed anxiety and depressive disorder
,,31781004,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND mild panic attacks (disorder)",Eu41211,[X]Mild anxiety depression
,,32388005,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND moderate panic attacks (disorder)",Eu34114,[X]Persistant anxiety depression
,,34116005,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND severe panic attacks (disorder)",Eu41z11,[X]Anxiety NOS
,,35607004,Panic disorder with agoraphobia (disorder),Eu41.00,[X]Other anxiety disorders
,,38328002,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in full remission (disorder)",Eu41y00,[X]Other specified anxiety disorders
,,49564006,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND moderate panic attacks (disorder)",Eu41y11,[X]Anxiety hysteria
,,50983008,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND panic attacks in partial remission (disorder)",Eu41112,[X]Anxiety reaction
,,59923000,Panic disorder with agoraphobia AND panic attacks in full remission (disorder),Eu41z00,"[X]Anxiety disorder, unspecified"
,,61212007,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND severe panic attacks (disorder)",E200.00,Anxiety states
,,61569007,Agoraphobia without history of panic disorder (disorder),E203100,Obsessional neurosis
,,63701002,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND mild panic attacks (disorder)",E275300,Psychogenic rumination
,,63909006,Panic disorder with agoraphobia AND panic attacks in partial remission (disorder),E203.00,Obsessive-compulsive disorders
,,64060000,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in full remission (disorder)",E203z00,Obsessive-compulsive disorder NOS
,,70691001,Agoraphobia (disorder),Eu42.11,[X]Anankastic neurosis
,,74010007,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in partial remission (disorder)",Eu42.00,[X]Obsessive - compulsive disorder
,,76812003,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in partial remission (disorder)",E203.11,Anancastic neurosis
,,76868007,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND mild panic attacks (disorder)",Eu42y00,[X]Other obsessive-compulsive disorders
,,82415003,Agoraphobia without history of panic disorder without limited symptom attacks (disorder),Eu42z00,"[X]Obsessive-compulsive disorder, unspecified"
,,82738004,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND moderate panic attacks (disorder)",Eu42200,[X]Mixed obsessional thoughts and acts
,,83631006,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND severe panic attacks (disorder)",E29y100,Other post-traumatic stress disorder
,,87798009,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND moderate panic attacks (disorder)",Eu43100,[X]Post - traumatic stress disorder
,,89948007,Panic disorder with agoraphobia AND mild panic attacks (disorder),Eu43200,[X]Adjustment disorders
,,111490003,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND severe panic attacks (disorder)",E29..00,Adjustment reaction
,,111491004,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in partial remission (disorder)",E29z.00,Adjustment reaction NOS
,,191722009,Agoraphobia with panic attacks (disorder),E29y500,Other adjustment reaction with withdrawal
,,25501002,Social phobia (disorder),E29yz00,Other adjustment reactions NOS
,,62351001,Generalized social phobia (disorder),E29y.00,Other adjustment reactions
,,74803002,Taijin kyofusho (disorder),E292.00,Adjustment reaction with predominant disturbance of other emotions
,,386810004,Phobic disorder (disorder),Eu43211,[X]Culture shock
,,43150009,Panic disorder without agoraphobia with severe panic attacks (disorder),Eu43213,[X]Hospitalism in children
,,53956006,Panic disorder without agoraphobia with panic attacks in partial remission (disorder),E292z00,Adjustment reaction with disturbance of other emotion NOS
,,56576003,Panic disorder without agoraphobia (disorder),E292400,Adjustment reaction with anxious mood
,,65064003,Panic disorder without agoraphobia with moderate panic attacks (disorder),E292y00,Adjustment reaction with mixed disturbance of emotion
,,72861004,Panic disorder without agoraphobia with mild panic attacks (disorder),E294.00,Adjustment reaction with mixed disturbance of emotion and conduct
,,371631005,Panic disorder (disorder),E293.00,Adjustment reaction with predominant disturbance of conduct
,,21897009,Generalized anxiety disorder (disorder),E293z00,Adjustment reaction with predominant disturbance of conduct NOS
,,231504006,Mixed anxiety and depressive disorder (disorder),1B1L.00,Stress related problem
,,782501005,Adjustment disorder with mixed anxiety and depressed mood (disorder),E291.00,Prolonged depressive reaction
,,58535001,Physical AND emotional exhaustion state (disorder),E292100,Adolescent emancipation disorder
,,126943008,Separation anxiety (disorder),E292200,Early adult emancipation disorder
,,109006,Anxiety disorder of childhood OR adolescence (disorder),E292500,Culture shock
,,37868008,Anxiety disorder of adolescence (disorder),E293000,Adjustment reaction with aggression
,,197480006,Anxiety disorder (disorder),E293100,Adjustment reaction with antisocial behaviour
,,9.4641E+13,Anxiety in pregnancy (disorder),E293200,Adjustment reaction with destructiveness
,,1.0743E+16,Anxiety disorder in mother complicating childbirth (disorder),E29y200,Adjustment reaction with physical symptoms
,,191738003,Obsessional neurosis (disorder),E29y400,Adjustment reaction due to hospitalisation
,,192014006,Psychogenic rumination (disorder),E292311,Specific academic or work inhibition
,,723913009,Olfactory reference disorder (disorder),E292300,Specific academic or work inhibition
,,191736004,Obsessive-compulsive disorder (disorder),Eu43.00,"[X]Reaction to severe stress, and adjustment disorders"
,,47505003,Posttraumatic stress disorder (disorder),Eu43z00,"[X]Reaction to severe stress, unspecified"
,,313182004,Chronic post-traumatic stress disorder (disorder),Eu43y00,[X]Other reactions to severe stress
,,317816007,Stockholm syndrome (disorder),E292312,Specific work inhibition
,,318784009,"Posttraumatic stress disorder, delayed onset (disorder)",Eu44000,[X]Dissociative amnesia
,,428687006,Nightmares associated with chronic post-traumatic stress disorder (disorder),Eu44100,[X]Dissociative fugue
,,443919007,Complex posttraumatic stress disorder (disorder),E201800,Hysterical fugue
,,7397008,Aggressor identification syndrome (disorder),E13y000,Psychogenic stupor
,,9674006,Adjustment disorder with withdrawal (disorder),Eu44200,[X]Dissociative stupor
,,15977008,Adjustment disorder with academic inhibition (disorder),E201z12,Ataxia - hysterical
,,17226007,Adjustment disorder (disorder),E201611,"Astasia - abasia, hysterical"
,,18478005,Adjustment disorder with physical complaints (disorder),E260000,Psychogenic paralysis
,,32880007,Adjustment disorder with work inhibition (disorder),E201400,Hysterical paralysis
,,47372000,Adjustment disorder with anxious mood (disorder),E201z11,Aphonia - hysterical
,,55668003,Adjustment disorder with mixed emotional features (disorder),E261500,Psychogenic aphonia
,,57194009,Adjustment disorder with depressed mood (disorder),E201300,Hysterical tremor
,,66381006,Adjustment disorder with mixed disturbance of emotions AND conduct (disorder),Eu44400,[X]Dissociative motor disorders
,,84984002,Adjustment disorder with disturbance of conduct (disorder),Eu44411,[X]Psychogenic aphonia
,,162218007,Stress-related problem (disorder),Eu44412,[X]Psychogenic dysphonia
,,192049004,Prolonged depressive adjustment reaction (disorder),E201500,Hysterical seizures
,,192051000,Adolescent emancipation disorder (disorder),Eu44500,[X]Dissociative convulsions
,,192052007,Early adult emancipation disorder (disorder),Eu44511,[X]Pseudoseizures
,,192054008,Culture shock (disorder),E201511,Fit - hysterical
,,192056005,Adjustment reaction with aggression (disorder),Eu44611,[X]Psychogenic deafness
,,192057001,Adjustment reaction with antisocial behavior (disorder),E201200,Hysterical deafness
,,192058006,Adjustment reaction with destructiveness (disorder),E201100,Hysterical blindness
,,192063005,Adjustment reaction with physical symptoms (disorder),Eu44600,[X]Dissociative anaesthesia and sensory loss
,,192065003,Hospitalism (disorder),E201900,Multiple personality
,,225003009,Immature emotional adjustment (finding),E132.00,Reactive confusion
,,268658008,Specific academic or work inhibition (disorder),Eu44y13,[X]Psychogenic confusion
,,271952001,Stress and adjustment reaction (disorder),Eu44y14,[X]Psychogenic twilight state
,,275473003,Specific work inhibition (disorder),E201600,Other conversion disorder
,,300979000,Caregiver stress syndrome (disorder),E201000,Hysteria unspecified
,,386821008,Adjustment reaction in infancy (disorder),E201A00,Dissociative reaction unspecified
,,386822001,Adjustment reaction of adolescence (disorder),E201z13,Ganser's syndrome - hysterical
,,386823006,Adjustment reaction of adult life (disorder),E201z00,Hysteria NOS
,,386824000,Adjustment reaction of childhood (disorder),E201.00,Hysteria
,,386825004,Adjustment reaction of late life (disorder),Eu44700,[X]Mixed dissociative [conversion] disorders
,,425914008,Adjustment reaction to medical therapy (disorder),Eu44.13,[X]Hysteria
,,698693004,Adjustment disorder with anxious mood in remission (disorder),Eu44300,[X]Trance and possession disorders
