code,description
38675009,Monoclonal cryoimmunoglobulinemia (disorder)
44371002,Mixed polyclonal cryoimmunoglobulinemia (disorder)
57390009,Mixed cryoimmunoglobulinemia with monoclonal component (disorder)
80988005,Mixed cryofibrinogenemia (disorder)
190814002,Cryoglobulinemic purpura (disorder)
190815001,Cryoglobulinemic vasculitis (disorder)
230589005,Neuropathy in cryoglobulinemia (disorder)
236505008,Cryoglobulinemic glomerulonephritis (disorder)
239947001,Essential mixed cryoglobulinemia (disorder)
402662002,Necrotizing vasculitis due to mixed cryoglobulinemia (disorder)
723674005,Simple cryoglobulinemia (disorder)
1.29E+14,Cryoglobulinemia due to chronic hepatitis C (disorder)
200936003,Lupus erythematosus (disorder)
200938002,Discoid lupus erythematosus (disorder)
200939005,Lupus erythematosus migrans (disorder)
200940007,Lupus erythematosus nodularis (disorder)
200942004,Lupus erythematosus unguium mutilans (disorder)
238927000,Chronic discoid lupus erythematosus (disorder)
402711009,Lupus erythematosus overlap syndrome (disorder)
403492006,Hypertrophic type discoid lupus erythematosus (disorder)
403495008,Discoid lupus erythematosus of oral mucosa (disorder)
403496009,Discoid lupus erythematosus of genital mucous membranes (disorder)
403497000,Discoid lupus erythematosus of scalp (disorder)
403499002,Discoid lupus erythematosus of lip (disorder)
403500006,Discoid lupus erythematosus of hands (disorder)
403501005,Discoid lupus erythematosus of foot (disorder)
403506000,Lupus erythematosus-associated papulonodular mucinosis (disorder)
403507009,Lupus erythematosus-associated hypermelanosis (disorder)
403512005,Lupus erythematosus-associated poikiloderma (disorder)
403513000,Lupus erythematosus-associated nail dystrophy (disorder)
239891002,Subacute cutaneous lupus erythematosus (disorder)
403489007,"Subacute cutaneous lupus erythematosus, annular/polycyclic type (disorder)"
403490003,"Subacute cutaneous lupus erythematosus, papulosquamous type (disorder)"
7119001,Cutaneous lupus erythematosus (disorder)
15084002,Lupus erythematosus profundus (disorder)
95609003,Neonatal lupus erythematosus (disorder)
200937007,Lupus erythematosus chronicus (disorder)
200941006,Lupus erythematosus tumidus (disorder)
238926009,Lupus erythematosus and erythema multiforme-like syndrome (disorder)
238928005,Chilblain lupus erythematosus (disorder)
239888002,Lupus panniculitis (disorder)
403491004,Erythema multiforme-like lupus erythematosus (disorder)
403493001,Rosaceous type discoid lupus erythematosus (disorder)
403494007,Discoid lupus erythematosus of mucous membranes (disorder)
403498005,Discoid lupus erythematosus of face (disorder)
403503008,Lupus erythematosus-associated anetoderma (disorder)
707301001,Lupus erythematosus of oral mucous membrane (disorder)
838359008,Acute cutaneous lupus erythematosus (disorder)
238762002,Livedoid vasculitis (disorder)
762537007,Livedoid vasculitis of lower limb due to varicose veins of lower limb (disorder)
58872001,Erythema elevatum diutinum (disorder)
9177003,Histiocytic vasculitis of skin (disorder)
46286007,Lymphocytic vasculitis of skin (disorder)
55275006,Nodular vasculitis (disorder)
56780006,Segmental hyalinizing vasculitis (disorder)
64832003,Neutrophilic vasculitis of skin (disorder)
238785001,Primary cutaneous vasculitis (disorder)
238786000,Gougerot-Ruiter purpura (disorder)
254757003,Extracellular cholesterosis (disorder)
402664001,Localized cutaneous vasculitis (disorder)
403189002,Erythrocyanosis with nodules (disorder)
427356003,Eosinophilic vasculitis of skin (disorder)
722020006,Juvenile temporal arteritis (disorder)
769036006,Acroangiodermatitis of skin (disorder)
840455002,Cutaneous vasculitis due to childhood type dermatomyositis (disorder)
870336006,Necrotizing cutaneous vasculitis due to childhood type dermatomyositis (disorder)
53312001,Vasculitis of the skin (disorder)
238787009,Secondary cutaneous vasculitis (disorder)
110981005,Cutaneous focal mucinosis (disorder)
111197009,Lichen myxedematosus (disorder)
238945000,Diffuse cutaneous mucinosis (disorder)
238946004,Reticular erythematous mucinosis (disorder)
238947008,Self-healing juvenile cutaneous mucinosis (disorder)
238948003,Idiopathic benign cutaneous mucinosis (disorder)
238949006,Acral persistent papular mucinosis (disorder)
402468007,Scleromyxedema (disorder)
402721001,Mucinosis affecting skin (disorder)
402722008,Focal primary mucinosis of skin (disorder)
402723003,Secondary catabolic mucinosis of skin (disorder)
717257000,Nodular lichen myxedematosus (disorder)
717258005,Discrete papular lichen myxedematosus (disorder)
717259002,Papular mucinosis of infancy (disorder)
725148000,Atypical lichen myxedematosus (disorder)
111032003,Macular cutaneous amyloidosis (disorder)
111390002,Dominant primary localized cutaneous amyloidosis (disorder)
201337008,Amyloidosis of skin (disorder)
237870002,Familial lichen amyloidosis (disorder)
237872005,Poikilodermal cutaneous amyloid (disorder)
402456003,Pseudoscleroderma due to amyloid light-chain amyloidosis (disorder)
402459005,Heredofamilial systemic amyloidosis affecting skin (disorder)
402464009,Secondary localized cutaneous amyloidosis (disorder)
402719006,Systemic amyloidosis affecting skin (disorder)
402720000,Amyloidosis limited to skin (disorder)
716704007,Primary localized cutaneous nodular amyloidosis (disorder)
718105008,Lichen amyloidosis (disorder)
733729003,Primary localized cutaneous amyloidosis (disorder)
764849002,Amyloidosis cutis dyschromia (disorder)
49807009,Tuberculous dactylitis (disorder)
239813000,Psoriatic dactylitis (disorder)
373574007,Traumatic arthropathy of upper extremity (disorder)
373575008,Traumatic arthropathy of lower extremity (disorder)
128268005,Arthropathy of pelvis (disorder)
250131003,Lower limb joint arthritis (disorder)
399269003,Arthropathy (disorder)
429554009,Arthropathy of elbow (disorder)
201723002,Cheiroarthropathy due to diabetes mellitus (disorder)
314893005,Arthropathy due to type 1 diabetes mellitus (disorder)
314903002,Arthropathy due to type 2 diabetes mellitus (disorder)
3.69E+14,Cheiropathy due to type 2 diabetes mellitus (disorder)
84241008,Lipoid dermatoarthritis (disorder)
236543006,Beta-2 microglobulin arthropathy (disorder)
237876008,Arthritis secondary to amyloidosis (disorder)
707090004,Spondyloarthropathy due to hemodialysis-associated amyloidosis (disorder)
27713005,Arthropathy associated with acromegaly (disorder)
39710007,Arthropathy associated with an endocrine AND/OR metabolic disorder (disorder)
39838007,Ochronotic arthritis (disorder)
698940002,Arthropathy associated with cystic fibrosis (disorder)
838361004,Arthropathy due to hemochromatosis (disorder)
3.24E+14,Arthropathy due to metabolic disorder (disorder)
3.24E+14,Arthropathy due to endocrine disorder (disorder)
39510005,Neurogenic ossifying arthropathy (disorder)
67536000,Arthropathy associated with a neurological disorder (disorder)
201724008,Neuropathic arthropathy due to diabetes mellitus (disorder)
309255002,Charcot's joint of foot (disorder)
359554008,Charcot's arthropathy (disorder)
427925000,Arthropathy of the wrist associated with a neurological disorder (disorder)
428106000,Arthropathy of multiple joints associated with a neurological disorder (disorder)
428779003,Arthropathy of the knee associated with a neurological disorder (disorder)
429643006,Arthropathy of the elbow associated with a neurological disorder (disorder)
430428000,Arthropathy of the ankle AND/OR foot associated with a neurological disorder (disorder)
700077008,Charcot arthropathy of joint of ankle (disorder)
700437007,Charcot arthropathy of midfoot (disorder)
700438002,Charcot arthropathy of hindfoot (disorder)
705058008,Charcot arthropathy of forefoot (disorder)
7.81E+11,Neuropathic arthropathy due to type 2 diabetes mellitus (disorder)
8.19E+12,Arthropathy of wrist due to neurological disorder (disorder)
7.18E+13,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder)
9.81E+13,Arthropathy of shoulder due to neurological disorder (disorder)
1.04E+14,Charcot arthropathy due to syphilis (disorder)
1.87E+14,Arthropathy of pelvis due to neurological disorder (disorder)
35524003,Arthropathy associated with another disorder (disorder)
39992005,Arthropathy associated with nonspecific urethritis (disorder)
43442006,Hydrarthrosis of yaws (disorder)
51891008,Polyarthropathy associated with another disorder (disorder)
91291006,Arthropathy associated with another systemic disease (disorder)
201517005,Seronegative arthritis secondary to Whipple's disease (disorder)
201726005,Arthropathy associated with non-infective gastrointestinal disorder (disorder)
201732000,Arthropathy associated with dermatological disorder (disorder)
201733005,Arthropathy associated with respiratory disorder (disorder)
58144006,Benign cutaneous periarteritis nodosa (disorder)
76805007,Periarteritis (disorder)
91604001,Dilated cardiomyopathy secondary to polyarteritis nodosa (disorder)
155441006,Polyarteritis nodosa (disorder)
193179000,Polyneuropathy in polyarteritis nodosa (disorder)
193249002,Myopathy due to polyarteritis nodosa (disorder)
197607004,Nephrotic syndrome in polyarteritis nodosa (disorder)
239925001,Polyarteritis nodosa with single organ involvement (disorder)
239926000,Cutaneous polyarteritis nodosa (disorder)
239927009,Polyarteritis nodosa with multi-organ involvement (disorder)
416703007,Retinal vasculitis due to polyarteritis nodosa (disorder)
82275008,Allergic granulomatosis angiitis (disorder)
230734005,Granulomatous angiitis of central nervous system (disorder)
3.18E+14,Pulmonary disease due to allergic granulomatosis angiitis (disorder)
195363007,Juvenile polyarteritis (disorder)
230733004,Isolated angiitis of central nervous system (disorder)
239931003,Polyangiitis overlap syndrome (disorder)
770687001,Vasculitis due to adenosine deaminase 2 deficiency (disorder)
50581000,Goodpasture's syndrome (disorder)
60555002,Hypersensitivity angiitis (disorder)
236432001,Pulmonary renal syndrome (disorder)
236506009,Goodpasture's disease (disorder)
238806009,Infantile acute hemorrhagic edema (disorder)
718217000,Cutaneous leukocytoclastic angiitis (disorder)
788613004,Anti-glomerular basement membrane disease (disorder)
78129009,Thrombotic thrombocytopenic purpura (disorder)
126729006,Thrombotic microangiopathy (disorder)
373420004,Upshaw-Schulman syndrome (disorder)
438476003,Autoimmune thrombotic thrombocytopenic purpura (disorder)
439007008,Acquired thrombotic thrombocytopenic purpura (disorder)
58961005,Lethal midline granuloma (disorder)
111901001,Bronchocentric granulomatosis (disorder)
195353004,Granulomatosis with polyangiitis (disorder)
232369001,Granulomatosis with polyangiitis of nose (disorder)
232460001,Granulomatosis with polyangiitis of larynx (disorder)
235000001,Granulomatosis with polyangiitis of gingiva (disorder)
239935007,Limited granulomatosis with polyangiitis (disorder)
239936008,Granulomatosis with polyangiitis with multisystem involvement (disorder)
416879000,Scleritis due to granulomatosis with polyangiitis (disorder)
427555000,Glomerulonephritis due to granulomatosis with polyangiitis (disorder)
359789008,Takayasu's disease (disorder)
838309004,Cerebrovascular abnormality due to Takayasu disease (disorder)
239938009,Giant cell arteritis with polymyalgia rheumatica (disorder)
230732009,Cerebral arteritis in giant cell arteritis (disorder)
239939001,Giant cell arteritis without polymyalgia rheumatica (disorder)
400130008,Temporal arteritis (disorder)
838363001,Arteritic anterior ischemic optic neuropathy due to giant cell arteritis (disorder)
239928004,Microscopic polyarteritis nodosa (disorder)
239929007,Microscopic polyarteritis nodosa with single organ involvement (disorder)
239930002,Microscopic polyarteritis nodosa with multi-organ involvement (disorder)
724502006,Respiratory disorder co-occurrent and due to microscopic polyangiitis (disorder)
239924002,Primary necrotizing systemic vasculitis (disorder)
239945009,Hypocomplementemic urticarial vasculitis (disorder)
402655006,Necrotizing cutaneous vasculitis (disorder)
402656007,Urticarial vasculitis (disorder)
402660005,Necrotizing vasculitis secondary to infection (disorder)
402855009,Normocomplementemic urticarial vasculitis (disorder)
11791001,Necrotizing vasculitis (disorder)
399980009,Necrotizing arteritis (disorder)
402657003,Necrotizing vasculitis secondary to connective tissue disease (disorder)
402859003,Necrotizing vasculitis of undetermined etiology (disorder)
4676006,"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class II (disorder)"
11013005,"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class VI (disorder)"
25380002,Pericarditis co-occurrent and due to systemic lupus erythematosus (disorder)
36402006,"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class IV (disorder)"
36471000,Dilated cardiomyopathy secondary to systemic lupus erythematosus (disorder)
52042003,"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class V (disorder)"
54072008,Nonbacterial verrucal endocardiosis (disorder)
68815009,Systemic lupus erythematosus glomerulonephritis syndrome (disorder)
73286009,"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class I (disorder)"
76521009,"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class III (disorder)"
77753005,Lupus disease of the lung (disorder)
95644001,Systemic lupus erythematosus encephalitis (disorder)
193178008,Polyneuropathy in disseminated lupus erythematosus (disorder)
193248005,Myopathy due to disseminated lupus erythematosus (disorder)
196138005,Lung disease with systemic lupus erythematosus (disorder)
233730002,Lupus pneumonia (disorder)
307755009,Renal tubulo-interstitial disorder in systemic lupus erythematosus (disorder)
309762007,Systemic lupus erythematosus with pericarditis (disorder)
417303004,Retinal vasculitis due to systemic lupus erythematosus (disorder)
425951002,Shrinking lung syndrome (disorder)
2.95E+14,Nephropathy co-occurrent and due to systemic lupus erythematosus (disorder)
2.95E+14,Nephrotic syndrome co-occurrent and due to systemic lupus erythematosus (disorder)
2.95E+14,Nephrosis co-occurrent and due to systemic lupus erythematosus (disorder)
3.09E+14,Glomerular disease due to systemic lupus erythematosus (disorder)
239886003,Limited lupus erythematosus (disorder)
239889005,Bullous systemic lupus erythematosus (disorder)
239944008,Lupus vasculitis (disorder)
403486000,Acute systemic lupus erythematosus (disorder)
403487009,Fulminating systemic lupus erythematosus (disorder)
403502003,Disseminated discoid lupus erythematosus (disorder)
403510002,Lupus erythematosus-associated urticarial vasculitis (disorder)
403511003,Lupus erythematosus-associated necrotizing vasculitis (disorder)
773333003,Autosomal systemic lupus erythematosus (disorder)
55464009,Systemic lupus erythematosus (disorder)
95332009,Rash of systemic lupus erythematosus (disorder)
230307005,Chorea in systemic lupus erythematosus (disorder)
403488004,Systemic lupus erythematosus of childhood (disorder)
698694005,Systemic lupus erythematosus in remission (disorder)
724767000,Chorea co-occurrent and due to systemic lupus erythematosus (disorder)
724781003,Demyelination of central nervous system co-occurrent and due to systemic lupus erythematosus (disorder)
732960002,Secondary autoimmune hemolytic anemia co-occurrent and due to systemic lupus erythematosus (disorder)
7.22E+13,Endocarditis due to systemic lupus erythematosus (disorder)
1212005,Childhood type dermatomyositis (disorder)
766252004,Juvenile overlap myositis (disorder)
838312001,Calcinosis due to childhood type dermatomyositis (disorder)
870301007,Myocarditis due to childhood type dermatomyositis (disorder)
3.12E+14,Juvenile dermatomyositis co-occurrent with respiratory involvement (disorder)
46696008,Dilated cardiomyopathy secondary to dermatomyositis (disorder)
86365006,Poikilodermatomyositis (disorder)
238935002,Dermatomyositis sine myositis (disorder)
238936001,Sclerodermatomyositis (disorder)
281358000,Idiopathic dermatomyositis (disorder)
396230008,Dermatomyositis (disorder)
402425006,Adult onset dermatomyositis (disorder)
403635000,Drug-induced dermatomyositis (disorder)
774082004,Neonatal dermatomyositis (disorder)
838366009,Anti-synthetase syndrome due to dermatomyositis (disorder)
2.96E+14,Disorder of respiratory system due to dermatomyositis (disorder)
31384009,Polymyositis (disorder)
196136009,Lung disease co-occurrent with polymyositis (disorder)
234529004,Acute sarcoid polymyositis (disorder)
239898008,Polymyositis with malignant disease (disorder)
239899000,Polymyositis associated with autoimmune disease (disorder)
239900005,Drug-induced polymyositis (disorder)
240120003,Eosinophilic polymyositis (disorder)
281357005,Idiopathic polymyositis (disorder)
738526005,Juvenile polymyositis (disorder)
866103007,Interstitial lung disease due to juvenile polymyositis (disorder)
444133002,Progressive systemic sclerosis (disorder)
31848007,"Calcinosis, Raynaud's phenomenon, esophageal dysmotility, sclerodactyly, and telangiectasia syndrome (disorder)"
62382002,"Calcinosis, Raynaud's phenomenon, sclerodactyly, and telangiectasia syndrome (disorder)"
201443009,Systemic sclerosis induced by drugs and chemicals (disorder)
443872005,Systemic sclerosis caused by chemical (disorder)
35719004,Dilated cardiomyopathy secondary to scleroderma (disorder)
95323007,Scleredema (disorder)
128460000,"Systemic sclerosis, diffuse (disorder)"
128461001,Systemic sclerosis sine scleroderma (disorder)
193252005,Myopathy due to scleroderma (disorder)
196133001,Lung disease with systemic sclerosis (disorder)
236503001,Acute scleroderma renal crisis (disorder)
299276009,Limited systemic sclerosis (disorder)
402481000,Porphyria-induced scleroderma (disorder)
402712002,Occupational scleroderma (disorder)
403518009,Scleroderma-associated necrotizing vasculitis (disorder)
3.22E+14,Polyneuropathy due to systemic sclerosis (disorder)
63115005,Hypothyroidism due to scleroderma (disorder)
87442008,Pericarditis co-occurrent and due to scleroderma (disorder)
89155008,Systemic sclerosis (disorder)
236502006,Renal involvement in scleroderma (disorder)
298285004,Systemic sclerosis with limited cutaneous involvement (disorder)
402713007,Cutaneous complication of systemic sclerosis (disorder)
403514006,Scleroderma-associated calcinosis (disorder)
403515007,Scleroderma-associated hypermelanosis (disorder)
403516008,Scleroderma-associated telangiectasia (disorder)
403517004,Scleroderma-associated nailfold telangiectasia (disorder)
715401008,Primary biliary cirrhosis co-occurrent with systemic scleroderma (disorder)
724603009,Pediatric onset systemic sclerosis (disorder)
8.97E+13,Glomerulonephritis co-occurrent and due to scleroderma (disorder)
44833003,Pseudolymphoma of lung in Sjögren's disease (disorder)
78946008,"Keratoconjunctivitis sicca, in Sjögren's syndrome (disorder)"
83901003,Sjögren's syndrome (disorder)
126766000,Lymphoepithelial sialadenitis of Sjögren's syndrome (disorder)
193253000,Myopathy due to Sjögren's disease (disorder)
193776001,Keratoconjunctivitis sicca (excluding Sjögren syndrome) (disorder)
196137000,Lung disease with Sjögren's disease (disorder)
239912009,Primary Sjögren's syndrome (disorder)
239915006,Secondary Sjögren's syndrome (disorder)
302896008,Keratoconjunctivitis sicca (disorder)
416485002,Keratoconjunctivitis sicca due to graft-versus-host disease (disorder)
724782005,Demyelination of central nervous system co-occurrent and due to Sjogren disease (disorder)
762303003,Pediatric onset Sjögren syndrome (disorder)
3.21E+14,Tubulointerstitial nephropathy due to Sjogren syndrome (disorder)
239918008,Undifferentiated connective tissue disease (disorder)
276657008,Overlap syndrome (disorder)
397856003,Systemic lupus erythematosus-related syndrome (disorder)
398021003,Connective tissue disease overlap syndrome (disorder)
398049005,Mixed collagen vascular disease (disorder)
3275009,"Behcet's syndrome, vascular type (disorder)"
21542005,"Behcet's syndrome, neurologic type (disorder)"
53485006,"Behcet's syndrome, incomplete type (disorder)"
54034003,"Behcet's syndrome, intestinal type (disorder)"
57484009,"Behcet's syndrome, complete type (disorder)"
62918002,Arthropathy in Behcet's syndrome (disorder)
198231000,Ulceration of vulva in Behcet's disease (disorder)
201485008,Arthropathy in Behcet's syndrome of the shoulder region (disorder)
201488005,Arthropathy in Behcet's syndrome of the hand (disorder)
201489002,Arthropathy in Behcet's syndrome of the pelvic region and thigh (disorder)
201491005,Arthropathy in Behcet's syndrome of the ankle and/or foot (disorder)
201492003,Arthropathy in Behcet's syndrome of multiple sites (disorder)
239921005,Behcet's disease with organ/system involvement (disorder)
239922003,Behcet's disease with multisystem involvement (disorder)
310701003,Behcet's syndrome (disorder)
403443000,Behçet's disease affecting oral mucosa (disorder)
403472004,Penile ulceration due to Behçet's disease (disorder)
410480004,Iritis in Behcet's syndrome (disorder)
410481000,Panuveitis in Behcet's syndrome (disorder)
427967009,Arthropathy in Behcet's syndrome of the spine (disorder)
428169009,Arthropathy in Behcet's syndrome of the ankle (disorder)
724783000,Demyelination of central nervous system co-occurrent and due to Behcet disease (disorder)
866049001,Mucocutaneous Behçet disease (disorder)
65323003,Polymyalgia rheumatica (disorder)
95415006,Polymyalgia (disorder)
24129002,Fasciitis with eosinophilia syndrome (disorder)
403634001,Eosinophilic fasciitis caused by L-tryptophan (disorder)
111210001,Multifocal fibrosclerosis (disorder)
239885004,Fibrosclerosis - systemic (disorder)
33760009,Relapsing febrile nodular nonsuppurative panniculitis (disorder)
51696001,Lipogranulomatosis subcutanea of Rothmann and Makai (disorder)
85551004,Hypermobility syndrome (disorder)
95416007,Eosinophilia myalgia syndrome (disorder)
239910001,Toxic oil syndrome (disorder)
363044007,Connective tissue disorder by body site (disorder)
403404004,Acquired perforating pseudoxanthoma elasticum (disorder)
445187004,Antisynthetase syndrome (disorder)
711164003,STING-associated vasculopathy with onset in infancy (disorder)
829973009,Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis (disorder)
58474006,Pericarditis co-occurrent and due to collagen vascular disease (disorder)
81573002,Collagen disease (disorder)
85828009,Autoimmune disease (disorder)
89030000,Eosinophilic gastroenteropathy with collagen vascular disease (disorder)
90073001,Collagen deficiency syndrome (disorder)
105969002,Disorder of connective tissue (disorder)
193177003,Polyneuropathy in collagen vascular disease (disorder)
362992004,Autoimmune connective tissue disorder (disorder)
403735006,Eosinophilia-myalgia syndrome from tryptophan (disorder)
408671002,Polyneuropathy in collagen malignant disease (disorder)
413994008,Dilated cardiomyopathy associated with connective tissue disorder (disorder)
423486005,Disseminated eosinophilic collagen disease (disorder)
427123006,Interstitial lung disease due to collagen vascular disease (disorder)
697903007,Pulmonary arterial hypertension associated with connective tissue disease (disorder)
707297005,Xerostomia due to autoimmune disease (disorder)
722991004,Autoimmune myopathy (disorder)
724809006,Autoimmune retinopathy (disorder)
724998006,Polyneuropathy co-occurrent and due to systemic connective tissue disorder (disorder)
737249005,Photodermatitis co-occurrent and due to autoimmune disease (disorder)
778060000,Collagen type IV alpha 1 chain related familial vascular leukoencephalopathy (disorder)
860837007,Cardiomyopathy due to connective tissue disease (disorder)
871640001,Myocarditis due to autoimmune disease (disorder)
3.00E+14,Disorder of connective tissue co-occurrent and due to systemic disease (disorder)
239901009,Dermatomyositis with malignant disease (disorder)
202046009,Arthritis secondary to malignancy (disorder)
239822004,Arthritis secondary to non-hematological malignancy (disorder)
281350007,Arthritis secondary to hematological malignancy (disorder)
80813006,Hemophilic arthropathy (disorder)
23961005,Arthropathy associated with a hematological disorder (disorder)
275325009,Arthropathy secondary to hemoglobinopathy (disorder)
281351006,Arthritis due to bleeding disorder (disorder)
709142003,Arthropathy due to sickle cell disease (disorder)
202830000,Recurrent atlantoaxial subluxation with myelopathy (disorder)
55146009,Inflammation of sacroiliac joint (disorder)
1.07E+15,Arthritis of left sacroiliac joint (disorder)
1.07E+15,Arthritis of right sacroiliac joint (disorder)
1.60E+16,Arthritis of bilateral sacroiliac joint (disorder)
192907007,Myelopathy due to spondylosis (disorder)
445242006,Os odontoideum (disorder)
75467001,Intervertebral disc disorder of cervical region with myelopathy (disorder)
202729001,Cervical disc prolapse with myelopathy (disorder)
43898003,Brachial neuritis AND/OR radiculitis due to rupture of cervical intervertebral disc (disorder)
60490008,Brachial neuritis AND/OR radiculitis due to displacement of cervical intervertebral disc (disorder)
202733008,Cervical disc prolapse with radiculopathy (disorder)
202757008,Cervical disc disorder with radiculopathy (disorder)
85216006,Displacement of cervical intervertebral disc without myelopathy (disorder)
240215009,Prolapsed cervical intervertebral disc (disorder)
267974002,Prolapsed cervical intervertebral disc without myelopathy (disorder)
445332006,Displacement of cervical intervertebral disc (disorder)
735604001,Prolapse of cervical intervertebral disc co-occurrent and due to degeneration (disorder)
2.25E+13,Prolapse of cervical intervertebral disc without radiculopathy (disorder)
43132002,Degeneration of cervicothoracic intervertebral disc (disorder)
69195002,Degeneration of cervical intervertebral disc (disorder)
724604003,Intervertebral disc degeneration of cervical spine without prolapsed disc (disorder)
735605000,Degeneration of cervical intervertebral disc co-occurrent with osteophyte of cervical vertebra (disorder)
202745004,Annular tear of cervical disc (disorder)
202746003,Resorption of cervical disc (disorder)
425878001,Cervical disc disorder (disorder)
34139004,Intervertebral disc disorder of lumbar region with myelopathy (disorder)
41022003,Intervertebral disc disorder of thoracic region with myelopathy (disorder)
192905004,Myelopathy due to intervertebral disc disease (disorder)
202728009,Disc prolapse with myelopathy (disorder)
202730006,Thoracic disc prolapse with myelopathy (disorder)
202731005,Lumbar disc prolapse with myelopathy (disorder)
3.11E+14,Myelopathy co-occurrent and due to lumbosacral intervertebral disc disorder (disorder)
1.60E+16,Myelopathy of thoracolumbar spine due to disc disorder (disorder)
23882000,Neuritis AND/OR radiculitis due to rupture of lumbar intervertebral disc (disorder)
38073003,Neuritis AND/OR radiculitis due to displacement of intervertebral disc (disorder)
41733009,Neuritis AND/OR radiculitis due to rupture of intervertebral disc (disorder)
46960006,Lumbago-sciatica due to displacement of lumbar intervertebral disc (disorder)
82331007,Neuritis AND/OR radiculitis due to displacement of lumbar intervertebral disc (disorder)
