icd10_code,icd10_description,snomed_conceptId,snomed_term,read2_code,read2_term
,,367460001,Pituitary dwarfism (disorder),C1zyz11,Werner's syndrome
,,397827003,Growth hormone deficiency (disorder),C1zy400,Werner's syndrome
,,420351005,Adult-onset growth hormone deficiency (disorder),C1zy300,Leprechaunism
,,420499009,Hypogonadotropic hypogonadism due to isolated gonadotropin deficiency (disorder),C1zy311,Donohue's syndrome
,,421019006,Hypogonadotropic hypogonadism due to follicle-stimulating hormone deficiency (disorder),C1zy100,Progeria
,,421684006,Adult growth hormone deficiency (disorder),C10J000,Insulin autoimmune syndrome without complication
,,421821002,Hypogonadotropic hypogonadism due to luteinizing hormone deficiency (disorder),C10J.00,Insulin autoimmune syndrome
,,421931005,Adult growth hormone deficiency with onset in childhood (disorder),C1zy500,Cyst of pineal gland
,,429514007,Growth hormone deficiency after bone marrow transplant (disorder),A175.00,Tuberculosis of thyroid gland
,,715668008,Pituitary deficiency due to empty sella turcica syndrome (disorder),C154600,Addisonian crisis
,,718182008,Combined pituitary hormone deficiency genetic form (disorder),C154012,Adrenal crisis
,,719451006,Dilated cardiomyopathy with hypergonadotropic hypogonadism syndrome (disorder),C154000,Acute adrenal insufficiency
,,721842008,Hypogonadotropic hypogonadism with frontoparietal alopecia syndrome (disorder),C154011,Addisonian crisis
,,721846006,"Hypomyelination, hypogonadotropic hypogonadism, hypodontia syndrome (disorder)",Cyu4G00,[X]Other hypersecretion of intestinal hormones
,,722027009,Kallman syndrome with heart disease (disorder),,
,,722380003,Congenital cataract with intellectual disability and hypogonadotropic hypogonadism syndrome (disorder),,
,,722944006,Congenital hypogonadotropic hypogonadism (disorder),,
,,723999009,"Retinitis pigmentosa, hypopituitarism, nephronophthisis, skeletal dysplasia syndrome (disorder)",,
,,724097003,"Moyamoya angiopathy, short stature, facial dysmorphism, hypergonadotropic hypogonadism syndrome (disorder)",,
,,724385009,Growth delay due to insulin-like growth factor type 1 deficiency (disorder),,
,,733113002,Hypogonadotropic hypogonadism retinitis pigmentosa syndrome (disorder),,
,,758664007,Isolated follicle stimulating hormone deficiency (disorder),,
,,766817004,Short stature due to growth hormone secretagogue receptor deficiency (disorder),,
,,771308008,"Non-acquired combined pituitary hormone deficiency, sensorineural hearing loss, spine abnormalities syndrome (disorder)",,
,,773664005,"Deficiency in anterior pituitary function, variable immunodeficiency syndrome (disorder)",,
,,783008000,Pituitary dermoid and epidermoid cysts (disorder),,
,,783009008,Pituitary deficiency due to Rathke cleft cysts (disorder),,
,,846680003,Functional hypogonadotropic hypogonadism (disorder),,
,,2.851E+12,Anterior pituitary hormone deficiency (disorder),,
,,1.7151E+13,Partial growth hormone deficiency (disorder),,
,,3.9591E+13,Female infertility due to disorder of pituitary gland (disorder),,
,,237738005,Alcohol-induced pseudo-Cushing's syndrome (disorder),,
,,237739002,Pseudo-Cushing's syndrome of depression (disorder),,
,,15991002,Severe steroid 21-hydroxylase deficiency (disorder),,
,,44231009,Cholesterol monooxygenase (side-chain cleaving) deficiency (disorder),,
,,45235005,Mild steroid 21-hydroxylase deficiency (disorder),,
,,52604008,"Steroid 21-monooxygenase deficiency, simple virilizing type (disorder)",,
,,54470008,3 beta-Hydroxysteroid dehydrogenase deficiency (disorder),,
,,60045007,Moderate steroid 21-hydroxylase deficiency (disorder),,
,,71578002,"Steroid 21-monooxygenase deficiency, salt wasting type (disorder)",,
,,124214007,Deficiency of steroid 11-beta-monooxygenase (disorder),,
,,124220008,Deficiency of steroid 17-alpha-monooxygenase (disorder),,
,,124221007,Deficiency of steroid 21-monooxygenase (disorder),,
,,237751000,Congenital adrenal hyperplasia (disorder),,
,,237753002,Salt-losing congenital adrenal hyperplasia (disorder),,
,,237754008,Late onset congenital adrenal hyperplasia (disorder),,
,,237755009,Congenital adrenal hyperplasia - desmolase deficiency (disorder),,
,,237923004,Dopamine beta-hydroxylase deficiency (disorder),,
,,443898004,Virilization of female due to SOX9 gene duplication (disorder),,
,,444058005,Virilization of female due to SRY gene translocation (disorder),,
,,698854006,Hyperandrogenism due to non-classic type of 21-hydroxylase deficiency (disorder),,
,,715733000,Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency (disorder),,
,,717260007,Congenital lipoid adrenal hyperplasia due to steroidogenic acute regulatory protein deficiency (disorder),,
,,717261006,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency (disorder),,
,,840473004,Congenital lipoid adrenal hyperplasia due to steroidogenic acute regulatory protein deficiency classic form (disorder),,
,,840474005,Congenital lipoid adrenal hyperplasia due to steroidogenic acute regulatory protein deficiency non classic form (disorder),,
,,840509001,Congenital adrenal hyperplasia due to 21-hydroxylase deficiency non-classic form (disorder),,
,,2.50591E+14,Salt-losing congenital adrenal hyperplasia with virilism (disorder),,
,,17318002,Virilizing syndrome of adrenal origin (disorder),,
,,21731004,Female pseudopuberty (disorder),,
,,31337009,Feminizing syndrome of adrenal origin (disorder),,
,,35567006,Isosexual precocious pseudopuberty (disorder),,
,,95622006,Fetal virilism (disorder),,
,,237747002,Feminization-adrenogenital syndrome (disorder),,
,,237748007,"Pseudohermaphrodite, male with adrenocortical disorder (disorder)",,
,,237749004,Virilization-adrenogenital syndrome (disorder),,
,,237750004,"Pseudohermaphrodite, female with adrenocortical disorder (disorder)",,
,,237819006,Pseudo-puberty - virilization (disorder),,
,,237820000,Pseudo-puberty - feminization (disorder),,
,,277872000,Precocious puberty with adrenal hyperplasia (disorder),,
,,386635007,Precocious puberty with adrenocortical hyperfunction (disorder),,
,,426898004,Virilized female due to gestational hyperandrogenism (disorder),,
,,427627006,Maternal virilization due to placental aromatase deficiency (disorder),,
,,444173008,Undervirilization of male due to steroidogenic acute regulatory protein deficiency (disorder),,
,,715402001,Hereditary glucocorticoid resistance (disorder),,
,,783696009,Hyperandrogenism due to cortisone reductase deficiency (disorder),,
,,819950002,Generalized glucocorticoid resistance syndrome (disorder),,
,,34041001,Achard-Thiers syndrome (disorder),,
,,45248009,Isosexual virilization (disorder),,
,,50658006,Testosterone 17-beta-dehydrogenase deficiency (disorder),,
,,190512008,Acquired adrenogenital syndrome (disorder),,
,,193440001,Testicular lesion of adrenogenital syndrome (disorder),,
,,237793004,Hyperandrogenization syndrome (disorder),,
,,237796007,Virilizing adrenal tumor (disorder),,
,,237807003,Undervirilization (disorder),,
,,267395000,Adrenogenital disorder (disorder),,
,,271077003,Adrenal virilism (disorder),,
,,237743003,Glucocorticoid-suppressible hyperaldosteronism (disorder),,
,,700107006,Bartter syndrome antenatal type 1 (disorder),,
,,700109009,Bartter syndrome antenatal type 2 (disorder),,
,,700111000,Bartter syndrome type 3 (disorder),,
,,700112007,Bartter syndrome type 4 (disorder),,
,,707742001,Bartter syndrome (disorder),,
,,707747007,Pseudoprimary hyperaldosteronism (disorder),,
,,717791000,Bartter syndrome type 4a (disorder),,
,,778064009,Ectopic aldosterone-producing neoplasm (disorder),,
,,12427005,Congenital primary adrenocortical hypofunction (disorder),,
,,34253008,Myopathy in Addison's disease (disorder),,
,,37495007,Familial adrenocortical hypoplasia (disorder),,
,,76715008,Addison's disease due to autoimmunity (disorder),,
,,237760008,Addison's disease with adrenoleucodystrophy (disorder),,
,,363732003,Addison's disease (disorder),,
,,373662000,Primary adrenocortical insufficiency (disorder),,
,,764960005,Inherited isolated adrenal insufficiency due to partial cytochrome P450 family 11 subfamily A member 1 deficiency (disorder),,
,,765326001,Familial glucocorticoid deficiency (disorder),,
,,782917007,Familial adrenal hypoplasia with absent pituitary luteinizing hormone (disorder),,
,,16685009,Hypocortisolism secondary to another disorder (disorder),,
,,43941006,"Pseudohypoaldosteronism, type 1 (disorder)",,
,,45414006,Glucocorticoid deficiency with achalasia (disorder),,
,,47757001,Corticosterone 18-monooxygenase deficiency (disorder),,
,,55003009,Adrenal medullary insufficiency (disorder),,
,,60086000,Aldosterone deficiency (disorder),,
,,77098009,Pseudohypoaldosteronism (disorder),,
,,85096001,Adrenal infarction (disorder),,
,,85880000,"Pseudohypoaldosteronism, type 1, dominant form (disorder)",,
,,111564004,Epinephrine deficiency (disorder),,
,,236464008,Hyporeninemic hypoaldosteronism (disorder),,
,,237761007,Adrenal insufficiency due to adrenal metastasis (disorder),,
,,237762000,Post-adrenalectomy adrenal insufficiency (disorder),,
,,237765003,Hyperreninemic hypoaldosteronism (disorder),,
,,237772002,Adrenal atrophy (disorder),,
,,237774001,Small adrenal gland (disorder),,
,,237785004,Hypoadrenalism (disorder),,
,,308894004,Adrenal necrosis (disorder),,
,,386584007,Adrenal cortical hypofunction (disorder),,
,,715343000,Familial aldosterone deficiency (disorder),,
,,724275005,Primary immunodeficiency with natural killer cell deficiency and adrenal insufficiency (disorder),,
,,763311001,Adrenomyodystrophy (disorder),,
,,838322007,Autonomic neuropathy due to Allgrove syndrome (disorder),,
,,7.651E+12,Mineralocorticoid deficiency (disorder),,
,,38825009,Deficiency of testosterone biosynthesis (disorder),,
,,48723006,Male hypogonadism (disorder),,
,,49013001,17 alpha-Hydroxyprogesterone aldolase deficiency (disorder),,
,,66957007,Iatrogenic testicular hypofunction (disorder),,
,,82560004,Leydig cell failure in adult (disorder),,
,,111551000,Testicular hypofunction (disorder),,
,,129634000,Induced male hypogonadism syndrome (disorder),,
,,236796004,Hypogonadism with prune belly syndrome (disorder),,
,,236811002,Acquired testicular failure (disorder),,
,,267402007,Testicular hypofunction due to defect in adrenocortical hormone synthesis (disorder),,
,,267403002,Eunuchism (disorder),,
,,370997001,Primary testicular failure (disorder),,
,,721233005,Hypergonadotropic hypogonadism with cataract syndrome (disorder),,
,,738771004,Male pseudohermaphroditism due to 5-alpha-reductase deficiency (disorder),,
,,11244009,"Polyglandular autoimmune syndrome, type 1 (disorder)",,
,,41864002,Autoimmune polyendocrinopathy (disorder),,
,,83728000,"Polyglandular autoimmune syndrome, type 2 (disorder)",,
,,449730005,Autoimmune polyendocrine syndrome type 4 (disorder),,
,,449731009,Autoimmune polyendocrine syndrome type 3 (disorder),,
,,724276006,"X-linked immune dysregulation, polyendocrinopathy, enteropathy syndrome (disorder)",,
,,237827002,Polyglandular hyperfunction (disorder),,
,,111544009,Combination of endocrine dysfunction (disorder),,
,,442761002,Hypothalamic-pituitary-gonadal axis dysfunction (disorder),,
,,111546006,Polyglandular dysfunction (disorder),,
,,35868009,Carcinoid syndrome (disorder),,
,,237833006,Carcinoid crisis (disorder),,
,,734884008,Diarrhea co-occurrent and due to carcinoid syndrome (disorder),,
,,237583008,Abnormality of cholecystokinin-pancreozymin secretion (disorder),,
,,237584002,Excessive cholecystokinin-pancreozymin secretion (disorder),,
,,237830009,Ectopic parathyroid hormone-related protein secretion (disorder),,
,,255040004,Parathyroid hormone-related peptide-secreting tumor (disorder),,
,,12313004,Androgen resistance syndrome (disorder),,
,,51080000,Complete testicular feminization syndrome (disorder),,
,,52832001,Testicular feminization (disorder),,
,,66841006,Mullerian inhibiting factor deficiency (disorder),,
,,67528009,Incomplete testicular feminization syndrome (disorder),,
,,70140000,Receptor-positive androgen resistance syndrome (disorder),,
,,236798003,Androgen resistance - infertile male (disorder),,
,,269387007,Testicular lesion in androgen insensitivity syndrome (disorder),,
,,270369000,Stromal cell hyperplasia in androgen insensitivity syndrome (disorder),,
,,1.22811E+14,Partial androgen insensitivity syndrome (disorder),,
,,3.68851E+14,Complete androgen insensitivity syndrome (disorder),,
,,4900002,Endocrine disorder related to puberty (disorder),,
,,9526000,Pineal gland dysfunction (disorder),,
,,9979004,Disorder of androgen receptor (disorder),,
,,10680005,Insulin receptor defect (disorder),,
,,33559001,Pineal hyperplasia AND diabetes mellitus syndrome (disorder),,
,,51626007,Werner syndrome (disorder),,
,,111307005,Leprechaunism syndrome (disorder),,
,,111569009,Hyperthermia-hyperphagia-hypothyroidism syndrome (disorder),,
,,123757009,Complex gonadal endocrine disorder (disorder),,
,,127009005,Disorder of endocrine receptor (disorder),,
,,128470003,Pineal gland disorder (disorder),,
,,237585001,Abnormality of gastric inhibitory peptide secretion (disorder),,
,,237586000,Excessive gastric inhibitory peptide secretion (disorder),,
,,237587009,Abnormality of glicentin secretion (disorder),,
,,237590003,Abnormality of motilin secretion (disorder),,
,,237591004,Excessive motilin secretion (disorder),,
,,237592006,Abnormality of bombesin secretion (disorder),,
,,237593001,Excessive bombesin secretion (disorder),,
,,237594007,Abnormality of serotonin secretion (disorder),,
,,237595008,Abnormality of neurotensine secretion (disorder),,
,,237786003,Gynecological endocrinology disorder (disorder),,
,,237806007,Androgen receptor absent (disorder),,
,,237810005,Feminization due to tumor (disorder),,
,,237822008,Autoimmune endocrine disease (disorder),,
,,237839005,Growth hormone receptor abnormality (disorder),,
,,238870004,Hutchinson-Gilford syndrome (disorder),,
,,238874008,Neonatal pseudo-hydrocephalic progeroid syndrome (disorder),,
,,276856001,Endocrine andrology disorder (disorder),,
,,399959003,Premature aging syndrome (disorder),,
,,408539000,Insulin autoimmune syndrome (disorder),,
,,413099000,Cyst of pineal gland (disorder),,
,,442498002,Endocrine axis dysfunction (disorder),,
,,715633008,Atypical Werner syndrome (disorder),,
,,722288007,Autoimmune enteropathy and endocrinopathy with susceptibility to chronic infection syndrome (disorder),,
,,770567006,Progeroid syndrome Petty type (disorder),,
,,771262009,Pseudoleprechaunism syndrome Patterson type (disorder),,
,,773331001,Nestor Guillermo progeria syndrome (disorder),,
,,773406003,"Mandibular hypoplasia, deafness, progeroid syndrome (disorder)",,
,,773426004,Lamin A/C related cardiocutaneous progeria syndrome (disorder),,
,,773666007,Hypoinsulinemic hypoglycemia and body hemihypertrophy (disorder),,
,,776417008,"Acroosteolysis, keloid-like lesions, premature aging syndrome (disorder)",,
,,26935004,Tuberculosis of thyroid gland (disorder),,
,,24867002,Severe adrenal insufficiency (disorder),,
,,766986002,Acute adrenal insufficiency (disorder),,
