code,description,tag
21840007,Date of last menstrual period (observable entity),observable entity
21979002,"Homeostasis, function (observable entity)",observable entity
22052001,"Mean maximum expiratory flow, function (observable entity)",observable entity
22171002,"Neuromuscular fatigue, function (observable entity)",observable entity
22200009,"Bone resorption, function (observable entity)",observable entity
22280007,"Caloric response, function (observable entity)",observable entity
22301005,"Competitive binding, function (observable entity)",observable entity
22382001,"Stereognosis, function (observable entity)",observable entity
22571008,"Catelectrotonus of nerve cell and nerve fiber, function (observable entity)",observable entity
22626006,"Electrical activity of brain, function (observable entity)",observable entity
22639005,"Precordial pulsation, function (observable entity)",observable entity
22690006,Nerve conduction (observable entity),observable entity
22751002,"Contraction of external anal sphincter, function (observable entity)",observable entity
22787009,"Epiphysis formation, function (observable entity)",observable entity
22851009,"Intelligence, function (observable entity)",observable entity
22921004,"Jugular venous pulse, function (observable entity)",observable entity
23035008,Hering-Breuer reflex (observable entity),observable entity
23211007,Swallowing reflex (observable entity),observable entity
23275005,Mixed liver function (observable entity),observable entity
23362008,Intramyometrial pressure (observable entity),observable entity
23365005,"Cytokinesis, function (observable entity)",observable entity
23431008,"Primary peristaltic contraction of esophagus, function (observable entity)",observable entity
23435004,Bone function (observable entity),observable entity
23472005,"Heart sound, function (observable entity)",observable entity
23565006,"Anorectal motility, function (observable entity)",observable entity
23948005,"Plasma cell production, function (observable entity)",observable entity
23980007,Apley test response (observable entity),observable entity
24025005,"Depolarization of nerve cell and nerve fiber, function (observable entity)",observable entity
24154002,"Musculoskeletal extension, function (observable entity)",observable entity
24220009,Maximum phonation time (observable entity),observable entity
24238007,"Cerebellar modulation, function (observable entity)",observable entity
24296009,Respiratory muscular pressure (observable entity),observable entity
24428000,Phonation volume (observable entity),observable entity
24453002,"Shwartzman reaction, function (observable entity)",observable entity
24560006,"Regional tidal volume, function (observable entity)",observable entity
24562003,"Subepidermal infiltration of fluid, function (observable entity)",observable entity
24607002,Q wave feature (observable entity),observable entity
24637006,Sacral autonomic function (observable entity),observable entity
24672009,"Galvanic skin response, function (observable entity)",observable entity
24725003,"Alveolar surface tension, function (observable entity)",observable entity
24859005,Cranial autonomic function (observable entity),observable entity
25145005,"Ephaptic transmission, function (observable entity)",observable entity
25272006,"Dental occlusion, function (observable entity)",observable entity
25602002,"Implantation in uterus, function (observable entity)",observable entity
25684004,"Mesial movement of teeth, function (observable entity)",observable entity
25755000,Chemoreceptor reflex (observable entity),observable entity
25819003,"Anaphase, function (observable entity)",observable entity
25974002,Glossopharyngeal taste function (observable entity),observable entity
26011007,Transepidermal water loss rate (observable entity),observable entity
26027000,"Coprecipitation, function (observable entity)",observable entity
26065007,"Skin aging, function (observable entity)",observable entity
26127003,"Intestinal carbohydrate absorption, function (observable entity)",observable entity
26142000,Baroreceptor function (observable entity),observable entity
26285004,"Platelet factor secretion, function (observable entity)",observable entity
26365000,"Sinoventricular conduction, function (observable entity)",observable entity
26510003,"Sensitivity of parietal cells to secretagogues, function (observable entity)",observable entity
26560009,Blood fluidity (observable entity),observable entity
26626008,Latency of speech response (observable entity),observable entity
26669000,Skin turgor (observable entity),observable entity
26694004,"Oxidation, function (observable entity)",observable entity
26724002,Acoustical resistance (observable entity),observable entity
26814000,"Urethral resistance, function (observable entity)",observable entity
26827001,"Airway closing volume, function (observable entity)",observable entity
26869002,Speech cortex function (observable entity),observable entity
26916004,"Passive tubular reabsorption, function (observable entity)",observable entity
27026000,"Insight, function (observable entity)",observable entity
27030002,Audito-oculogyric reflex (observable entity),observable entity
27071008,"Gas transport time peak of inspiratory flow, function (observable entity)",observable entity
27073006,"Luminance, function (observable entity)",observable entity
27100007,"Gastrointestinal transit time, function (observable entity)",observable entity
27113001,Body weight (observable entity),observable entity
27213009,"Platelet contraction, function (observable entity)",observable entity
27283003,"Enterocyte transport, function (observable entity)",observable entity
27305006,"Phonatory interruption, function (observable entity)",observable entity
27308008,"Antibody variation, function (observable entity)",observable entity
27309000,"Ureteral peristalsis, function (observable entity)",observable entity
27327002,Hydrogen ion concentration (observable entity),observable entity
27350008,Mitotic index (observable entity),observable entity
27421000,"Gas clearance, function (observable entity)",observable entity
27468005,Naming (observable entity),observable entity
27556003,Lachman test response (observable entity),observable entity
27598000,Palmar reflex (observable entity),observable entity
27625002,Wakefulness (observable entity),observable entity
27750006,"Saltatory conduction, function (observable entity)",observable entity
27901007,"Lateral rectus muscle innervation, function (observable entity)",observable entity
27913002,Maximum inspiratory pressure (observable entity),observable entity
27958008,"Joint formation, function (observable entity)",observable entity
27960005,"Complement activation pathway, function (observable entity)",observable entity
27997000,"Organ or tissue vascular perfusion, function (observable entity)",observable entity
28001007,Baroreceptor reflex (observable entity),observable entity
28005003,"Thoracic gas volume, function (observable entity)",observable entity
28239005,Two point static discrimination response (observable entity),observable entity
28263002,Crying (observable entity),observable entity
28329002,"Gastric electrical activity, function (observable entity)",observable entity
28400003,"Passive ventilation, function (observable entity)",observable entity
28423000,"Peristalsis, function (observable entity)",observable entity
28447007,"Rectal compliance, function (observable entity)",observable entity
28551006,"Intestinal chloride absorption, function (observable entity)",observable entity
28606003,"Lymphocyte destruction, function (observable entity)",observable entity
28771004,"Metabolic clearance rate, function (observable entity)",observable entity
28827006,"Second heart sound, S>2<, function (observable entity)",observable entity
28858007,Placental function (observable entity),observable entity
28875001,"Granulocyte production, function (observable entity)",observable entity
28982001,"Rectal sensation, function (observable entity)",observable entity
29059006,"Cerebrospinal fluid circulation, function (observable entity)",observable entity
29371005,Anorectal pressure (observable entity),observable entity
29501005,"Reduction in bile alkalinity of gallbladder, function (observable entity)",observable entity
29533001,Inspiratory capacity (observable entity),observable entity
29544009,"Intolerance, function (observable entity)",observable entity
29548007,"Arthus reaction, function (observable entity)",observable entity
29759001,"Immune cytolysis, function (observable entity)",observable entity
29772000,"Protein denaturation, function (observable entity)",observable entity
29852003,"Pancreatic secretory response, function (observable entity)",observable entity
29922007,Cutaneous reflex (observable entity),observable entity
29944002,"Intrinsic motivation, function (observable entity)",observable entity
30017007,"Vascular dilatation, function (observable entity)",observable entity
30064007,"Intestinal fluid flow-rate, function (observable entity)",observable entity
30214007,"Granulocyte destruction, function (observable entity)",observable entity
30219002,Cochlear summating potential (observable entity),observable entity
30247003,"Parity, function (observable entity)",observable entity
30342006,"Hunger contractions type III, function (observable entity)",observable entity
30367009,Lung clearance index (observable entity),observable entity
30397001,"Periosteal bone formation, function (observable entity)",observable entity
30568003,"Intestinal epithelial cell digestion, function (observable entity)",observable entity
30855003,"Microtubule axoplasmic transport, function (observable entity)",observable entity
30866005,"Axoplasmic transport, function (observable entity)",observable entity
30878009,"Large bowel motility, function (observable entity)",observable entity
30879001,"Unconditioned stimulus, function (observable entity)",observable entity
30901003,Biceps reflex (observable entity),observable entity
30920001,"Circadian rhythm, function (observable entity)",observable entity
30944004,Cremasteric reflex (observable entity),observable entity
30953006,Drinking (observable entity),observable entity
30976009,"Vocal fold adduction, function (observable entity)",observable entity
30979002,"Dynamic light refraction, function (observable entity)",observable entity
31105004,Gargling (observable entity),observable entity
31179009,"Intestinal fluid absorptive capacity, function (observable entity)",observable entity
31226005,"Bioaccumulation, function (observable entity)",observable entity
31255002,Female sexual function (observable entity),observable entity
31261004,"Agonist muscle action, function (observable entity)",observable entity
31294001,"Digestion and absorption, lymphatic transport stage, function (observable entity)",observable entity
31346003,"Muscle property, function (observable entity)",observable entity
31475008,"Excitability of nerve cell and nerve fiber, function (observable entity)",observable entity
31498000,Cephalic-vagal gastric acid secretion (observable entity),observable entity
31534003,"Supination of foot, function (observable entity)",observable entity
31580001,"Bile lipid secretion, function (observable entity)",observable entity
31639004,Nasal air emission (observable entity),observable entity
31763002,Ocular motility observable (observable entity),observable entity
31853002,"Cell-mediated lympholysis, function (observable entity)",observable entity
31916007,"Intestinal electrogenic chloride secretion, function (observable entity)",observable entity
31983005,"High dose immunologic tolerance, function (observable entity)",observable entity
32058005,Respiratory muscle reflex (observable entity),observable entity
32101006,"Vision convergence, function (observable entity)",observable entity
32223000,Tongue protrusion function of twelfth cranial nerve (observable entity),observable entity
32316004,"Linked gene, function (observable entity)",observable entity
32318003,"Vascular constriction, function (observable entity)",observable entity
32386009,"Logical thinking, function (observable entity)",observable entity
32528008,"Lateral thinking, function (observable entity)",observable entity
32560000,"Dynamic compression of airways, function (observable entity)",observable entity
32563003,"Neutrophil migration, function (observable entity)",observable entity
32650004,"Language fluency, function (observable entity)",observable entity
32689005,Male sexual function (observable entity),observable entity
32864002,Senility (observable entity),observable entity
32978000,"Gallbladder evacuation of bile, function (observable entity)",observable entity
33032001,"Standardized volume history, function (observable entity)",observable entity
33066005,"Immune adsorption, function (observable entity)",observable entity
33097009,"Pandiculation, function (observable entity)",observable entity
33105009,"Sexual excitation, function (observable entity)",observable entity
33213002,Pendular reflex (observable entity),observable entity
33249001,"Exchange of drugs in cerebrospinal fluid, function (observable entity)",observable entity
33341000,"Alveolar dead space, function (observable entity)",observable entity
33405001,P wave feature (observable entity),observable entity
33406000,"Resting phase of hair cycle, function (observable entity)",observable entity
33427005,"Liver detoxification, function (observable entity)",observable entity
33453002,Anal reflex (observable entity),observable entity
33480009,"Filling of bladder, function (observable entity)",observable entity
33485004,Pharyngeal gag reflex (observable entity),observable entity
33739003,"Allosteric regulation, function (observable entity)",observable entity
33769005,Breast function (observable entity),observable entity
33836004,"Musculoskeletal mobility, function (observable entity)",observable entity
33911006,"Food appetite, function (observable entity)",observable entity
33957008,Personal dead space volume (observable entity),observable entity
33975009,Pulse register (observable entity),observable entity
34008004,"Ovulation, function (observable entity)",observable entity
34178000,"Salivary secretion, function (observable entity)",observable entity
34257009,"Alveolar gas volume, function (observable entity)",observable entity
34267004,Skin melanocyte function (observable entity),observable entity
34372006,"Conduction rate of nerve cell and nerve fiber, function (observable entity)",observable entity
34517005,"Pharyngeal stop, function (observable entity)",observable entity
34529001,"Capillary resistance, function (observable entity)",observable entity
34606001,Cough reflex (observable entity),observable entity
34721000,"Ventilatory drive, function (observable entity)",observable entity
34734004,"Microfilament axoplasmic transport, function (observable entity)",observable entity
34909005,"Immunologic capping, function (observable entity)",observable entity
35024006,"Immune response, function (observable entity)",observable entity
35048002,"Ankle pulse, function (observable entity)",observable entity
35123003,"Active immunity, function (observable entity)",observable entity
35184007,"Bile secretion, function (observable entity)",observable entity
35188005,"Hormone production, function (observable entity)",observable entity
35194002,"Immunologic competence, function (observable entity)",observable entity
35245009,"Secondary peristaltic contraction of esophagus, function (observable entity)",observable entity
35311004,"Intestinal potassium transport, function (observable entity)",observable entity
35332007,"Formation of vowels, function (observable entity)",observable entity
35335009,Thermoreceptor function (observable entity),observable entity
35360009,Isometric physical exercise (observable entity),observable entity
35401007,"Auto-oxidation, function (observable entity)",observable entity
35544009,Apley compression test response (observable entity),observable entity
35574001,"Delivery of shoulder presentation, function (observable entity)",observable entity
35622009,"Prosody, function (observable entity)",observable entity
35706003,Isovolume pressure-flow curve (observable entity),observable entity
35732009,"Tubular secretion, function (observable entity)",observable entity
35754006,"Ultrafiltration of vitreous humor, function (observable entity)",observable entity
35800004,"Gallbladder filling with bile, function (observable entity)",observable entity
35840005,"Ion exchange, function (observable entity)",observable entity
35877002,S wave feature (observable entity),observable entity
35897007,Active movement (observable entity),observable entity
35939009,"Colon secretory regulation, function (observable entity)",observable entity
35948004,Autonomic small intestine function (observable entity),observable entity
36003005,Esophago-salivary reflex (observable entity),observable entity
36047004,Vascular impedance (observable entity),observable entity
36096009,Function of the integumentary system (observable entity),observable entity
36459006,Vernier acuity (observable entity),observable entity
36550007,Crossed reflex (observable entity),observable entity
36643001,"Osteoclastic resorption, function (observable entity)",observable entity
36735000,"Gastric motility, function (observable entity)",observable entity
36841002,"Rectal accommodation, function (observable entity)",observable entity
36862001,Autonomic function of glossopharyngeal nerve (observable entity),observable entity
36922004,"Chemotaxis, function (observable entity)",observable entity
37038003,"Funic pulse, function (observable entity)",observable entity
37043005,Excretory liver function (observable entity),observable entity
37087001,Arterial wedge pressure (observable entity),observable entity
37124008,Tonic neck reflex (observable entity),observable entity
37129003,Speech rhythm (observable entity),observable entity
37190005,Monosynaptic reflex (observable entity),observable entity
37328000,"Weaning, function (observable entity)",observable entity
37476000,Jugular venous pressure (observable entity),observable entity
37555008,Modal register (observable entity),observable entity
37557000,"Digestive peristalsis, function (observable entity)",observable entity
37594009,"Intestinal fluid electrolyte composition, function (observable entity)",observable entity
37690006,"Sexual orgasm, function (observable entity)",observable entity
37717001,Gene type (observable entity),observable entity
37736006,Autonomic sudorific function (observable entity),observable entity
