"code","description"
"N219","Calculus of lower urinary tract, unspecified"
"N22","Calculus of urinary tract in diseases classified elsewhere"
"N220","Urinary calculus in schistosomiasis [bilharziasis]"
"N228","Calculus of urinary tract in other diseases classified elsewhere"
"N23","Unspecified renal colic"
"N25","Disorders resulting from impaired renal tubular function"
"N250","Renal osteodystrophy"
"N251","Nephrogenic diabetes insipidus"
"N258","Other disorders resulting from impaired renal tubular function"
"N259","Disorder resulting from impaired renal tubular function, unspecified"
"N26","Unspecified contracted kidney"
"N28","Other disorders of kidney and ureter, not elsewhere classified"
"N280","Ischaemia and infarction of kidney"
"N281","Cyst of kidney, acquired"
"N288","Other specified disorders of kidney and ureter"
"N289","Disorder of kidney and ureter, unspecified"
"N290","Late syphilis of kidney"
"N298","Other disorders of kidney and ureter in other diseases classified elsewhere"
"N31","Neuromuscular dysfunction of bladder, not elsewhere classified"
"N310","Uninhibited neuropathic bladder, not elsewhere classified"
"N311","Reflex neuropathic bladder, not elsewhere classified"
"N312","Flaccid neuropathic bladder, not elsewhere classified"
"N318","Other neuromuscular dysfunction of bladder"
"N319","Neuromuscular dysfunction of bladder, unspecified"
"N32","Other disorders of bladder"
"N320","Bladder-neck obstruction"
"N321","Vesicointestinal fistula"
"N322","Vesical fistula, not elsewhere classified"
"N323","Diverticulum of bladder"
"N324","Rupture of bladder, nontraumatic"
"N328","Other specified disorders of bladder"
"N329","Bladder disorder, unspecified"
"N33","Bladder disorders in diseases classified elsewhere"
"N330","Tuberculous cystitis"
"N338","Bladder disorders in other diseases classified elsewhere"
"N35","Urethral stricture"
"N350","Post-traumatic urethral stricture"
"N351","Postinfective urethral stricture, not elsewhere classified"
"N358","Other urethral stricture"
"N359","Urethral stricture, unspecified"
"N36","Other disorders of urethra"
"N360","Urethral fistula"
"N361","Urethral diverticulum"
"N362","Urethral caruncle"
"N363","Prolapsed urethral mucosa"
"N368","Other specified disorders of urethra"
"N369","Urethral disorder, unspecified"
"N391","Persistent proteinuria, unspecified"
"N393","Stress incontinence"
"N394","Other specified urinary incontinence"
"Y841","Kidney dialysis"
"Z49","Care involving dialysis"
"Z490","Preparatory care for dialysis"
"Z491","Extracorporeal dialysis"
"Z492","Other dialysis"
"N40","Hyperplasia of prostate"
"N42","Other disorders of prostate"
"N420","Calculus of prostate"
"N421","Congestion and haemorrhage of prostate"
"N422","Atrophy of prostate"
"N423","Dysplasia of prostate"
"N428","Other specified disorders of prostate"
"N429","Disorder of prostate, unspecified"
"N701","Chronic salpingitis and oophoritis"
"N711","Chronic inflammatory disease of uterus"
"N72","Inflammatory disease of cervix uteri"
"N73","Other female pelvic inflammatory diseases"
"N731","Chronic parametritis and pelvic cellulitis"
"N734","Female chronic pelvic peritonitis"
"N735","Female pelvic peritonitis, unspecified"
"N736","Female pelvic peritoneal adhesions"
"N738","Other specified female pelvic inflammatory diseases"
"N739","Female pelvic inflammatory disease, unspecified"
"N80","Endometriosis"
"N800","Endometriosis of uterus"
"N801","Endometriosis of ovary"
"N802","Endometriosis of fallopian tube"
"N803","Endometriosis of pelvic peritoneum"
"N804","Endometriosis of rectovaginal septum and vagina"
"N805","Endometriosis of intestine"
"N806","Endometriosis in cutaneous scar"
"N808","Other endometriosis"
"N809","Endometriosis, unspecified"
"N81","Female genital prolapse"
"N810","Female urethrocele"
"N811","Cystocele"
"N812","Incomplete uterovaginal prolapse"
"N813","Complete uterovaginal prolapse"
"N814","Uterovaginal prolapse, unspecified"
"N815","Vaginal enterocele"
"N816","Rectocele"
"N818","Other female genital prolapse"
"N819","Female genital prolapse, unspecified"
"N82","Fistulae involving female genital tract"
"N820","Vesicovaginal fistula"
"N821","Other female urinary-genital tract fistulae"
"N822","Fistula of vagina to small intestine"
"N823","Fistula of vagina to large intestine"
"N824","Other female intestinal-genital tract fistulae"
"N825","Female genital tract-skin fistulae"
"N828","Other female genital tract fistulae"
"N829","Female genital tract fistula, unspecified"
"N85","Other noninflammatory disorders of uterus, except cervix"
"N850","Endometrial glandular hyperplasia"
"N851","Endometrial adenomatous hyperplasia"
"N852","Hypertrophy of uterus"
"N853","Subinvolution of uterus"
"N856","Intrauterine synechiae"
"N857","Haematometra"
"N858","Other specified noninflammatory disorders of uterus"
"N859","Noninflammatory disorder of uterus, unspecified"
"N87","Dysplasia of cervix uteri"
"N870","Mild cervical dysplasia"
"N871","Moderate cervical dysplasia"
"N872","Severe cervical dysplasia, not elsewhere classified"
"N879","Dysplasia of cervix uteri, unspecified"
"N88","Other noninflammatory disorders of cervix uteri"
"N882","Stricture and stenosis of cervix uteri"
