code,description,tag
33758007,General night care of child (regime/therapy),regime/therapy
33849009,Diagnostic physical therapy procedure (regime/therapy),regime/therapy
34213005,Voice training (regime/therapy),regime/therapy
34431008,Physiotherapy of chest (regime/therapy),regime/therapy
35044000,Physical medicine treatment with electrical manual stimulation (regime/therapy),regime/therapy
35358007,Token economy therapy (regime/therapy),regime/therapy
35581008,Sheltered employment (regime/therapy),regime/therapy
35637008,Alcohol rehabilitation (regime/therapy),regime/therapy
36230009,"Psychologic desensitization, implosion (regime/therapy)",regime/therapy
36303002,Monitoring of cardiac output by indicator dilution technique (regime/therapy),regime/therapy
36430006,Electromyographic biofeedback (regime/therapy),regime/therapy
36708009,External fetal monitor surveillance (regime/therapy),regime/therapy
37041007,Forced feeding of patient (regime/therapy),regime/therapy
37674006,Child continence training (regime/therapy),regime/therapy
37707006,Radionuclide study of coronary blood flow (regime/therapy),regime/therapy
37743000,"History and physical examination, monitoring (regime/therapy)",regime/therapy
37799002,Urinary bladder training (regime/therapy),regime/therapy
38001000,Monitoring of pacemaker (regime/therapy),regime/therapy
38158002,"Deep breathing, clapping and postural drainage (regime/therapy)",regime/therapy
38256005,Social network therapy (regime/therapy),regime/therapy
38592005,Dental behavior management (regime/therapy),regime/therapy
38678006,Client-centered psychotherapy (regime/therapy),regime/therapy
38903004,Tube feeding by syringe method (regime/therapy),regime/therapy
39317007,Use of sling suspension (regime/therapy),regime/therapy
39609006,Gait evaluation (regime/therapy),regime/therapy
39697002,Transcendental meditation therapy (regime/therapy),regime/therapy
39733008,Special care of baby in nursery (regime/therapy),regime/therapy
40043006,Bottle feeding of patient (regime/therapy),regime/therapy
40454005,Resistive exercise (regime/therapy),regime/therapy
40497000,Remedial exercise (regime/therapy),regime/therapy
40505001,Orthoptic training (regime/therapy),regime/therapy
40773005,General day care of adult (regime/therapy),regime/therapy
41035007,Conjoint psychotherapy (regime/therapy),regime/therapy
41653002,"Sexual psychotherapy, group, all male (regime/therapy)",regime/therapy
41780001,External fetal monitor removal (regime/therapy),regime/therapy
41838008,Activity group therapy (regime/therapy),regime/therapy
42034009,Enterostomy management and care (regime/therapy),regime/therapy
42149003,Special care of wound (regime/therapy),regime/therapy
42340005,Pulmonary artery wedge pressure monitoring (regime/therapy),regime/therapy
42364006,Recreational therapy (regime/therapy),regime/therapy
42505005,Joint disease rehabilitation (regime/therapy),regime/therapy
42826002,Systemic arterial pressure monitoring (regime/therapy),regime/therapy
44927006,Measurement of coronary blood flow (regime/therapy),regime/therapy
45275002,General afternoon and evening care of adult (regime/therapy),regime/therapy
45565001,Logotherapy (regime/therapy),regime/therapy
46618005,Operant conditioning (regime/therapy),regime/therapy
46903006,Hydrotherapy (regime/therapy),regime/therapy
46964002,Diversional therapy (regime/therapy),regime/therapy
47101004,Cardiotachometry (regime/therapy),regime/therapy
47279007,Flail extremity rehabilitation (regime/therapy),regime/therapy
47387005,Head injury rehabilitation (regime/therapy),regime/therapy
47545007,Continuous positive airway pressure ventilation treatment (regime/therapy),regime/therapy
48428001,Cardiovascular monitoring (regime/therapy),regime/therapy
49239009,Biofeedback training in regulation of blood pressure for essential hypertension (regime/therapy),regime/therapy
49704005,Food intake encouragement (regime/therapy),regime/therapy
49763002,Cardiovascular rehabilitation procedure (regime/therapy),regime/therapy
50049003,Urostomy management and care (regime/therapy),regime/therapy
50072001,Monitoring of pulse (regime/therapy),regime/therapy
50160009,Extended family therapy (regime/therapy),regime/therapy
50475006,Foot printing of newborn infant (regime/therapy),regime/therapy
50712000,Tube feeding by Barron pump (regime/therapy),regime/therapy
51168006,"Electroencephalographic biofeedback, central synchrony (regime/therapy)",regime/therapy
51484002,Family therapy (regime/therapy),regime/therapy
51790004,Extinction therapy (regime/therapy),regime/therapy
51916003,Biofeedback training by electroencephalogram application in anxiety (regime/therapy),regime/therapy
51998003,Therapeutic exercise (regime/therapy),regime/therapy
52052004,Rehabilitation therapy (regime/therapy),regime/therapy
53051003,Manual arts therapy (regime/therapy),regime/therapy
53203000,"Electroencephalographic biofeedback, alpha wave (regime/therapy)",regime/therapy
53236004,Reorienting patient (regime/therapy),regime/therapy
53370001,Routine feeding of patient (regime/therapy),regime/therapy
53508008,Psychodrama (regime/therapy),regime/therapy
53617003,Monitoring of respiration (regime/therapy),regime/therapy
53769000,Body contact-exploration therapy (regime/therapy),regime/therapy
54136004,"Electromyographic biofeedback, surface electrodes (regime/therapy)",regime/therapy
55172000,Visual training (regime/therapy),regime/therapy
55947001,Physical medicine initial examination and planning for rehabilitation program (regime/therapy),regime/therapy
56876005,Drug rehabilitation and detoxification (regime/therapy),regime/therapy
56948003,Tube feeding by drip method (regime/therapy),regime/therapy
57070007,Confrontation therapy (regime/therapy),regime/therapy
57214001,Effleurage (regime/therapy),regime/therapy
57443006,Physiatric stretching of fascia (regime/therapy),regime/therapy
57456004,Standing transfer training (regime/therapy),regime/therapy
57847003,Crisis intervention by group therapy (regime/therapy),regime/therapy
57942008,Therapeutic electrical stimulation (regime/therapy),regime/therapy
58169006,"Biofeedback, thermal (regime/therapy)",regime/therapy
59092003,Monitoring of cardiac ventricular pressure (regime/therapy),regime/therapy
59694001,Occupational social therapy (regime/therapy),regime/therapy
60453007,Hydrotherapy in Hubbard tank (regime/therapy),regime/therapy
60689008,Home care of patient (regime/therapy),regime/therapy
60800007,Bladder retraining (regime/therapy),regime/therapy
60930003,Use of pulley apparatus (regime/therapy),regime/therapy
60955009,Assisting exercise (regime/therapy),regime/therapy
61259000,Therapeutic electrical stimulation for bone healing (regime/therapy),regime/therapy
61420007,Tube feeding of patient (regime/therapy),regime/therapy
61480009,Drug detoxification (regime/therapy),regime/therapy
61502001,Kinetic activities for strengthening (regime/therapy),regime/therapy
62213004,Combined alcohol and drug rehabilitation (regime/therapy),regime/therapy
62474003,Group primal therapy (regime/therapy),regime/therapy
62868009,Mobilizing exercises (regime/therapy),regime/therapy
63075001,Monitoring of cardiac output/cardiac index (regime/therapy),regime/therapy
63386006,Sexual psychotherapy (regime/therapy),regime/therapy
63630000,"Biofeedback, intestinal borborygmi (regime/therapy)",regime/therapy
63818009,Cardiotachometer monitoring (regime/therapy),regime/therapy
64297001,Detoxication psychiatric therapy for alcoholism (regime/therapy),regime/therapy
64299003,Relaxation training therapy (regime/therapy),regime/therapy
64623003,Immobilization physiotherapy (regime/therapy),regime/therapy
64838004,Isometric exercise (regime/therapy),regime/therapy
65153003,Art therapy (regime/therapy),regime/therapy
65943000,Visual rehabilitation (regime/therapy),regime/therapy
66060003,"Sexual psychotherapy, male therapist - female patient (regime/therapy)",regime/therapy
66337003,Speech defect training (regime/therapy),regime/therapy
66421005,Special back care (regime/therapy),regime/therapy
66488001,Esophageal speech training (regime/therapy),regime/therapy
66615003,General day care of child (regime/therapy),regime/therapy
67516001,Detoxification therapy (regime/therapy),regime/therapy
67533008,Auditory rehabilitation (regime/therapy),regime/therapy
68081006,"Orthopedic class in walking training, musculoskeletal (regime/therapy)",regime/therapy
68250009,Cerebral palsy rehabilitation (regime/therapy),regime/therapy
68555003,"Therapeutic drug monitoring, quantitative (regime/therapy)",regime/therapy
69711002,Dance therapy (regime/therapy),regime/therapy
70082004,Vocational rehabilitation (regime/therapy),regime/therapy
70135008,Electroencephalogram during nonintracranial surgery (regime/therapy),regime/therapy
70803005,Monitoring of cardiac output by thermodilution indicator (regime/therapy),regime/therapy
72596008,"Biofeedback, pulse wave velocity (regime/therapy)",regime/therapy
72628009,"Musculoskeletal exercise, active (regime/therapy)",regime/therapy
72635001,"Electroencephalographic biofeedback, theta wave (regime/therapy)",regime/therapy
72736008,"Musculoskeletal exercise, passive (regime/therapy)",regime/therapy
72817007,Physical medicine ultrasound treatment (regime/therapy),regime/therapy
73002000,Measurement of systemic arterial pressure (regime/therapy),regime/therapy
73139001,"Sexual psychotherapy, male therapist - male patient (regime/therapy)",regime/therapy
73598003,"Biofeedback, autogenic training (regime/therapy)",regime/therapy
73793009,Monitoring of cardiac output by oxygen consumption technique (regime/therapy),regime/therapy
73964004,Post-laryngectomy rehabilitation (regime/therapy),regime/therapy
74082008,Pin/tong site care (regime/therapy),regime/therapy
74251004,Physiatric mobilization of joint (regime/therapy),regime/therapy
74283005,Electroencephalogram for monitoring at surgery (regime/therapy),regime/therapy
75118006,Feeding patient (regime/therapy),regime/therapy
75162002,Spinal cord injury rehabilitation (regime/therapy),regime/therapy
75516001,Psychotherapy (regime/therapy),regime/therapy
76075007,Play therapy (regime/therapy),regime/therapy
76168009,Group psychotherapy (regime/therapy),regime/therapy
76260005,Physiatric hyperextension of joint (regime/therapy),regime/therapy
76313004,Class in calisthenics (regime/therapy),regime/therapy
77000007,Post-amputation rehabilitation (regime/therapy),regime/therapy
77495002,"Biofeedback, electro-oculogram (regime/therapy)",regime/therapy
77565007,General afternoon and evening care of child (regime/therapy),regime/therapy
77667008,"Therapeutic drug monitoring, qualitative (regime/therapy)",regime/therapy
77728007,Stroke-hemiplegia rehabilitation (regime/therapy),regime/therapy
77938009,"Arterial pressure monitoring, invasive method (regime/therapy)",regime/therapy
78092008,Drug rehabilitation (regime/therapy),regime/therapy
78795004,Sign language training (regime/therapy),regime/therapy
79089001,Post-fracture rehabilitation (regime/therapy),regime/therapy
79441000,Group reassurance (regime/therapy),regime/therapy
79536006,"Physical medicine, initial examination, evaluation and treatment program planning (regime/therapy)",regime/therapy
79844003,"Visual rehabilitation, visual defect (regime/therapy)",regime/therapy
80504003,Speech pathology procedure (regime/therapy),regime/therapy
80677001,Fog inhalation therapy (regime/therapy),regime/therapy
81790005,"Class in walking training, amputee (regime/therapy)",regime/therapy
81855008,Internal fetal monitoring during labor (regime/therapy),regime/therapy
82309004,Interpersonal intervention (regime/therapy),regime/therapy
82807006,Car transfer training (regime/therapy),regime/therapy
82808001,Sleep apnea monitoring with alarm (regime/therapy),regime/therapy
83439001,Coordination exercise (regime/therapy),regime/therapy
84155005,General night care of adult (regime/therapy),regime/therapy
84478008,Occupational therapy (regime/therapy),regime/therapy
84511005,Electrocorticogram during surgery (regime/therapy),regime/therapy
84892007,Suppressive psychotherapy (regime/therapy),regime/therapy
85038003,Tracing of carotid pulse with electrocardiogram lead (regime/therapy),regime/therapy
85511002,"Give bedpan, remove and clean (regime/therapy)",regime/therapy
85614001,Environmental intervention (regime/therapy),regime/therapy
85680003,Range of motion exercise (regime/therapy),regime/therapy
85734009,"Monitoring of electrocardiogram, pressure, blood gases and cardiac output (regime/therapy)",regime/therapy
85770007,"Biofeedback, three channel rectal balloon (regime/therapy)",regime/therapy
85925008,Supportive verbal psychotherapy (regime/therapy),regime/therapy
86265008,Central venous pressure monitoring (regime/therapy),regime/therapy
86516002,Neurogenic bladder rehabilitation (regime/therapy),regime/therapy
86874001,Rhythm strip monitoring (regime/therapy),regime/therapy
87106005,Combined alcohol and drug detoxification (regime/therapy),regime/therapy
87515005,Ileostomy management and care (regime/therapy),regime/therapy
87663001,External fetal monitor surveillance during multiple pregnancy (regime/therapy),regime/therapy
87703009,Sliding transfer training (regime/therapy),regime/therapy
88140007,Cardiac monitor surveillance (regime/therapy),regime/therapy
88532006,Cold water bath hydrotherapy (regime/therapy),regime/therapy
88607004,Dysphasia training (regime/therapy),regime/therapy
88695002,"Class in walking training, nervous system (regime/therapy)",regime/therapy
88726004,"Biofeedback, electrocardiogram (regime/therapy)",regime/therapy
88965008,Muscular endurance development exercise (regime/therapy),regime/therapy
89002000,Therapeutic ultrasound (regime/therapy),regime/therapy
89833002,"Biofeedback, respiratory air volume (regime/therapy)",regime/therapy
89909007,Employment environmental intervention (regime/therapy),regime/therapy
90102008,Social psychotherapy (regime/therapy),regime/therapy
90125009,Biofeedback training by electro-oculogram application in blepharospasm (regime/therapy),regime/therapy
90196004,Paraplegia-paraparesis rehabilitation (regime/therapy),regime/therapy
90378003,Biofeedback training by electromyogram application in tension headache (regime/therapy),regime/therapy
90817005,Home care by visiting nurse (regime/therapy),regime/therapy
91090004,Monitoring of electrocardiogram and pressure during major surgery (regime/therapy),regime/therapy
91172002,Hypnodrama (regime/therapy),regime/therapy
91193004,Hearing therapy (regime/therapy),regime/therapy
91251008,Physical therapy procedure (regime/therapy),regime/therapy
91253006,Destruction of lesion by ultrasound (regime/therapy),regime/therapy
91480001,Iontophoresis procedure (regime/therapy),regime/therapy
103735009,Palliative care (regime/therapy),regime/therapy
105379007,Soft tissue mobilization (regime/therapy),regime/therapy
105385000,Full-time nursing care at home by private nurse (regime/therapy),regime/therapy
105386004,Respite care of patient (regime/therapy),regime/therapy
105387008,Holiday relief care of patient (regime/therapy),regime/therapy
105390002,Spiritual therapy (regime/therapy),regime/therapy
105391003,Intervention by chaplain (regime/therapy),regime/therapy
105392005,Intervention by institution-based chaplain (regime/therapy),regime/therapy
105393000,Counseling by chaplain (regime/therapy),regime/therapy
105394006,Inpatient counseling by chaplain (regime/therapy),regime/therapy
105395007,Outpatient counseling by chaplain (regime/therapy),regime/therapy
105396008,Visit of patient by chaplain (regime/therapy),regime/therapy
105397004,Routine visit of patient by chaplain (regime/therapy),regime/therapy
105398009,Emergency visit of patient by chaplain (regime/therapy),regime/therapy
105399001,Visit of patient by chaplain prior to surgery (regime/therapy),regime/therapy
105400008,Visit of patient by chaplain in intensive care (regime/therapy),regime/therapy
105401007,Visit of patient by chaplain in emergency room (regime/therapy),regime/therapy
105402000,Visit of patient by chaplain during palliative care (regime/therapy),regime/therapy
105403005,Visit of dying patient by chaplain (regime/therapy),regime/therapy
105404004,Administration by chaplain of last rites to dying patient (regime/therapy),regime/therapy
105405003,Pastoral care (regime/therapy),regime/therapy
105410004,Spiritual rehabilitation (regime/therapy),regime/therapy
108228000,Respiratory tract rehabilitation procedure (regime/therapy),regime/therapy
108250004,Hearing therapy AND/OR auditory rehabilitation (regime/therapy),regime/therapy
108305003,Physical rehabilitation therapy procedure (regime/therapy),regime/therapy
108313002,Family psychotherapy procedure (regime/therapy),regime/therapy
110461004,Adjunctive care (regime/therapy),regime/therapy
112988006,"Recovery room monitoring, anesthesia (regime/therapy)",regime/therapy
113130003,Class in postnatal exercises (regime/therapy),regime/therapy
113131004,Use of treadmill (regime/therapy),regime/therapy
113132006,Hydrotherapy with cold packs or compresses (regime/therapy),regime/therapy
113133001,Hydrotherapy with whirlpool bath (regime/therapy),regime/therapy
113143003,"Psychologic desensitization, flooding (regime/therapy)",regime/therapy
113144009,"Sexual psychotherapy, female therapist - male patient (regime/therapy)",regime/therapy
113145005,"Biofeedback training in conduction disorder, arrhythmia (regime/therapy)",regime/therapy
113148007,Fluid intake encouragement (regime/therapy),regime/therapy
113151000,Special care of eye (regime/therapy),regime/therapy
115985003,Sweat collection by iontophoresis procedure (regime/therapy),regime/therapy
127778006,Positive expiratory pressure mask physiotherapy (regime/therapy),regime/therapy
127780000,High frequency chest compression vest physiotherapy (regime/therapy),regime/therapy
127782008,Autogenic pulmonary drainage (regime/therapy),regime/therapy
128573003,Hemodynamic measurement via dual catheter method (regime/therapy),regime/therapy
128575005,Hemodynamic measurement via pullback method (regime/therapy),regime/therapy
128576006,Computed hemodynamic measurement method (regime/therapy),regime/therapy
128577002,Composite hemodynamic measurement method (regime/therapy),regime/therapy
128578007,Static catheter hemodynamic measurement method (regime/therapy),regime/therapy
128579004,Hemodynamic measurement via wedge method (regime/therapy),regime/therapy
128580001,Averaged hemodynamic measurement method (regime/therapy),regime/therapy
128581002,Fluid filled catheter hemodynamic measurement method (regime/therapy),regime/therapy
128582009,Tip manometer hemodynamic measurement method (regime/therapy),regime/therapy
133877004,Therapeutic regimen (regime/therapy),regime/therapy
133879001,Monitoring of patient temperature (regime/therapy),regime/therapy
133893008,Care of neurological patient (regime/therapy),regime/therapy
133895001,Care of patient with infectious disease (regime/therapy),regime/therapy
133896000,Care of immunosuppressed patient (regime/therapy),regime/therapy
133897009,Perioperative care (regime/therapy),regime/therapy
133898004,Preoperative care (regime/therapy),regime/therapy
133899007,Postoperative care (regime/therapy),regime/therapy
133900002,Intraoperative care (regime/therapy),regime/therapy
133901003,Burn care (regime/therapy),regime/therapy
133902005,Care of unconscious patient (regime/therapy),regime/therapy
133903000,Care of intensive care unit patient (regime/therapy),regime/therapy
133904006,Postmortem care (regime/therapy),regime/therapy
133905007,Delivery room care (regime/therapy),regime/therapy
133906008,Postpartum care (regime/therapy),regime/therapy
133907004,Episiotomy care (regime/therapy),regime/therapy
133908009,Obstetrical laceration care (regime/therapy),regime/therapy
133918004,Comfort measures (regime/therapy),regime/therapy
133919007,Communication of alternative technique (regime/therapy),regime/therapy
133921002,Emotional support (regime/therapy),regime/therapy
133922009,Grieving support (regime/therapy),regime/therapy
134187008,Child protection procedure (regime/therapy),regime/therapy
134377004,Atrial fibrillation monitoring (regime/therapy),regime/therapy
134378009,Congestive heart failure monitoring (regime/therapy),regime/therapy
134379001,Peripheral vascular disease monitoring (regime/therapy),regime/therapy
134387000,Laying on of hands with prayer (regime/therapy),regime/therapy
134425009,Enuresis support (regime/therapy),regime/therapy
134428006,Hormone replacement therapy review (regime/therapy),regime/therapy
134431007,Child health promotion (regime/therapy),regime/therapy
134435003,Routine antenatal care (regime/therapy),regime/therapy
135840009,Blood pressure monitoring (regime/therapy),regime/therapy
135881001,Pregnancy review (regime/therapy),regime/therapy
151259001,Cholesterol reduction program (regime/therapy),regime/therapy
169414008,Supportive pharmacotherapy (regime/therapy),regime/therapy
169421008,Infrared radiation therapy (regime/therapy),regime/therapy
169422001,Inflammatory infrared therapy (regime/therapy),regime/therapy
169430000,Electrotherapy (regime/therapy),regime/therapy
169432008,Galvanic faradization (regime/therapy),regime/therapy
169434009,Ultrasound percutaneous drug introduction (regime/therapy),regime/therapy
169435005,Ultrasound therapy - analgesia (regime/therapy),regime/therapy
169436006,Ultrasound therapy - skeletal (regime/therapy),regime/therapy
169437002,Ultrasound therapy - skin lesion (regime/therapy),regime/therapy
169438007,Ultrasound therapy - larynx lesion (regime/therapy),regime/therapy
169439004,Ultrasound therapy - inner ear (regime/therapy),regime/therapy
169572002,Antenatal care categorized by gravida number (regime/therapy),regime/therapy
169573007,Antenatal care of primigravida (regime/therapy),regime/therapy
169574001,Antenatal care of second pregnancy (regime/therapy),regime/therapy
169575000,Antenatal care of third pregnancy (regime/therapy),regime/therapy
169576004,Antenatal care of multipara (regime/therapy),regime/therapy
169600002,Antenatal care: under 5ft tall (regime/therapy),regime/therapy
169602005,Antenatal care: 10 years plus since last pregnancy (regime/therapy),regime/therapy
169603000,"Antenatal care: primiparous, under 17 years (regime/therapy)",regime/therapy
169762003,Postnatal visit (regime/therapy),regime/therapy
169763008,Postnatal - first day visit (regime/therapy),regime/therapy
169764002,Postnatal - second day visit (regime/therapy),regime/therapy
169765001,Postnatal - third day visit (regime/therapy),regime/therapy
169766000,Postnatal - fourth day visit (regime/therapy),regime/therapy
169767009,Postnatal - fifth day visit (regime/therapy),regime/therapy
169768004,Postnatal - sixth day visit (regime/therapy),regime/therapy
169769007,Postnatal - seventh day visit (regime/therapy),regime/therapy
169770008,Postnatal - eighth day visit (regime/therapy),regime/therapy
169771007,Postnatal - ninth day visit (regime/therapy),regime/therapy
169772000,Postnatal - tenth day visit (regime/therapy),regime/therapy
170502008,Infection surveillance (regime/therapy),regime/therapy
170503003,Surveillance of contact (regime/therapy),regime/therapy
170504009,Surveillance of carrier (regime/therapy),regime/therapy
170549007,Chronic disease monitoring (regime/therapy),regime/therapy
170571002,Initial cardiac assessment (regime/therapy),regime/therapy
170572009,Follow-up cardiac assessment (regime/therapy),regime/therapy
170573004,Pre-treatment blood pressure reading (regime/therapy),regime/therapy
170574005,Yearly observation of borderline hypertension (regime/therapy),regime/therapy
170590005,Cardiac drug monitoring (regime/therapy),regime/therapy
170591009,Digoxin monitoring (regime/therapy),regime/therapy
170599006,24 hr blood pressure monitoring (regime/therapy),regime/therapy
170600009,Stroke monitoring (regime/therapy),regime/therapy
170601008,Coronary heart disease monitoring (regime/therapy),regime/therapy
170608002,Initial respiratory assessment (regime/therapy),regime/therapy
170609005,Follow-up respiratory assessment (regime/therapy),regime/therapy
170642006,Asthma severity (regime/therapy),regime/therapy
170668004,Gastrointestinal tract disease monitoring (regime/therapy),regime/therapy
170669007,Initial gastrointestinal tract assessment (regime/therapy),regime/therapy
170670008,Follow-up gastrointestinal tract assessment (regime/therapy),regime/therapy
170677006,Psychiatric disorder monitoring (regime/therapy),regime/therapy
170679009,Initial psychiatric assessment (regime/therapy),regime/therapy
170680007,Follow-up psychiatric assessment (regime/therapy),regime/therapy
170691000,Neurological disorder monitoring (regime/therapy),regime/therapy
170692007,Initial neurological assessment (regime/therapy),regime/therapy
170693002,Follow-up neurological assessment (regime/therapy),regime/therapy
170702005,Epilepsy monitoring (regime/therapy),regime/therapy
170703000,Initial epilepsy assessment (regime/therapy),regime/therapy
170704006,Follow-up epilepsy assessment (regime/therapy),regime/therapy
170719007,Initial ophthalmological assessment (regime/therapy),regime/therapy
170720001,Follow-up ophthalmological assessment (regime/therapy),regime/therapy
170730005,Gout monitoring (regime/therapy),regime/therapy
170731009,Initial gout assessment (regime/therapy),regime/therapy
170732002,Follow-up gout assessment (regime/therapy),regime/therapy
170742000,Diabetic monitoring (regime/therapy),regime/therapy
170743005,Initial diabetic assessment (regime/therapy),regime/therapy
