"code","description"
"I369","Nonrheumatic tricuspid valve disorder, unspecified"
"I37","Pulmonary valve disorders"
"I370","Pulmonary valve stenosis"
"I371","Pulmonary valve insufficiency"
"I372","Pulmonary valve stenosis with insufficiency"
"I378","Other pulmonary valve disorders"
"I379","Pulmonary valve disorder, unspecified"
"I38","Endocarditis, valve unspecified"
"I390","Mitral valve disorders in diseases classified elsewhere"
"I391","Aortic valve disorders in diseases classified elsewhere"
"I392","Tricuspid valve disorders in diseases classified elsewhere"
"I393","Pulmonary valve disorders in diseases classified elsewhere"
"I394","Multiple valve disorders in diseases classified elsewhere"
"I398","Endocarditis, valve unspecified, in diseases classified elsewhere"
"I42","Cardiomyopathy"
"I420","Dilated cardiomyopathy"
"I421","Obstructive hypertrophic cardiomyopathy"
"I422","Other hypertrophic cardiomyopathy"
"I423","Endomyocardial (eosinophilic) disease"
"I424","Endocardial fibroelastosis"
"I425","Other restrictive cardiomyopathy"
"I426","Alcoholic cardiomyopathy"
"I427","Cardiomyopathy due to drugs and other external agents"
"I428","Other cardiomyopathies"
"I429","Cardiomyopathy, unspecified"
"I43","Cardiomyopathy in diseases classified elsewhere"
"I430","Cardiomyopathy in infectious and parasitic diseases classified elsewhere"
"I431","Cardiomyopathy in metabolic diseases"
"I432","Cardiomyopathy in nutritional diseases"
"I438","Cardiomyopathy in other diseases classified elsewhere"
"I441","Atrioventricular block, second degree"
"I442","Atrioventricular block, complete"
"I443","Other and unspecified atrioventricular block"
"I444","Left anterior fascicular block"
"I445","Left posterior fascicular block"
"I446","Other and unspecified fascicular block"
"I447","Left bundle-branch block, unspecified"
"I45","Other conduction disorders"
"I450","Right fascicular block"
"I451","Other and unspecified right bundle-branch block"
"I452","Bifascicular block"
"I453","Trifascicular block"
"I454","Nonspecific intraventricular block"
"I455","Other specified heart block"
"I456","Pre-excitation syndrome"
"I458","Other specified conduction disorders"
"I459","Conduction disorder, unspecified"
"I46","Cardiac arrest"
"I460","Cardiac arrest with successful resuscitation"
"I469","Cardiac arrest, unspecified"
"I47","Paroxysmal tachycardia"
"I470","Re-entry ventricular arrhythmia"
"I471","Supraventricular tachycardia"
"I472","Ventricular tachycardia"
"I479","Paroxysmal tachycardia, unspecified"
"I48","Atrial fibrillation and flutter"
"I480","Paroxysmal atrial fibrillation"
"I481","Persistent atrial fibrillation"
"I482","Chronic atrial fibrillation"
"I483","Typical atrial flutter"
"I484","Atypical atrial flutter"
"I489","Atrial fibrillation and atrial flutter, unspecified"
"I49","Other cardiac arrhythmias"
"I490","Ventricular fibrillation and flutter"
"I491","Atrial premature depolarization"
"I492","Junctional premature depolarization"
"I493","Ventricular premature depolarization"
"I494","Other and unspecified premature depolarization"
"I495","Sick sinus syndrome"
"I498","Other specified cardiac arrhythmias"
"I499","Cardiac arrhythmia, unspecified"
"I50","Heart failure"
"I500","Congestive heart failure"
"I501","Left ventricular failure"
"I509","Heart failure, unspecified"
"I510","Cardiac septal defect, acquired"
"I511","Rupture of chordae tendineae, not elsewhere classified"
"I512","Rupture of papillary muscle, not elsewhere classified"
"I513","Intracardiac thrombosis, not elsewhere classified"
"I515","Myocardial degeneration"
"I516","Cardiovascular disease, unspecified"
"I518","Other ill-defined heart diseases"
"I519","Heart disease, unspecified"
"I528","Other heart disorders in other diseases classified elsewhere"
"I70","Atherosclerosis"
"I700","Atherosclerosis of aorta"
"I701","Atherosclerosis of renal artery"
"I702","Atherosclerosis of arteries of extremities"
"I708","Atherosclerosis of other arteries"
"I709","Generalized and unspecified atherosclerosis"
"I71","Aortic aneurysm and dissection"
"I710","Dissection of aorta [any part]"
"I711","Thoracic aortic aneurysm, ruptured"
"I712","Thoracic aortic aneurysm, without mention of rupture"
"I713","Abdominal aortic aneurysm, ruptured"
"I714","Abdominal aortic aneurysm, without mention of rupture"
"I715","Thoracoabdominal aortic aneurysm, ruptured"
"I716","Thoracoabdominal aortic aneurysm, without mention of rupture"
"I718","Aortic aneurysm of unspecified site, ruptured"
"I719","Aortic aneurysm of unspecified site, without mention of rupture"
"I72","Other aneurysm and dissection"
"I720","Aneurysm and dissection of carotid artery"
"I721","Aneurysm and dissection of artery of upper extremity"
"I722","Aneurysm and dissection of renal artery"
"I723","Aneurysm and dissection of iliac artery"
"I724","Aneurysm and dissection of artery of lower extremity"
"I725","Aneurysm and dissection of other precerebral arteries"
"I726","Aneurysm and dissection of vertebral artery"
"I728","Aneurysm and dissection of other specified arteries"
"I729","Aneurysm and dissection of unspecified site"
"I731","Thromboangiitis obliterans [Buerger]"
"I738","Other specified peripheral vascular diseases"
"I739","Peripheral vascular disease, unspecified"
"I74","Arterial embolism and thrombosis"
"I740","Embolism and thrombosis of abdominal aorta"
"I741","Embolism and thrombosis of other and unspecified parts of aorta"
"I749","Embolism and thrombosis of unspecified artery"
"I77","Other disorders of arteries and arterioles"
"I770","Arteriovenous fistula, acquired"
"I771","Stricture of artery"
"I772","Rupture of artery"
"I773","Arterial fibromuscular dysplasia"
"I775","Necrosis of artery"
"I776","Arteritis, unspecified"
"I778","Other specified disorders of arteries and arterioles"
"I779","Disorder of arteries and arterioles, unspecified"
"I780","Hereditary haemorrhagic telangiectasia"
"I790","Aneurysm of aorta in diseases classified elsewhere"
"I791","Aortitis in diseases classified elsewhere"
"I792","Peripheral angiopathy in diseases classified elsewhere"
"I798","Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
"I81","Portal vein thrombosis"
"I820","Budd-Chiari syndrome"
"I822","Embolism and thrombosis of vena cava"
"I859","Oesophageal varices without bleeding"
"I871","Compression of vein"
"I872","Venous insufficiency (chronic)(peripheral)"
"I878","Other specified disorders of veins"
"I879","Disorder of vein, unspecified"
"I981","Cardiovascular disorders in other infectious and parasitic diseases classified elsewhere"
"I988","Other specified disorders of circulatory system in diseases classified elsewhere"
"I99","Other and unspecified disorders of circulatory system"
"Z95","Presence of cardiac and vascular implants and grafts"
"Z950","Presence of electronic cardiac devices"
"Z951","Presence of aortocoronary bypass graft"
"Z952","Presence of prosthetic heart valve"
"Z953","Presence of xenogenic heart valve"
"Z954","Presence of other heart-valve replacement"
"Z955","Presence of coronary angioplasty implant and graft"
"Z958","Presence of other cardiac and vascular implants and grafts"
"Z959","Presence of cardiac and vascular implant and graft, unspecified"
