"code","description"
"G462","Posterior cerebral artery syndrome"
"G463","Brain stem stroke syndrome"
"G464","Cerebellar stroke syndrome"
"G465","Pure motor lacunar syndrome"
"G466","Pure sensory lacunar syndrome"
"G467","Other lacunar syndromes"
"G468","Other vascular syndromes of brain in cerebrovascular diseases"
"G47","Sleep disorders"
"G473","Sleep apnoea"
"G474","Narcolepsy and cataplexy"
"G500","Trigeminal neuralgia"
"G50","Disorders of trigeminal nerve"
"G501","Atypical facial pain"
"G508","Other disorders of trigeminal nerve"
"G509","Disorder of trigeminal nerve, unspecified"
"G51","Facial nerve disorders"
"G510","Bell palsy"
"G511","Geniculate ganglionitis"
"G512","Melkersson syndrome"
"G513","Clonic hemifacial spasm"
"G514","Facial myokymia"
"G518","Other disorders of facial nerve"
"G519","Disorder of facial nerve, unspecified"
"G52","Disorders of other cranial nerves"
"G520","Disorders of olfactory nerve"
"G521","Disorders of glossopharyngeal nerve"
"G522","Disorders of vagus nerve"
"G523","Disorders of hypoglossal nerve"
"G527","Disorders of multiple cranial nerves"
"G528","Disorders of other specified cranial nerves"
"G529","Cranial nerve disorder, unspecified"
"G53","Cranial nerve disorders in diseases classified elsewhere"
"G530","Postzoster neuralgia"
"G531","Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere"
"G532","Multiple cranial nerve palsies in sarcoidosis"
"G533","Multiple cranial nerve palsies in neoplastic disease"
"G538","Other cranial nerve disorders in other diseases classified elsewhere"
"G545","Neuralgic amyotrophy"
"G546","Phantom limb syndrome with pain"
"G547","Phantom limb syndrome without pain"
"G548","Other nerve root and plexus disorders"
"G55","Nerve root and plexus compressions in diseases classified elsewhere"
"G550","Nerve root and plexus compressions in neoplastic disease"
"G551","Nerve root and plexus compressions in intervertebral disc disorders"
"G552","Nerve root and plexus compressions in spondylosis"
"G553","Nerve root and plexus compressions in other dorsopathies"
"G558","Nerve root and plexus compressions in other diseases classified elsewhere"
"G580","Intercostal neuropathy"
"G587","Mononeuritis multiplex"
"G588","Other specified mononeuropathies"
"G589","Mononeuropathy, unspecified"
"G59","Mononeuropathy in diseases classified elsewhere"
"G590","Diabetic mononeuropathy"
"G598","Other mononeuropathies in diseases classified elsewhere"
"G60","Hereditary and idiopathic neuropathy"
"G600","Hereditary motor and sensory neuropathy"
"G601","Refsum disease"
"G602","Neuropathy in association with hereditary ataxia"
"G603","Idiopathic progressive neuropathy"
"G608","Other hereditary and idiopathic neuropathies"
"G609","Hereditary and idiopathic neuropathy, unspecified"
"G61","Inflammatory polyneuropathy"
"G610","Guillain-Barré syndrome"
"G611","Serum neuropathy"
"G618","Other inflammatory polyneuropathies"
"G619","Inflammatory polyneuropathy, unspecified"
"G62","Other polyneuropathies"
"G621","Alcoholic polyneuropathy"
"G622","Polyneuropathy due to other toxic agents"
"G628","Other specified polyneuropathies"
"G629","Polyneuropathy, unspecified"
"G631","Polyneuropathy in neoplastic disease"
"G632","Diabetic polyneuropathy"
"G633","Polyneuropathy in other endocrine and metabolic diseases"
"G635","Polyneuropathy in systemic connective tissue disorders"
"G636","Polyneuropathy in other musculoskeletal disorders"
"G638","Polyneuropathy in other diseases classified elsewhere"
"G64","Other disorders of peripheral nervous system"
"G70","Myasthenia gravis and other myoneural disorders"
"G700","Myasthenia gravis"
"G701","Toxic myoneural disorders"
"G702","Congenital and developmental myasthenia"
"G708","Other specified myoneural disorders"
"G709","Myoneural disorder, unspecified"
"G71","Primary disorders of muscles"
"G710","Muscular dystrophy"
"G711","Myotonic disorders"
"G712","Congenital myopathies"
"G713","Mitochondrial myopathy, not elsewhere classified"
"G718","Other primary disorders of muscles"
"G719","Primary disorder of muscle, unspecified"
"G72","Other myopathies"
"G721","Alcoholic myopathy"
"G722","Myopathy due to other toxic agents"
"G723","Periodic paralysis"
"G724","Inflammatory myopathy, not elsewhere classified"
"G728","Other specified myopathies"
"G729","Myopathy, unspecified"
"G730","Myasthenic syndromes in endocrine diseases"
"G731","Lambert-Eaton syndrome"
"G732","Other myasthenic syndromes in neoplastic disease"
"G733","Myasthenic syndromes in other diseases classified elsewhere"
"G735","Myopathy in endocrine diseases"
"G736","Myopathy in metabolic diseases"
"G737","Myopathy in other diseases classified elsewhere"
"G90","Disorders of autonomic nervous system"
"G900","Idiopathic peripheral autonomic neuropathy"
"G901","Familial dysautonomia [Riley-Day]"
"G902","Horner syndrome"
"G904","Autonomic dysreflexia"
"G905","Complex regional pain syndrome type I"
"G906","Complex regional pain syndrome type II"
"G908","Other disorders of autonomic nervous system"
"G909","Disorder of autonomic nervous system, unspecified"
"G91","Hydrocephalus"
"G910","Communicating hydrocephalus"
"G911","Obstructive hydrocephalus"
"G912","Normal-pressure hydrocephalus"
"G913","Post-traumatic hydrocephalus, unspecified"
"G918","Other hydrocephalus"
"G919","Hydrocephalus, unspecified"
"G92","Toxic encephalopathy"
"G930","Cerebral cysts"
"G931","Anoxic brain damage, not elsewhere classified"
"G932","Benign intracranial hypertension"
"G933","Postviral fatigue syndrome"
"G934","Encephalopathy, unspecified"
"G935","Compression of brain"
"G936","Cerebral oedema"
"G938","Other specified disorders of brain"
"G939","Disorder of brain, unspecified"
"G941","Hydrocephalus in neoplastic disease"
"G942","Hydrocephalus in other diseases classified elsewhere"
"G948","Other specified disorders of brain in diseases classified elsewhere"
"G95","Other diseases of spinal cord"
"G950","Syringomyelia and syringobulbia"
"G951","Vascular myelopathies"
"G952","Cord compression, unspecified"
"G958","Other specified diseases of spinal cord"
"G959","Disease of spinal cord, unspecified"
"G96","Other disorders of central nervous system"
"G961","Disorders of meninges, not elsewhere classified"
"G968","Other specified disorders of central nervous system"
"G969","Disorder of central nervous system, unspecified"
"G98","Other disorders of nervous system, not elsewhere classified"
"G99","Other disorders of nervous system in diseases classified elsewhere"
"G990","Autonomic neuropathy in endocrine and metabolic diseases"
"G991","Other disorders of autonomic nervous system in other diseases classified elsewhere"
"G992","Myelopathy in diseases classified elsewhere"
"G998","Other specified disorders of nervous system in diseases classified elsewhere"
"I60","Subarachnoid haemorrhage"
"I600","Subarachnoid haemorrhage from carotid siphon and bifurcation"
"I601","Subarachnoid haemorrhage from middle cerebral artery"
"I602","Subarachnoid haemorrhage from anterior communicating artery"
"I603","Subarachnoid haemorrhage from posterior communicating artery"
"I604","Subarachnoid haemorrhage from basilar artery"
"I605","Subarachnoid haemorrhage from vertebral artery"
"I606","Subarachnoid haemorrhage from other intracranial arteries"
"I607","Subarachnoid haemorrhage from intracranial artery, unspecified"
"I608","Other subarachnoid haemorrhage"
"I609","Subarachnoid haemorrhage, unspecified"
"I61","Intracerebral haemorrhage"
"I610","Intracerebral haemorrhage in hemisphere, subcortical"
"I611","Intracerebral haemorrhage in hemisphere, cortical"
"I612","Intracerebral haemorrhage in hemisphere, unspecified"
"I613","Intracerebral haemorrhage in brain stem"
"I614","Intracerebral haemorrhage in cerebellum"
"I615","Intracerebral haemorrhage, intraventricular"
"I616","Intracerebral haemorrhage, multiple localized"
"I618","Other intracerebral haemorrhage"
"I619","Intracerebral haemorrhage, unspecified"
"I62","Other nontraumatic intracranial haemorrhage"
"I620","Nontraumatic subdural haemorrhage"
"I621","Nontraumatic extradural haemorrhage"
"I629","Intracranial haemorrhage (nontraumatic), unspecified"
"I63","Cerebral infarction"
"I630","Cerebral infarction due to thrombosis of precerebral arteries"
"I631","Cerebral infarction due to embolism of precerebral arteries"
"I632","Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"
"I633","Cerebral infarction due to thrombosis of cerebral arteries"
"I634","Cerebral infarction due to embolism of cerebral arteries"
"I635","Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"
"I636","Cerebral infarction due to cerebral venous thrombosis, nonpyogenic"
"I638","Other cerebral infarction"
"I639","Cerebral infarction, unspecified"
"I64","Stroke, not specified as haemorrhage or infarction"
"I65","Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
"I650","Occlusion and stenosis of vertebral artery"
"I651","Occlusion and stenosis of basilar artery"
"I652","Occlusion and stenosis of carotid artery"
"I653","Occlusion and stenosis of multiple and bilateral precerebral arteries"
"I658","Occlusion and stenosis of other precerebral artery"
"I659","Occlusion and stenosis of unspecified precerebral artery"
"I66","Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction"
"I660","Occlusion and stenosis of middle cerebral artery"
"I661","Occlusion and stenosis of anterior cerebral artery"
"I662","Occlusion and stenosis of posterior cerebral artery"
"I663","Occlusion and stenosis of cerebellar arteries"
"I664","Occlusion and stenosis of multiple and bilateral cerebral arteries"
"I668","Occlusion and stenosis of other cerebral artery"
"I669","Occlusion and stenosis of unspecified cerebral artery"
"I67","Other cerebrovascular diseases"
"I670","Dissection of cerebral arteries, nonruptured"
"I671","Cerebral aneurysm, nonruptured"
"I672","Cerebral atherosclerosis"
"I673","Progressive vascular leukoencephalopathy"
"I674","Hypertensive encephalopathy"
"I675","Moyamoya disease"
"I676","Nonpyogenic thrombosis of intracranial venous system"
"I677","Cerebral arteritis, not elsewhere classified"
"I678","Other specified cerebrovascular diseases"
"I679","Cerebrovascular disease, unspecified"
"I68","Cerebrovascular disorders in diseases classified elsewhere"
"I680","Cerebral amyloid angiopathy E85.-"
"I682","Cerebral arteritis in other diseases classified elsewhere"
"I688","Other cerebrovascular disorders in diseases classified elsewhere"
"I69","Sequelae of cerebrovascular disease"
"I690","Sequelae of subarachnoid haemorrhage"
"I691","Sequelae of intracerebral haemorrhage"
"I692","Sequelae of other nontraumatic intracranial haemorrhage"
"I693","Sequelae of cerebral infarction"
"I694","Sequelae of stroke, not specified as haemorrhage or infarction"
"I698","Sequelae of other and unspecified cerebrovascular diseases"
