code,description
314771006,Type 1 diabetes mellitus with hypoglycaemic coma
314893005,Type 1 diabetes mellitus with arthropathy
314902007,Type II diabetes mellitus with peripheral angiopathy
314903002,Non-insulin dependent diabetes mellitus with arthropathy
314904008,Type II diabetes mellitus with neuropathic arthropathy
33559001,Pineal hyperplasia AND diabetes mellitus syndrome (disorder)
3.36E+14,Maternally inherited diabetes mellitus (disorder)
361216007,Diabetic femoral mononeuropathy
3.67E+14,Hyperosmolarity co-occurrent and due to drug induced diabetes mellitus (disorder)
3.68E+14,Hyperglycemia due to type 1 diabetes mellitus
3.69E+14,Hyperosmolar coma due to secondary diabetes mellitus
371087003,Diabetic foot ulcer (disorder)
3.85E+14,Diabetes mellitus with multiple complications (disorder)
3.85E+14,Pre-existing diabetes mellitus (disorder)
39058009,Diabetic amyotrophy
390834004,Non proliferative diabetic retinopathy (disorder)
395204000,Hyperosmolar non-ketotic state in type 2 diabetes mellitus (disorder)
398140007,Somogyi phenomenon (disorder)
399864000,Diabetic macular edema not clinically significant (disorder)
399865004,Very severe proliferative diabetic retinopathy (disorder)
399866003,Diabetic retinal venous beading (disorder)
399870006,Non-high-risk proliferative diabetic retinopathy with no macular edema (disorder)
399871005,Visually threatening diabetic retinopathy (disorder)
401110002,Type 1 diabetes mellitus with persistent microalbuminuria (disorder)
408539000,Insulin autoimmune syndrome (disorder)
408540003,Diabetes mellitus caused by non-steroid drugs (disorder)
412752009,Diabetic foot examination declined (context-dependent category)
413183008,Diabetes mellitus caused by non-steroid drugs without complication (disorder)
413184002,Fibrocalculous pancreatopathy without complication (disorder)
419100001,Infection of foot associated with diabetes (disorder)
420270002,Ketoacidosis in type I diabetes mellitus (disorder)
420279001,Renal disorder associated with type II diabetes mellitus (disorder)
420422005,Ketoacidosis in diabetes mellitus (disorder)
420436000,Mononeuropathy associated with type II diabetes mellitus (disorder)
420486006,Exudative maculopathy associated with type I diabetes mellitus (disorder)
420514000,Persistent proteinuria associated with type I diabetes mellitus (disorder)
420662003,Coma associated with diabetes mellitus (disorder)
420683009,Neurological disorder associated with malnutrition-related diabetes mellitus (disorder)
420715001,Persistent microalbuminuria associated with type II diabetes mellitus (disorder)
420756003,Diabetic cataract associated with type II diabetes mellitus (disorder)
420789003,Diabetic retinopathy associated with type I diabetes mellitus (disorder)
420825003,Gangrene associated with type I diabetes mellitus (disorder)
420868002,Disorder associated with type I diabetes mellitus (disorder)
420918009,Mononeuropathy associated with type I diabetes mellitus (disorder)
420996007,Coma associated with malnutrition-related diabetes mellitus (disorder)
421075007,Ketoacidotic coma in type I diabetes mellitus (disorder)
421256007,Ophthalmic complication of malnutrition-related diabetes mellitus (disorder)
421326000,Neurologic disorder associated with type II diabetes mellitus (disorder)
421365002,Peripheral circulatory disorder associated with type I diabetes mellitus (disorder)
421468001,Neurological disorder associated with type I diabetes mellitus (disorder)
421631007,Gangrene associated with type II diabetes mellitus (disorder)
421750000,Ketoacidosis in type II diabetes mellitus (disorder)
421779007,Exudative maculopathy associated with type II diabetes mellitus (disorder)
421847006,Ketoacidotic coma in type II diabetes mellitus (disorder)
421893009,Renal disorder associated with type I diabetes mellitus (disorder)
421895002,Peripheral circulatory disorder associated with diabetes mellitus (disorder)
421920002,Diabetic cataract associated with type I diabetes mellitus (disorder)
421986006,Persistent proteinuria associated with type II diabetes mellitus (disorder)
422014003,Disorder associated with type II diabetes melliltus (disorder)
422034002,Diabetic retinopathy associated with type II diabetes mellitus (disorder)
422088007,Neurologic disorder associated with diabetes mellitus (disorder)
422099009,Diabetic oculopathy associated with type II diabetes mellitus (disorder)
422126006,Hyperosmolar coma associated with diabetes mellitus (disorder)
422166005,Peripheral circulatory disorder associated with type II diabetes mellitus (disorder)
422183001,Skin ulcer associated with diabetes mellitus (disorder)
422228004,Multiple complications of type I diabetes mellitus (disorder)
422275004,Gangrene associated with diabetes mellitus (disorder)
424736006,Diabetic peripheral neuropathy (disorder)
426705001,Diabetes mellitus associated with cystic fibrosis (disorder)
426875007,Latent autoimmune diabetes mellitus in adult (disorder)
43959009,Diabetic cataract
44054006,Diabetes mellitus type II
441656006,Hyperglycaemic crisis in diabetes mellitus
46635009,Insulin dependent diabetes mellitus
472972006,History of autosomal dominant diabetes mellitus
4855003,Diabetic retinopathy
48951005,Bullosis diabeticorum
49455004,Diabetic polyneuropathy
50620007,Diabetic autonomic neuropathy
51002006,Diabetes mellitus associated with pancreatic disease
5.31E+17,Atypical diabetes mellitus (disorder)
5.32E+14,"Diabetes mellitus, adult onset, with no mention of complication (disorder)"
5368009,Drug-induced diabetes mellitus (disorder)
59276001,Proliferative diabetic retinopathy
5969009,Diabetes mellitus associated with genetic syndrome (disorder)
609561005,Maturity-onset diabetes of the young (disorder)
609562003,"Maturity onset diabetes of the young, type 1 (disorder)"
609563008,Pre-existing diabetes mellitus in pregnancy (disorder)
609572000,"Maturity-onset diabetes of the young, type 5 (disorder)"
62260007,Pretibial pigmental patches in diabetes
6.58E+14,Diabetes mellitus with other specified manifestation (disorder)
703136005,Diabetes mellitus in remission (disorder)
703137001,Type I diabetes mellitus in remission (disorder)
703138006,Type II diabetes mellitus in remission (disorder)
70694009,Diabetes mellitus AND insipidus with optic atrophy AND deafness (disorder)
707221002,Diabetic glomerulosclerosis
713702000,Gastroparesis due to type 1 diabetes mellitus
713703005,Gastroparesis due to type 2 diabetes mellitus (disorder)
713704004,Gastroparesis due to diabetes mellitus (disorder)
713705003,Polyneuropathy due to type 1 diabetes mellitus
713706002,Polyneuropathy due to type 2 diabetes mellitus
7.18E+13,Type 1 diabetes mellitus with neuropathic arthropathy
719216001,Hypoglycemic coma co-occurrent and due to diabetes mellitus type II (disorder)
724136006,Diabetic mastopathy
724810001,Radiculoplexoneuropathy due to diabetes mellitus (disorder)
724997001,Lumbosacral plexopathy co-occurrent and due to diabetes mellitus (disorder)
7.31E+11,Chronic kidney disease stage 3 associated with type 2 diabetes mellitus
73211009,Diabetes mellitus
735200002,Absence of lower limb due to diabetes mellitus (disorder)
735538002,Lactic acidosis co-occurrent and due to diabetes mellitus (disorder)
739681000,Diabetic oculopathy due to type I diabetes mellitus
74627003,Diabetic complication
75524006,Malnutrition related diabetes mellitus
75682002,Diabetes mellitus caused by insulin receptor antibodies (disorder)
7.61E+11,Diabetic dyslipidemia associated with type 2 diabetes mellitus
762489000,Acute complication with diabetes mellitus
763325000,Insulin resistance (disorder)
768792007,Cataract of right eye co-occurrent and due to diabetes mellitus
768794008,Bilateral diabetic cataracts
769181007,Preproliferative retinopathy of right eye co-occurrent and due to diabetes mellitus (disorder)
769182000,Preproliferative diabetic retinopathy of left eye
769183005,Mild nonproliferative diabetic retinopathy of right eye
769184004,Mild nonproliferative retinopathy of left eye
769185003,Moderate non-proliferative diabetic retinopathy of right eye
769186002,Moderate nonproliferative diabetic retinopathy of left eye
769217008,Diabetic macular edema of right eye
769218003,Macular oedema of left eye co-occurrent and due to diabetes mellitus
769219006,Macular edema due to type 1 diabetes mellitus
769221001,Clinically significant macular edema of right eye co-occurrent and due to diabetes mellitus (disorder)
769222008,Clinically significant macular oedema of left eye co-occurrent and due to diabetes mellitus
769244003,Diabetic maculopathy of right eye
769245002,Disorder of left macula co-occurrent and due to diabetes mellitus (disorder)
770097006,Clinically significant macular edema co-occurrent and due to diabetes mellitus (disorder)
7.73E+14,Symptomatic diabetic peripheral neuropathy (disorder)
7.76E+14,Diabetic retinopathy detected by national screening programme (disorder)
7.91E+11,Angina associated with type II diabetes mellitus
80660001,Mauriac's syndrome (disorder)
81531005,Diabetes mellitus type 2 in obese (disorder)
83728000,"Polyglandular autoimmune syndrome, type 2 (disorder)"
8.75E+13,Heel AND/OR midfoot ulcer due to type 2 diabetes mellitus
8801005,Secondary diabetes mellitus
8.95E+14,Hypoglycaemic warning absent (disorder)
