code,description,tag
119362004,Platelet poor plasma specimen (specimen),specimen
119363009,Platelet rich plasma specimen (specimen),specimen
119364003,Serum specimen (specimen),specimen
119365002,Specimen from wound (specimen),specimen
119366001,Specimen from wound abscess (specimen),specimen
119367005,Specimen from burn injury (specimen),specimen
119368000,Specimen from cyst (specimen),specimen
119369008,Specimen from ulcer (specimen),specimen
119370009,Specimen from fistula (specimen),specimen
119371008,Specimen from abscess (specimen),specimen
119373006,Amniotic fluid specimen (specimen),specimen
119376003,Tissue specimen (specimen),specimen
119377007,Myocardial specimen (specimen),specimen
119378002,Endocardial specimen (specimen),specimen
119379005,Specimen from stomach (specimen),specimen
119380008,Specimen from small intestine (specimen),specimen
119381007,Specimen from large intestine (specimen),specimen
119382000,Specimen from colon (specimen),specimen
119383005,Specimen from liver (specimen),specimen
119384004,Specimen from right fallopian tube (specimen),specimen
119385003,Specimen from left fallopian tube (specimen),specimen
119386002,Specimen from prostate (specimen),specimen
119388001,Specimen from internal nose (specimen),specimen
119389009,Specimen from throat (specimen),specimen
119390000,Specimen from trachea (specimen),specimen
119391001,Specimen from bronchus (specimen),specimen
119392008,Specimen from anus (specimen),specimen
119393003,Specimen from urethra (specimen),specimen
119394009,Specimen from vagina (specimen),specimen
119395005,Specimen from uterine cervix (specimen),specimen
119396006,Specimen from endometrium (specimen),specimen
119397002,Specimen from penis (specimen),specimen
119398007,Specimen from brain (specimen),specimen
119399004,Specimen from eye (specimen),specimen
119400006,Specimen from cornea (specimen),specimen
119401005,Specimen from conjunctiva (specimen),specimen
119403008,Specimen from placenta (specimen),specimen
122550002,Specimen obtained by fine needle aspiration procedure (specimen),specimen
122551003,Peripheral blood specimen (specimen),specimen
122552005,Arterial blood specimen (specimen),specimen
122553000,Blood specimen obtained from umbilicus (specimen),specimen
122554006,Capillary blood specimen (specimen),specimen
122555007,Venous blood specimen (specimen),specimen
122556008,Cord blood specimen (specimen),specimen
122557004,Cord blood specimen from fetus (specimen),specimen
122558009,Blood specimen from blood product (specimen),specimen
122559001,Blood specimen from control (specimen),specimen
122560006,Blood specimen from blood donor (specimen),specimen
122561005,Blood specimen from patient (specimen),specimen
122562003,Blood specimen from newborn (specimen),specimen
122563008,"Blood bag specimen, from patient (specimen)",specimen
122564002,"Blood bag specimen, from blood product (specimen)",specimen
122565001,Urinary catheter specimen (specimen),specimen
122566000,Fluid specimen from wound (specimen),specimen
122567009,Urine sediment specimen (specimen),specimen
122568004,Exudate specimen from wound (specimen),specimen
122569007,Sweat specimen (specimen),specimen
122571007,Pericardial fluid specimen (specimen),specimen
122572000,Vomitus specimen (specimen),specimen
122573005,Gastric contents specimen (specimen),specimen
122574004,Duodenal fluid specimen (specimen),specimen
122575003,Urine specimen (specimen),specimen
122576002,Genital mucus specimen (specimen),specimen
122577006,Cervical mucus specimen (specimen),specimen
122578001,Female genital fluid specimen (specimen),specimen
122579009,Genital lochia specimen (specimen),specimen
122580007,Cerumen specimen (specimen),specimen
122581006,Erythrocyte specimen from blood donor (specimen),specimen
122582004,Erythrocyte specimen from blood product (specimen),specimen
122583009,Erythrocyte specimen from patient (specimen),specimen
122584003,Leukocyte specimen from patient (specimen),specimen
122585002,Leukocyte specimen from control (specimen),specimen
122586001,Peritoneal dialysis fluid specimen (specimen),specimen
122587005,Platelet poor plasma specimen from control (specimen),specimen
122588000,Platelet poor plasma specimen from patient (specimen),specimen
122589008,Serum specimen from blood donor (specimen),specimen
122590004,Serum specimen from patient (specimen),specimen
122591000,Serum specimen from blood product (specimen),specimen
122592007,Acellular blood (serum or plasma) specimen (specimen),specimen
122593002,Tissue specimen obtained from ulcer (specimen),specimen
122594008,Tears specimen (specimen),specimen
122595009,Specimen from breast obtained by total mastectomy (specimen),specimen
122596005,"Specimen from breast obtained by complete excision of lesion, less than total mastectomy (specimen)",specimen
122597001,"Specimen from breast obtained by complete excision, less than total mastectomy, with axillary contents (specimen)",specimen
122598006,"Specimen from breast obtained by complete excision, less than total mastectomy, without axillary contents (specimen)",specimen
122599003,Specimen from breast obtained by radical mastectomy (specimen),specimen
122600000,Specimen from breast obtained by modified radical mastectomy (specimen),specimen
122601001,Specimen from breast obtained by biopsy (specimen),specimen
122602008,Tissue specimen from biopsy of upper aerodigestive tract (specimen),specimen
122604009,Specimen from lung obtained by wedge resection (specimen),specimen
122605005,Specimen from lung obtained by segmentectomy (specimen),specimen
122606006,Specimen from lung obtained by lobectomy (specimen),specimen
122607002,Specimen from lung obtained by pneumonectomy (specimen),specimen
122608007,Specimen from lung obtained by major airway resection (specimen),specimen
122609004,Specimen from lung obtained by bronchial washing procedure (specimen),specimen
122610009,Specimen from lung obtained by biopsy (specimen),specimen
122611008,Specimen from lung obtained by fiberoptic bronchoscopic biopsy (specimen),specimen
122613006,Specimen from lung obtained by mediastinoscopic biopsy (specimen),specimen
122614000,Specimen from lung obtained by fine needle aspiration procedure (specimen),specimen
122616003,Specimen from pleura obtained by open thoracotomy and biopsy (specimen),specimen
122617007,Specimen from pleura obtained by percutaneous needle biopsy (specimen),specimen
122618002,Specimen from pleura obtained by fine needle aspiration procedure (specimen),specimen
122619005,Specimen from pleura obtained by thoracentesis (specimen),specimen
122620004,Specimen from pleura obtained by thoracoscopic procedure (specimen),specimen
122621000,Specimen from pleura obtained by thoracoscopic biopsy (specimen),specimen
122622007,Specimen from pleura obtained by lymph node biopsy (specimen),specimen
122623002,Specimen from heart obtained by biopsy (specimen),specimen
122624008,Specimen from heart obtained by excisional biopsy of lesion (specimen),specimen
122625009,Specimen from heart obtained by incisional biopsy (specimen),specimen
122626005,Specimen from heart obtained by fine needle aspiration procedure (specimen),specimen
122627001,Specimen from gastrointestinal tract obtained by incisional biopsy (specimen),specimen
122628006,Specimen from esophagus obtained by incisional biopsy (specimen),specimen
122629003,Specimen from esophagus obtained by excisional biopsy of lesion (specimen),specimen
122630008,Specimen from esophagus obtained by esophageal resection (specimen),specimen
122631007,Specimen from esophagus obtained by esophagogastrectomy (specimen),specimen
122632000,Specimen from stomach obtained by incisional biopsy (specimen),specimen
122633005,Polyp from stomach obtained by polypectomy (specimen),specimen
122634004,Specimen from stomach obtained by total gastrectomy (specimen),specimen
122635003,Specimen from stomach obtained by partial gastrectomy (specimen),specimen
122636002,Specimen from proximal stomach obtained by partial gastrectomy (specimen),specimen
122637006,Specimen from distal stomach obtained by partial gastrectomy (specimen),specimen
122638001,Tissue specimen from small intestine (specimen),specimen
122639009,Specimen from duodenum obtained by Whipple resection (specimen),specimen
122640006,Specimen from jejunum obtained by segmental resection (specimen),specimen
122641005,Specimen from ileum obtained by segmental resection (specimen),specimen
122642003,Specimen from distal ileum obtained by right hemicolectomy (specimen),specimen
122643008,Tissue specimen from large intestine (specimen),specimen
122644002,Specimen from large intestine obtained by incisional biopsy (specimen),specimen
122645001,Polyp from large intestine obtained by polypectomy (specimen),specimen
122646000,Specimen from large intestine obtained by abdominoperineal resection (specimen),specimen
122647009,Specimen from large intestine obtained by total abdominal colectomy (specimen),specimen
122648004,Specimen from colon obtained by right hemicolectomy (specimen),specimen
122649007,Specimen from colon obtained by transverse colectomy (specimen),specimen
122650007,Specimen from colon obtained by left hemicolectomy (specimen),specimen
122651006,Specimen from colon obtained by sigmoidectomy (specimen),specimen
122652004,Specimen from colon obtained by rectal/rectosigmoid (low anterior) resection (specimen),specimen
122653009,Specimen from rectum obtained by transanal disk excision (specimen),specimen
122654003,"Specimen from rectum obtained by transanal disk excision, intact (specimen)",specimen
122655002,"Specimen from rectum obtained by transanal disk excision, fragmented (specimen)",specimen
122656001,Tissue specimen from gallbladder (specimen),specimen
122657005,Specimen from ampulla of Vater obtained by incisional biopsy (specimen),specimen
122658000,Specimen from ampulla of Vater obtained by ampullectomy (specimen),specimen
122659008,Specimen from ampulla of Vater obtained by pancreaticoduodenectomy (specimen),specimen
122660003,Specimen from ampulla of Vater obtained by pylorus-sparing pancreaticoduodenectomy (specimen),specimen
122661004,Specimen from pancreas obtained by partial pancreatectomy (specimen),specimen
122662006,Specimen from pancreatic body obtained by partial resection (specimen),specimen
122663001,Specimen from pancreatic tail obtained by partial resection (specimen),specimen
122664007,Specimen from pancreas obtained by total pancreatectomy (specimen),specimen
122665008,Specimen from pancreas obtained by pancreaticoduodenectomy (Whipple resection) (specimen),specimen
122666009,Specimen from pancreas obtained by pylorus sparing pancreaticoduodenectomy (specimen),specimen
122667000,Specimen from pancreas obtained by incisional biopsy (specimen),specimen
122668005,Specimen from urinary tract obtained by transurethral excision (specimen),specimen
122669002,Specimen from urinary bladder obtained by anterior exenteration (specimen),specimen
122670001,Specimen from kidney obtained by (core) needle biopsy (specimen),specimen
122671002,Specimen from kidney obtained by fine needle aspiration procedure (specimen),specimen
122672009,Specimen from kidney obtained by incisional biopsy (specimen),specimen
122673004,Specimen from kidney obtained by wedge biopsy (specimen),specimen
122674005,Specimen from right kidney obtained by radical nephrectomy (specimen),specimen
122675006,Specimen from right kidney obtained by adrenal sparing radical nephrectomy (specimen),specimen
122676007,Specimen from right kidney obtained by partial nephrectomy (specimen),specimen
122677003,"Specimen from right kidney, inferior pole obtained by partial nephrectomy (specimen)",specimen
122678008,"Specimen from right kidney, middle pole obtained by partial nephrectomy (specimen)",specimen
122679000,"Specimen from right kidney, superior pole obtained by partial nephrectomy (specimen)",specimen
122680002,Specimen from left kidney obtained by radical nephrectomy (specimen),specimen
122681003,Specimen from left kidney obtained by adrenal sparing radical nephrectomy (specimen),specimen
122682005,Specimen from left kidney obtained by partial nephrectomy (specimen),specimen
122683000,"Specimen from left kidney, inferior pole obtained by partial nephrectomy (specimen)",specimen
122684006,"Specimen from left kidney, middle pole obtained by partial nephrectomy (specimen)",specimen
122685007,"Specimen from left kidney, superior pole obtained by partial nephrectomy (specimen)",specimen
122686008,Specimen from urinary bladder obtained by partial cystectomy (specimen),specimen
122687004,Specimen from urinary bladder obtained by total cystectomy (specimen),specimen
122688009,Specimen from urinary bladder obtained by radical cystoprostatectomy (specimen),specimen
122689001,Specimen from right kidney obtained by radical nephrectomy and adrenalectomy (specimen),specimen
122690005,Specimen from left kidney obtained by radical nephrectomy and adrenalectomy (specimen),specimen
122691009,Specimen from vagina obtained by incisional biopsy (specimen),specimen
122692002,Specimen from vagina obtained by excisional biopsy of lesion (specimen),specimen
122693007,Specimen from vagina obtained by vaginectomy (specimen),specimen
122694001,Specimen from vagina obtained by radical vaginectomy (specimen),specimen
122696004,Specimen from uterus obtained by radical hysterectomy (specimen),specimen
122697008,Specimen from uterus obtained by pelvic exenteration (specimen),specimen
122698003,Specimen from uterine cervix obtained by incisional biopsy (specimen),specimen
122699006,Specimen from lesion of uterine cervix obtained by cone biopsy (specimen),specimen
122700007,Specimen from uterine cervix obtained by hysterectomy (specimen),specimen
122701006,Specimen from uterine cervix obtained by radical hysterectomy (specimen),specimen
122702004,Specimen from uterine cervix obtained by pelvic exenteration (specimen),specimen
122703009,Specimen from endometrium obtained by curettage (specimen),specimen
122704003,Specimen from endometrium obtained by biopsy (specimen),specimen
122705002,Specimen from endometrium obtained by hysterectomy (specimen),specimen
122706001,Specimen from endometrium obtained by radical hysterectomy (specimen),specimen
122707005,Specimen from endometrium obtained by pelvic exenteration (specimen),specimen
122708000,Specimen from ovary obtained by biopsy (specimen),specimen
122709008,Specimen from ovary obtained by incisional biopsy (specimen),specimen
122710003,Specimen from ovary obtained by resection (specimen),specimen
122711004,Specimen from ovary obtained by removal of tumor in fragments (specimen),specimen
122712006,Specimen from ovary obtained by hysterectomy with salpingo-oophorectomy (specimen),specimen
122713001,Specimen from ovary obtained by subtotal right oophorectomy (specimen),specimen
122714007,Specimen from right ovary obtained by oophorectomy (specimen),specimen
122715008,Specimen from right ovary obtained by salpingo-oophorectomy (specimen),specimen
122716009,Specimen from left ovary obtained by oophorectomy (specimen),specimen
122717000,Specimen from ovary obtained by subtotal left oophorectomy (specimen),specimen
122718005,Specimen from left ovary obtained by salpingo-oophorectomy (specimen),specimen
122719002,Specimen from fallopian tube obtained by hysterectomy with salpingo-oophorectomy (specimen),specimen
122720008,Specimen from fallopian tube obtained by excision of tubal fragments (specimen),specimen
122721007,Specimen from fallopian tube obtained by pelvic exenteration (specimen),specimen
122722000,Specimen from right fallopian tube obtained by salpingo-oophorectomy (specimen),specimen
122723005,Specimen from left fallopian tube obtained by salpingo-oophorectomy (specimen),specimen
122724004,Specimen from prostate obtained by enucleation (specimen),specimen
122725003,Specimen from prostate obtained by radical prostatectomy (specimen),specimen
122726002,Specimen from prostate obtained by retropubic resection (specimen),specimen
122727006,Specimen from prostate obtained by suprapubic resection (specimen),specimen
122728001,Specimen from testis obtained by inguinal exposure with testicular isolation and biopsy (specimen),specimen
122729009,Specimen from testis obtained by transscrotal needle biopsy (specimen),specimen
122730004,Specimen from testis obtained by transcrotal open biopsy (specimen),specimen
122732007,Specimen from thyroid obtained by lobectomy (specimen),specimen
122733002,Specimen from right lobe of thyroid obtained by lobe resection (specimen),specimen
122734008,Specimen from left lobe of thyroid obtained by lobe resection (specimen),specimen
122735009,Specimen from thyroid obtained by isthmectomy (specimen),specimen
122736005,Tissue specimen from placenta (specimen),specimen
122737001,Specimen from breast obtained by core needle biopsy (specimen),specimen
122738006,Specimen obtained from breast by stereotactically guided core needle biopsy (specimen),specimen
122739003,Specimen from breast obtained by incisional biopsy of breast mass (specimen),specimen
122877000,Upper respiratory fluid specimen obtained by tracheal aspiration (specimen),specimen
122879002,Upper gastrointestinal contents specimen (specimen),specimen
122880004,Urine specimen obtained by clean catch procedure (specimen),specimen
123038009,Specimen (specimen),specimen
127454002,Device specimen (specimen),specimen
127456000,Specimen from breast (specimen),specimen
127457009,Tissue specimen from breast (specimen),specimen
127458004,Specimen from lung (specimen),specimen
127459007,Specimen from pleura (specimen),specimen
127460002,Tissue specimen from pleura (specimen),specimen
127461003,Specimen from pleura obtained by pleurectomy (specimen),specimen
127462005,Specimen from heart (specimen),specimen
127463000,Specimen from esophagus (specimen),specimen
127464006,Tissue specimen from esophagus (specimen),specimen
127465007,Specimen from gastrointestinal tract (specimen),specimen
127466008,Tissue specimen from gastrointestinal tract (specimen),specimen
127467004,Specimen from ampulla of Vater (specimen),specimen
127468009,Tissue specimen from ampulla of Vater (specimen),specimen
127469001,Specimen from pancreas (specimen),specimen
127470000,Tissue specimen from pancreas (specimen),specimen
127471001,Specimen from urinary tract (specimen),specimen
127472008,Tissue specimen from urinary tract (specimen),specimen
127473003,Specimen from kidney (specimen),specimen
127474009,Tissue specimen from kidney (specimen),specimen
127475005,Tissue specimen from testis (specimen),specimen
127476006,Specimen from fallopian tube (specimen),specimen
127478007,Tissue specimen from thyroid gland (specimen),specimen
127479004,Specimen from uterus (specimen),specimen
127480001,Tissue specimen from uterus (specimen),specimen
127481002,Tissue specimen from uterine cervix (specimen),specimen
127482009,Tissue specimen from ovary (specimen),specimen
127483004,Tissue specimen from fallopian tube (specimen),specimen
128154006,Specimen from testis (specimen),specimen
128155007,Specimen from ovary (specimen),specimen
128156008,Tissue specimen from anus (specimen),specimen
128157004,Tissue specimen from brain (specimen),specimen
128158009,Tissue specimen from bronchus (specimen),specimen
128159001,Tissue specimen from colon (specimen),specimen
128160006,Tissue specimen from conjunctiva (specimen),specimen
128161005,Tissue specimen from cornea (specimen),specimen
128162003,Tissue specimen from ear (specimen),specimen
128163008,Tissue specimen from endometrium (specimen),specimen
128164002,Tissue specimen from eye (specimen),specimen
128165001,Tissue specimen from genital system (specimen),specimen
128166000,Tissue specimen from heart (specimen),specimen
128167009,Tissue specimen from internal nose (specimen),specimen
128168004,Tissue specimen from liver (specimen),specimen
128169007,Tissue specimen from penis (specimen),specimen
128170008,Tissue specimen from prostate (specimen),specimen
128171007,Tissue specimen from stomach (specimen),specimen
128172000,Tissue specimen from throat (specimen),specimen
128173005,Tissue specimen from trachea (specimen),specimen
128174004,Tissue specimen from urethra (specimen),specimen
128175003,Tissue specimen from vagina (specimen),specimen
167867009,Multiple joint synovial fluid (specimen),specimen
167868004,Shoulder joint synovial fluid (specimen),specimen
167869007,Elbow joint synovial fluid (specimen),specimen
167870008,Wrist joint synovial fluid (specimen),specimen
167871007,Hand joint synovial fluid (specimen),specimen
167872000,Finger joint synovial fluid (specimen),specimen
167873005,Hip joint synovial fluid (specimen),specimen
167874004,Knee joint synovial fluid (specimen),specimen
167875003,Ankle joint synovial fluid (specimen),specimen
167876002,Foot joint synovial fluid (specimen),specimen
167877006,Toe joint synovial fluid (specimen),specimen
167913002,Bone marrow source (specimen),specimen
168136008,Colostomy fluid sample (specimen),specimen
168137004,Gastric aspirate sample (specimen),specimen
168138009,Gastric lavage aspirate sample (specimen),specimen
168139001,Peritoneal fluid sample (specimen),specimen
168140004,Peritoneal dialysate sample (specimen),specimen
168141000,Nasal fluid sample (specimen),specimen
168145009,Lymph sample (specimen),specimen
256889002,Breast cyst fluid sample (specimen),specimen
256912003,Red blood cell fluid sample (specimen),specimen
257261003,Swab (specimen),specimen
258407001,Abscess tissue (specimen),specimen
258411007,Nasopharyngeal aspirate (specimen),specimen
258412000,Oropharyngeal aspirate (specimen),specimen
258414004,Adipose tissue sample (specimen),specimen
258415003,Biopsy sample (specimen),specimen
258417006,Bone tissue sample (specimen),specimen
258418001,Burn tissue (specimen),specimen
258419009,Curettings (specimen),specimen
258420003,Cyst tissue (specimen),specimen
258421004,Embryo biopsy sample (specimen),specimen
258422006,Gonad tissue (specimen),specimen
258423001,Hair bulb sample (specimen),specimen
258424007,Heart valve tissue (specimen),specimen
258425008,Natural lens tissue (specimen),specimen
258426009,Placental membrane tissue sample (specimen),specimen
258428005,Products of conception tissue sample (specimen),specimen
258429002,Rectal scrape sample (specimen),specimen
258430007,Rectal snip sample (specimen),specimen
258431006,Scrapings (specimen),specimen
258432004,Sebum sample (specimen),specimen
258433009,Smear sample (specimen),specimen
258434003,Spun urinary sediment (specimen),specimen
258435002,Tumor tissue sample (specimen),specimen
258436001,Umbilical cord tissue sample (specimen),specimen
258437005,Vegetation from heart valve (specimen),specimen
258438000,Vitreous humor sample (specimen),specimen
258439008,Discharge specimen (specimen),specimen
258440005,Effusion sample (specimen),specimen
258441009,Exudate sample (specimen),specimen
258442002,Fluid sample (specimen),specimen
258444001,Aqueous humor sample (specimen),specimen
258446004,Bronchial fluid sample (specimen),specimen
258448003,Bursa fluid sample (specimen),specimen
258450006,Cerebrospinal fluid sample (specimen),specimen
258451005,Cervical secretion sample (specimen),specimen
258452003,Chylous fluid sample (specimen),specimen
258453008,Cyst fluid sample (specimen),specimen
258454002,Dialysate sample (specimen),specimen
258455001,Drainage fluid sample (specimen),specimen
258456000,Empyema fluid sample (specimen),specimen
258457009,Fecal fluid sample (specimen),specimen
258458004,Fistula fluid sample (specimen),specimen
258459007,Gastric fluid sample (specimen),specimen
258461003,Hydrocele fluid sample (specimen),specimen
258462005,Ileostomy fluid sample (specimen),specimen
258463000,Jejunal fluid sample (specimen),specimen
258465007,Lacrimal fluid sample (specimen),specimen
258466008,Middle ear fluid sample (specimen),specimen
258467004,Nasopharyngeal washings (specimen),specimen
258468009,Edema fluid sample (specimen),specimen
258469001,Pharyngeal washings (specimen),specimen
258470000,Prostatic fluid sample (specimen),specimen
258471001,Prostatic massage fluid sample (specimen),specimen
258472008,Renal pelvis fluid sample (specimen),specimen
258474009,Sinus fluid sample (specimen),specimen
258475005,Sinus washings (specimen),specimen
258476006,Subretinal fluid sample (specimen),specimen
258479004,Interstitial fluid specimen (specimen),specimen
258480001,Transtracheal aspirate sample (specimen),specimen
258481002,Vaginal washout fluid sample (specimen),specimen
258482009,Vesicle fluid sample (specimen),specimen
258483004,Mucus sample (specimen),specimen
258484005,Postmortem tissue sample (specimen),specimen
258485006,Corneal scraping sample (specimen),specimen
258487003,Fecal smear (specimen),specimen
258488008,Lymph node smear (specimen),specimen
258489000,Slit skin smear (specimen),specimen
258490009,Biliary stone sample (specimen),specimen
258492001,Gallstone sample (specimen),specimen
258493006,Bladder stone sample (specimen),specimen
258494000,Pancreatic stone sample (specimen),specimen
258495004,Renal stone sample (specimen),specimen
258496003,Ureteric stone sample (specimen),specimen
258497007,Abscess swab (specimen),specimen
258498002,Conjunctival swab (specimen),specimen
258499005,Cough swab (specimen),specimen
258500001,Nasopharyngeal swab (specimen),specimen
258501002,Pernasal swab (specimen),specimen
258502009,Pus swab (specimen),specimen
258503004,Skin swab (specimen),specimen
258504005,Bacillus Calmette-Guerin site swab (specimen),specimen
258505006,Skin ulcer swab (specimen),specimen
258506007,Swab of drain insertion site (specimen),specimen
258507003,Swab of line insertion site (specimen),specimen
258508008,Genital swab (specimen),specimen
258509000,Male genital swab (specimen),specimen
258510005,Penis swab (specimen),specimen
258511009,Penile urethral swab (specimen),specimen
258512002,Glans penis swab (specimen),specimen
258513007,Prepuce swab (specimen),specimen
258514001,Subpreputial swab (specimen),specimen
