code,description
1.09E+15,Malignant neoplasm of bone and articular cartilage of limb (disorder)
1.09E+15,Malignant neoplasm of bronchus or lung (disorder)
1.09E+15,Malignant neoplasm of connective and soft tissues of trunk (disorder)
1.09E+15,Malignant neoplasm of peripheral nerves of trunk (disorder)
1.09E+15,Malignant neoplasm of jaw (disorder)
1.09E+15,Malignant neoplasm of multiple endocrine glands (disorder)
1.09E+15,Malignant neoplasm of inguinal region (disorder)
1.09E+15,Malignant neoplasm of supraclavicular fossa (disorder)
1.09E+15,Malignant neoplasm of soft tissues of lower limb (disorder)
1.09E+15,Malignant neoplasm of posterior wall of stomach (disorder)
1.09E+15,Malignant neoplasm of anterior wall of stomach (disorder)
1.09E+15,"Follicular lymphoma, cutaneous follicle centre (disorder)"
1.09E+15,B-cell non-Hodgkin's lymphoma (disorder)
109264009,Overlapping malignant neoplasm of skin
109267002,Overlapping malignant melanoma of skin
1.09E+15,Overlapping malignant neoplasm of mouth (disorder)
109347009,Overlapping malignant neoplasm of bone and articular cartilage
109348004,Overlapping malignant neoplasm of bone and articular cartilage of limbs (disorder)
109358000,Overlapping malignant neoplasm of ill-defined site
109367000,Overlapping malignant neoplasm of nasopharynx
109368005,Overlapping malignant neoplasm of hypopharynx (disorder)
109369002,Overlapping malignant neoplasm of larynx
109371002,Overlapping malignant neoplasm of bronchus and lung
109378008,Mesothelioma (malignant)(clinical)
109383000,Mesothelioma of pericardium
109384006,"Overlapping malignant neoplasm of heart, mediastinum and pleura"
109385007,Kaposi's sarcoma (clinical)
109386008,Kaposi's sarcoma of skin (disorder)
109388009,Kaposi's sarcoma of palate
109391009,Kaposi's sarcoma of lymph nodes
109392002,Kaposi's sarcoma of multiple organs
109823006,Overlapping malignant neoplasm of tongue
109824000,Overlapping malignant neoplasm of major salivary gland (disorder)
109830000,Overlapping malignant neoplasm of floor of mouth
109835005,Overlapping malignant neoplasm of esophagus
109836006,Overlapping malignant neoplasm of stomach
109837002,Overlapping malignant neoplasm of small intestine
109841003,Liver cell carcinoma (clinical)
109842005,Intrahepatic bile duct carcinoma (disorder)
109843000,Hepatoblastoma (clinical)
109844006,Angiosarcoma of liver
109847004,Overlapping malignant neoplasm of biliary tract
109848009,Overlapping malignant neoplasm of pancreas
109853004,Mesothelioma of peritoneum
109874003,Overlapping malignant neoplasm of male genital organs
109875002,Overlapping malignant neoplasm of penis
109876001,Malignant neoplasm of descended testis
109878000,Overlapping malignant neoplasm of female genital organs
109885001,Overlapping malignant neoplasm of vulva
1.10E+15,History of cancer metastatic to lung
1.10E+15,Recurrent malignant neoplasm of prostate (disorder)
109911004,Overlapping malignant neoplasm of brain and other parts of the central nervous system
109912006,Overlapping malignant neoplasm of brain
109919002,Overlapping malignant neoplasm of peripheral nerves and autonomic nervous system
109948008,Overlapping malignant neoplasm of eye and adnexa (primary)
109962001,Diffuse non-Hodgkin's lymphoma
109965004,"Diffuse non-Hodgkin's lymphoma, lymphoblastic (clinical)"
109966003,"Diffuse non-Hodgkin's lymphoma, immunoblastic (clinical)"
109969005,"Diffuse non-Hodgkin's lymphoma, large cell (clinical)"
109975001,T-zone lymphoma (clinical)
109976000,Lymphoepithelioid lymphoma (clinical)
109977009,Peripheral T-cell lymphoma (clinical)
109978004,T-cell lymphoma (clinical)
109979007,B-cell lymphoma (clinical)
109980005,Malignant immunoproliferative disease (clinical)
109982002,Alpha heavy chain disease (disorder)
109984001,Gamma heavy chain disease (disorder)
109988003,True histiocytic lymphoma (clinical)
109989006,Multiple myeloma (clinical)
109991003,Acute myelofibrosis (clinical)
109992005,Vaquez's disease
109994006,Essential thrombocythemia (disorder)
109996008,"Myelodysplastic syndrome: Refractory anemia, without ringed sideroblasts, without excess blasts (disorder)"
109998009,Refractory anemia with ringed sideroblasts (disorder)
110000005,Refractory anemia with excess blasts in transformation (disorder)
110002002,Mast cell leukemia (clinical)
110004001,Acute promyelocytic leukaemia (clinical)
110005000,Acute myelomonocytic leukaemia (clinical)
110006004,Prolymphocytic leukemia (clinical)
110007008,Adult T-cell leukemia/lymphoma (disorder)
110013004,Overlapping malignant neoplasm of tonsil
1.10E+16,Small cell carcinoma (disorder)
1.16E+14,Ganglioneuroblastoma (disorder)
118599009,Hodgkin's disease (clinical)
118600007,Lymphoma (clinical)
118601006,Non-Hodgkin's lymphoma (clinical)
118602004,Hodgkin's granuloma (clinical)
118605002,Hodgkin's paragranuloma (clinical)
118606001,Hodgkin's sarcoma (clinical)
118607005,"Hodgkin's disease, lymphocytic-histiocytic predominance (clinical)"
118608000,"Hodgkin's disease, nodular sclerosis (clinical)"
118609008,"Hodgkin's disease, mixed cellularity (clinical)"
118610003,"Hodgkin's disease, lymphocytic depletion (clinical)"
118611004,Sezary's disease (clinical)
118612006,Malignant histiocytosis (clinical)
118613001,Leukemic reticuloendotheliosis (clinical) [obs]
118614007,Letterer-Siwe disease (clinical)
118615008,Malignant mast cell tumor (clinical)
118617000,Burkitt's lymphoma (clinical)
118618005,Mycosis fungoides (clinical)
1.22E+16,Squamous cell carcinoma of left lung (disorder)
1.22E+16,Squamous cell carcinoma of right lung (disorder)
123845008,Adenocarcinoma of endometrium (disorder)
127225006,Chronic myelomonocytic leukemia
127230005,Neoplasm of spleen (disorder)
1.28E+14,Primary adenocarcinoma of distal third of esophagus (disorder)
128462008,Metastatic neoplasm (disease)
128875000,Primary cutaneous CD30 antigen positive large T-cell lymphoma (disorder)
129000002,"Langerhans cell histiocytosis, unifocal (disorder)"
134421000,Pathological fracture due to metastatic bone disease
1.56E+16,Primary malignant neoplasm of both ovaries (disorder)
1.60E+16,Adenocarcinoma of left lung (disorder)
1.60E+16,Adenocarcinoma of right lung (disorder)
161436008,H/O: * leukemia
1.63E+16,Secondary malignant neoplasm of lymph node from neoplasm of female breast (disorder)
16341002,Parapsoriasis lichenoides (disorder)
1.69E+12,Metastasis to liver from adenocarcinoma (disorder)
1.70E+12,Primary adenocarcinoma of colon (disorder)
1.81E+13,Primary squamous cell carcinoma of palatine tonsil (disorder)
1.85E+14,Primary adenocarcinoma of rectosigmoid junction (disorder)
187601000,"Malignant neoplasm of upper lip, lipstick area"
187604008,"Malignant neoplasm of lower lip, external"
187606005,Malignant tumour of oral aspect of upper lip
187613005,"Malignant neoplasm of lower lip, buccal aspect"
187614004,Malignant tumor of frenum of lower lip
187622006,Malignant tumor of labial mucosa
187624007,Malignant neoplasm of overlapping lesion of lip
187631006,Malignant neoplasm of base of tongue dorsal surface
187633009,Malignant neoplasm of dorsal surface of tongue
187634003,Malignant tumor of anterior two-thirds of tongue - dorsal surface (disorder)
187635002,Malignant neoplasm of midline of tongue (disorder)
187637005,"Malignant neoplasm of tongue, tip and lateral border"
187640005,Malignant neoplasm of anterior 2/3 of tongue ventral surface
187641009,Malignant tumor of frenum linguae
187644001,Malignant tumour of junctional zone of tongue
187652003,Malignant tumour of anterior floor of mouth
187653008,Malignant neoplasm of lateral portion of floor of mouth
187658004,Malignant tumour of vestibule of mouth
187659007,Malignant neoplasm of upper buccal sulcus
187660002,Malignant tumor of lower buccal sulcus
187662005,Malignant tumor of lower labial sulcus (disorder)
187666008,Malignant neoplasm of junction of hard and soft palate
187675005,Malignant tumour of palatopharyngeal arch
187681002,Malignant neoplasm of anterior epiglottis
187682009,"Malignant neoplasm of epiglottis, free border"
187683004,Malignant neoplasm of glossoepiglottic fold
187685006,Malignant neoplasm of junctional region of epiglottis
187688008,Malignant tumour of posterior wall of oropharynx
187692001,Malignant tumor of epipharynx
187693006,Malignant tumour of posterior wall of nasopharynx
187694000,Malignant tumor of adenoid
187697007,Malignant tumour of fossa of Rosenmuller
187698002,Malignant tumor of opening of auditory tube (disorder)
187700006,Malignant tumor of anterior wall of nasopharynx
187701005,Malignant neoplasm of floor of nasopharynx (disorder)
187702003,Malignant tumor of nasopharyngeal soft palate surface (disorder)
187708004,Malignant tumor aryepiglottic fold - hypopharyngeal aspect
187709007,Malignant neoplasm of posterior pharynx
187716008,Malignant tumour of Waldeyer's ring
187722004,Malignant tumour of cervical part of oesophagus
187723009,Malignant neoplasm of thoracic esophagus
187724003,Malignant tumour of abdominal part of oesophagus
187725002,Malignant neoplasm of upper third of esophagus
187726001,Malignant tumor of middle third of esophagus
187727005,Malignant neoplasm of lower third of oesophagus
187732006,Malignant neoplasm of cardia of stomach
187733001,Malignant neoplasm of cardiac orifice of stomach
187734007,Malignant neoplasm of cardio-esophageal junction of stomach
187736009,Malignant tumor of pylorus
187738005,Malignant neoplasm of pyloric canal of stomach
187740000,Malignant tumor of pyloric antrum
187741001,Malignant tumour of fundus of stomach
187742008,Malignant tumor of body of stomach
187752007,Malignant tumor of Meckel's diverticulum
187757001,"Malignant neoplasm, overlapping lesion of colon"
187760008,"Malignant neoplasm of rectum, rectosigmoid junction and anus"
187767006,Malignant neoplasm of liver and intrahepatic bile ducts
187769009,Primary carcinoma of liver
187773007,Malignant neoplasm of interlobular bile ducts
187776004,Malignant neoplasm of intrahepatic canaliculi (disorder)
187777008,Malignant neoplasm of intrahepatic gall duct
187784000,Malignant neoplasm of hepatic duct
187786003,Malignant neoplasm of sphincter of Oddi (disorder)
187791002,Malignant tumor of body of pancreas
187792009,Malignant tumour of tail of pancreas
187793004,Malignant tumor of pancreatic duct
187794005,Malignant tumour of Islets of Langerhans
187798008,Malignant neoplasm of ectopic pancreatic tissue
187801002,Malignant tumour of peritoneum and retroperitoneum
187803004,Malignant neoplasm of perinephric tissue
187804005,Malignant neoplasm of retrocaecal tissue
187807003,Overlapping malignant lesion of retroperitoneum and peritoneum
187808008,Malignant neoplasm of specified parts of peritoneum
187809000,Malignant neoplasm of mesocolon (disorder)
187811009,Malignant neoplasm of mesorectum
187814001,Malignant neoplasm of the pouch of Douglas
187821001,Angiosarcoma of spleen (disorder)
187822008,Fibrosarcoma of spleen
187824009,"Malignant neoplasm, overlapping lesion of digestive system"
187828007,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses"
187829004,Malignant neoplasm of cartilage of nose
187830009,Malignant neoplasm of nasal conchae
187831008,Malignant tumour of nasal vestibule
187833006,"Malignant neoplasm of auditory tube, middle ear and mastoid air cells"
187834000,Malignant tumor of Eustachian tube (disorder)
187835004,Malignant tumour of tympanic cavity
187836003,Malignant tumor of tympanic antrum
187838002,"Malignant neoplasm, overlapping lesion of accessory sinuses"
187841006,Malignant tumor of glottis
187842004,Malignant tumour of supraglottis
187843009,Malignant neoplasm of arytenoid cartilage
187844003,Malignant neoplasm of cricoid cartilage
187845002,Malignant neoplasm of cuneiform cartilage (disorder)
187846001,Malignant neoplasm of thyroid cartilage
187853005,Malignant neoplasm of cartilage of trachea (disorder)
187854004,Malignant neoplasm of mucosa of trachea
187857006,Malignant neoplasm of carina of bronchus
187861000,Malignant neoplasm of upper lobe bronchus
187862007,Malignant neoplasm of upper lobe of lung
187864008,"Malignant neoplasm of middle lobe, bronchus or lung"
187865009,Malignant neoplasm of middle lobe bronchus
187866005,Malignant neoplasm of middle lobe of lung
187868006,"Malignant neoplasm of lower lobe, bronchus or lung"
187869003,Malignant neoplasm of lower lobe bronchus
187870002,Malignant neoplasm of lower lobe of lung
187881004,"Malignant neoplasm of thymus, heart and mediastinum"
187900002,Malignant neoplasm of bones of skull and face
187903000,Malignant neoplasm of malar bone
187906008,Malignant neoplasm of orbital bone
187916000,Malignant neoplasm of cervical vertebra
187917009,Malignant neoplasm of thoracic vertebra
187918004,Malignant neoplasm of lumbar vertebra
187920001,"Malignant neoplasm of ribs, sternum and clavicle"
187925006,Malignant neoplasm of costal cartilage
187926007,Malignant neoplasm of costovertebral joint
187927003,Malignant neoplasm of xiphoid process
187929000,Malignant neoplasm of scapula and long bones of upper arm
187932002,Malignant neoplasm of humerus
187937008,Malignant neoplasm of carpal bone - scaphoid
187938003,Malignant neoplasm of carpal bone - lunate
187940008,Malignant neoplasm of carpal bone - pisiform (disorder)
187941007,Malignant neoplasm of carpal bone - trapezium (disorder)
187944004,Malignant neoplasm of carpal bone - hamate (disorder)
187945003,Malignant neoplasm of first metacarpal bone (disorder)
187946002,Malignant neoplasm of second metacarpal bone (disorder)
187947006,Malignant neoplasm of third metacarpal bone (disorder)
187948001,Malignant neoplasm of fourth metacarpal bone (disorder)
187949009,Malignant neoplasm of fifth metacarpal bone
187950009,Malignant neoplasm of phalanges of hand
187952001,"Malignant neoplasm of pelvic bones, sacrum and coccyx"
187956003,Malignant neoplasm of sacral vertebra
187957007,Malignant neoplasm of coccygeal vertebra
187967002,Malignant neoplasm of calcaneum
187968007,Malignant neoplasm of medial cuneiform
187973001,Malignant neoplasm of first metatarsal bone
187975008,Malignant neoplasm of third metatarsal bone (disorder)
187976009,Malignant neoplasm of fourth metatarsal bone
187977000,Malignant neoplasm of fifth metatarsal bone (disorder)
187978005,Malignant neoplasm of phalanges of foot
187987001,Malignant neoplasm of cartilage of ear
187988006,Malignant neoplasm of tarsus of eyelid
187989003,Malignant neoplasm soft tissues of cervical spine (disorder)
187991006,Malignant neoplasm of connective and soft tissue of upper limb and shoulder
187992004,Malignant neoplasm of connective and soft tissue of shoulder
187993009,"Malignant neoplasm of connective and soft tissue, upper arm"
187994003,Malignant neoplasm of connective and soft tissue of fore-arm
187995002,Malignant neoplasm of connective and soft tissue of hand
187996001,Malignant neoplasm of connective and soft tissue of finger
187997005,Malignant neoplasm of connective and soft tissue of thumb
187999008,Malignant neoplasm of connective and soft tissue of hip and lower limb
188000002,Malignant neoplasm of connective and soft tissue of hip
188001003,Malignant neoplasm of connective and soft tissue of thigh and upper leg
188002005,Malignant neoplasm of connective and soft tissue of popliteal space
188003000,Malignant neoplasm of connective and soft tissue of lower leg
188004006,Malignant neoplasm of connective and soft tissue of foot
188005007,Malignant neoplasm of connective and soft tissue of toe
188006008,Malignant neoplasm of connective and soft tissue of great toe (disorder)
188009001,Malignant neoplasm of connective and soft tissue of thorax
188010006,Malignant neoplasm of connective and soft tissue of axilla
188013008,Malignant neoplasm of connective and soft tissues of thoracic spine
188015001,Malignant neoplasm of connective and soft tissue of abdomen
188016000,Malignant neoplasm of connective and soft tissue of abdominal wall
188017009,Malignant neoplasm of connective and soft tissues of lumbar spine
188019007,Malignant neoplasm of connective and soft tissue of pelvis
188020001,Malignant neoplasm of connective and soft tissue of buttock
188021002,Malignant neoplasm of connective and soft tissue of inguinal region
188022009,Malignant neoplasm of connective and soft tissue of perineum
188023004,Malignant neoplasm of connective and soft tissue of sacrum or coccyx (disorder)
188029000,Kaposi's sarcoma of soft tissue
188030005,Malignant melanoma of lip
188032002,Malignant melanoma of ear and external auricular canal
188033007,Malignant melanoma of auricle (ear)
188034001,Malignant melanoma of external auditory meatus
188038003,Malignant melanoma of chin
188040008,Malignant melanoma of forehead
188042000,Malignant melanoma of temple
188044004,Malignant melanoma of scalp and neck
188045003,Malignant melanoma of scalp
188046002,Malignant melanoma of neck
188049009,Malignant melanoma of axilla
188050009,Malignant melanoma of breast
188051008,Malignant melanoma of buttock
188052001,Malignant melanoma of groin
188054000,Malignant melanoma of perineum
188055004,Malignant melanoma of umbilicus
188060000,Malignant melanoma of shoulder
188061001,Malignant melanoma of upper arm
188062008,Malignant melanoma of fore-arm
188063003,Malignant melanoma of hand
188064009,Malignant melanoma of finger
188065005,Malignant melanoma of thumb
188067002,Malignant melanoma of lower limb and hip
188068007,Malignant melanoma of hip
188069004,Malignant melanoma of thigh
188070003,Malignant melanoma of knee
188071004,Malignant melanoma of popliteal fossa area
188072006,Malignant melanoma of lower leg
188073001,Malignant melanoma of ankle
188074007,Malignant melanoma of heel
188075008,Malignant melanoma of foot
188076009,Malignant melanoma of toe
188077000,Malignant melanoma of great toe
188102008,Malignant neoplasm of scalp AND/OR skin of neck (disorder)
188147009,Malignant neoplasm of nipple and areola of female breast
188151006,Malignant neoplasm of central part of female breast
188152004,Malignant neoplasm of upper-inner quadrant of female breast
188153009,Malignant neoplasm of lower-inner quadrant of female breast
188154003,Malignant neoplasm of upper-outer quadrant of female breast
188155002,Malignant neoplasm of lower-outer quadrant of female breast
188156001,Malignant neoplasm of axillary tail of female breast
188157005,"Malignant neoplasm, overlapping lesion of breast"
188159008,Malignant neoplasm of ectopic site of female breast
188163001,Malignant neoplasm of nipple and areola of male breast
188168005,Malignant neoplasm of ectopic site of male breast
188176007,Malignant neoplasm of endocervical canal
188177003,Malignant neoplasm of endocervical gland
188180002,"Malignant neoplasm, overlapping lesion of cervix uteri"
188183000,Malignant neoplasm of cervical stump
188184006,Malignant neoplasm of squamocolumnar junction of cervix
188188009,Choriocarcinoma
188189001,"Malignant neoplasm of corpus uteri, excluding isthmus"
188190005,Malignant neoplasm of cornu of corpus uteri
188191009,Malignant neoplasm of fundus of corpus uteri
188192002,Malignant neoplasm of endometrium of corpus uteri
188193007,Malignant neoplasm of myometrium of corpus uteri
188195000,Malignant neoplasm of isthmus of uterine body
188198003,Malignant neoplasm of overlapping lesion of corpus uteri
188204000,Malignant neoplasm of round ligament (disorder)
188208002,Malignant neoplasm of Gartner's duct (disorder)
188209005,Malignant neoplasm of vaginal vault
188211001,Malignant neoplasm of greater vestibular (Bartholin's) gland
188219004,Malignant tumour of undescended testis
188220005,Malignant tumor of ectopic testis (disorder)
188230001,Malignant tumour of shaft of penis
188234005,Malignant neoplasm of seminal vesicle
188235006,Malignant tumor of tunica vaginalis
188239000,Malignant tumor of trigone of urinary bladder
188240003,Malignant tumour of vault of bladder
188241004,Malignant neoplasm of lateral wall of urinary bladder
188242006,Malignant neoplasm of anterior wall of urinary bladder
188243001,Malignant neoplasm of posterior wall of urinary bladder
188244007,Malignant tumour of bladder neck
188245008,Malignant neoplasm of ureteric orifice
188247000,"Malignant neoplasm, overlapping lesion of bladder"
188250002,Malignant neoplasm of kidney parenchyma
188252005,Malignant neoplasm of renal calyx
188253000,Malignant tumour of pelviureteric junction
188256008,Malignant neoplasm of overlapping lesion of urinary organs
188261005,"Malignant neoplasm of eyeball excluding conjunctiva, cornea, retina and choroid"
188263008,Malignant neoplasm of ciliary body
188264002,Malignant neoplasm of iris
188265001,Malignant neoplasm of crystalline lens (disorder)
188266000,Malignant neoplasm of sclera (disorder)
188268004,Malignant neoplasm of connective tissue of orbit
188269007,Malignant neoplasm of extraocular muscle of orbit (disorder)
188272000,Malignant neoplasm of lacrimal gland
188273005,Malignant neoplasm of lacrimal sac
188274004,Malignant neoplasm of nasolacrimal duct
188280007,Malignant neoplasm of cerebrum (excluding lobes and ventricles)
188281006,Malignant neoplasm of basal ganglia
188282004,Malignant neoplasm of cerebral cortex
188285002,Malignant neoplasm of globus pallidus
188286001,Malignant tumor of hypothalamus
188287005,Malignant neoplasm of thalamus
188289008,Malignant neoplasm of hippocampus
188292007,Malignant tumour of choroid plexus
188293002,Malignant neoplasm of floor of cerebral ventricle (disorder)
188295009,Malignant neoplasm of cerebral peduncle
188296005,Malignant neoplasm of medulla oblongata
188297001,Malignant neoplasm of midbrain
188298006,Malignant neoplasm of pons
188301005,Malignant neoplasm of corpus callosum
188302003,Malignant neoplasm of tapetum (disorder)
188307009,Malignant tumour of cranial nerve
188308004,Malignant neoplasm of olfactory bulb
188312005,Malignant neoplasm of cerebral dura mater (disorder)
188313000,Malignant neoplasm of cerebral arachnoid mater (disorder)
188315007,Malignant neoplasm of cerebral pia mater (disorder)
188317004,Malignant neoplasm of spinal dura mater (disorder)
188318009,Malignant neoplasm of spinal arachnoid mater (disorder)
188319001,Malignant neoplasm of spinal pia mater (disorder)
188321006,Malignant neoplasm of peripheral nerves and autonomic nervous system
188322004,"Malignant neoplasm of peripheral nerves of head, face and neck"
188323009,"Malignant neoplasm of peripheral nerves of upper limb, including shoulder"
188324003,"Malignant neoplasm of peripheral nerves of lower limb, including hip"
188325002,Malignant neoplasm of peripheral nerve of thorax
188326001,Malignant neoplasm of peripheral nerve of abdomen
188327005,Malignant neoplasm of peripheral nerve of pelvis
188339002,Malignant neoplasm of pituitary gland and craniopharyngeal duct
188340000,Malignant tumor of craniopharyngeal duct
188353002,"Malignant neoplasm of head, neck and face"
188361007,Malignant neoplasm of thorax
188366002,Malignant tumor of abdomen
188445006,Secondary malignant neoplasm of retroperitoneum and peritoneum
188454009,Secondary malignant neoplasm of skin of head
188458007,Secondary malignant neoplasm of skin of shoulder and arm
188459004,Secondary malignant neoplasm of skin of hip and leg
188462001,Secondary malignant neoplasm of brain and spinal cord
188469005,Secondary malignant neoplasm of cervix uteri
188478004,Malignant neoplasms of independent (primary) multiple sites
188487008,Lymphosarcoma and reticulosarcoma
188489006,"Reticulosarcoma of lymph nodes of head, face and neck"
188492005,Reticulosarcoma of lymph nodes of axilla and upper limb (disorder)
188493000,Reticulosarcoma of lymph nodes of inguinal region and lower limb (disorder)
188498009,Lymphosarcoma
188500005,"Lymphosarcoma of lymph nodes of head, face and neck"
188501009,Lymphosarcoma of intrathoracic lymph nodes
188502002,Lymphosarcoma of intra-abdominal lymph nodes
188503007,Lymphosarcoma of lymph nodes of axilla and upper limb (disorder)
188504001,Lymphosarcoma of lymph nodes of inguinal region and lower limb
188506004,Lymphosarcoma of spleen
188507008,Lymphosarcoma of lymph nodes of multiple sites (disorder)
188510001,"Burkitt's lymphoma of lymph nodes of head, face and neck"
188511002,Burkitt's lymphoma of intrathoracic lymph nodes
188512009,Burkitt's lymphoma of intra-abdominal lymph nodes
188513004,Burkitt's lymphoma of lymph nodes of axilla and upper limb (disorder)
188514005,Burkitt's lymphoma of lymph nodes of inguinal region and lower limb
188515006,Burkitt's lymphoma of intrapelvic lymph nodes (disorder)
188516007,Burkitt's lymphoma of spleen (disorder)
188517003,Burkitt's lymphoma of lymph nodes of multiple sites (disorder)
188524002,Hodgkin's paragranuloma of intrathoracic lymph nodes (disorder)
188531003,Hodgkin's paragranuloma of lymph nodes of multiple sites (disorder)
188534006,"Hodgkin's granuloma of lymph nodes of head, face and neck"
188536008,Hodgkin's granuloma of intra-abdominal lymph nodes (disorder)
188537004,Hodgkin's granuloma of lymph nodes of axilla and upper limb (disorder)
188538009,Hodgkin's granuloma of lymph nodes of inguinal region and lower limb (disorder)
188541000,Hodgkin's granuloma of lymph nodes of multiple sites (disorder)
188544008,"Hodgkin's sarcoma of lymph nodes of head, face and neck (disorder)"
188547001,Hodgkin's sarcoma of lymph nodes of axilla and upper limb
188548006,Hodgkin's sarcoma of lymph nodes of inguinal region and lower limb (disorder)
188551004,Hodgkin's sarcoma of lymph nodes of multiple sites (disorder)
188554007,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of head, face and neck"
188558005,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of axilla and upper limb (disorder)"
188559002,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of inguinal region and lower limb"
188562004,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of multiple sites (disorder)"
188565002,"Hodgkin's disease, nodular sclerosis of lymph nodes of head, face and neck"
188566001,"Hodgkin's disease, nodular sclerosis of intrathoracic lymph nodes"
188567005,"Hodgkin's disease, nodular sclerosis of intra-abdominal lymph nodes"
188568000,"Hodgkin's disease, nodular sclerosis of lymph nodes of axilla and upper limb"
188569008,"Hodgkin's disease, nodular sclerosis of lymph nodes of inguinal region and lower limb (disorder)"
188570009,"Hodgkin's disease, nodular sclerosis of intrapelvic lymph nodes (disorder)"
188572001,"Hodgkin's disease, nodular sclerosis of lymph nodes of multiple sites"
188575004,"Hodgkin's disease, mixed cellularity of lymph nodes of head, face and neck"
188576003,"Hodgkin's disease, mixed cellularity of intrathoracic lymph nodes"
188577007,"Hodgkin's disease, mixed cellularity of intra-abdominal lymph nodes (disorder)"
188578002,"Hodgkin's disease, mixed cellularity of lymph nodes of axilla and upper limb (disorder)"
188579005,"Hodgkin's disease, mixed cellularity of lymph nodes of inguinal region and lower limb (disorder)"
188580008,"Hodgkin's disease, mixed cellularity of intrapelvic lymph nodes (disorder)"
188582000,"Hodgkin's disease, mixed cellularity of lymph nodes of multiple sites (disorder)"
188585003,"Hodgkin's disease, lymphocytic depletion of lymph nodes of head, face and neck (disorder)"
188586002,"Hodgkin's disease, lymphocytic depletion of intrathoracic lymph nodes (disorder)"
188587006,"Hodgkin's disease, lymphocytic depletion of intra-abdominal lymph nodes (disorder)"
188589009,"Hodgkin's disease, lymphocytic depletion of lymph nodes of axilla and upper limb"
188590000,"Hodgkin's disease, lymphocytic depletion of lymph nodes of inguinal region and lower limb (disorder)"
188592008,"Hodgkin's disease, lymphocytic depletion of spleen"
188593003,"Hodgkin's disease, lymphocytic depletion of lymph nodes of multiple sites (disorder)"
188609000,"Nodular lymphoma of lymph nodes of head, face and neck"
188612002,Nodular lymphoma of lymph nodes of axilla and upper limb (disorder)
188613007,Nodular lymphoma of lymph nodes of inguinal region and lower limb
188627002,Mycosis fungoides of lymph nodes of multiple sites
188633006,Sezary's disease of lymph nodes of axilla and upper limb (disorder)
188637007,Sezary's disease of lymph nodes of multiple sites (disorder)
188640007,"Malignant histiocytosis of lymph nodes of head, face and neck"
188641006,Malignant histiocytosis of lymph nodes of axilla and upper limb (disorder)
188642004,Malignant histiocytosis of lymph nodes of inguinal region and lower limb (disorder)
188645002,"Leukaemic reticuloendotheliosis of lymph nodes of head, face and neck"
188660004,Malignant mast cell tumours
188662007,"Mast cell malignancy of lymph nodes of head, face and neck (disorder)"
188664008,Mast cell malignancy of intra-abdominal lymph nodes (disorder)
188665009,Mast cell malignancy of lymph nodes of axilla and upper limb (disorder)
188666005,Mast cell malignancy of lymph nodes of inguinal region and lower limb
188668006,Mast cell malignancy of spleen (disorder)
