code,description,tag
2149006,Decreased hormone production (finding),finding
2170000,Gallop rhythm (finding),finding
2216005,Nocturnal emission (finding),finding
2219003,"Disability evaluation, disability 100% (finding)",finding
2228002,Scintillating scotoma (finding),finding
2237002,Pleuritic pain (finding),finding
2239004,Previous pregnancies 6 (finding),finding
2256007,Monozygotic twins (finding),finding
2268003,Victim of homosexual aggression (finding),finding
2301009,"Psychosomatic factor in physical condition, psychological component of unknown degree (finding)",finding
2308003,Silent alleles (finding),finding
2314005,Unprotected sexual intercourse (finding),finding
2326000,Marriage annulment (finding),finding
2339001,Sexual overexposure (finding),finding
2351004,Genetic transduction (finding),finding
2388001,Normal variation in translucency (finding),finding
2398007,Quinidine toxicity by electrocardiogram (finding),finding
2452007,Fetal rotation (finding),finding
2472002,Anuria (finding),finding
2496007,Acalculia (finding),finding
2521009,Bone conduction better than air (finding),finding
2528003,Viremia (finding),finding
2541004,Compulsive buying (finding),finding
2581006,Clasp knife like increase in tone (finding),finding
2634004,Decreased blood erythrocyte volume (finding),finding
2640006,Clinical stage IV (finding),finding
2655002,Invalidism (finding),finding
2657005,Overflow proteinuria (finding),finding
2663001,Palpatory proteinuria (finding),finding
2665008,Coordinate convulsion (finding),finding
2733002,Heel pain (finding),finding
2740001,Gouty proteinuria (finding),finding
2761008,Decreased stool caliber (finding),finding
2764000,Joint crepitus (finding),finding
2786004,"Epithelial ovarian tumor, International Federation of Gynecology and Obstetrics stage III (finding)",finding
2806008,Impaired psychomotor development (finding),finding
2899008,Thought block (finding),finding
2902006,Decreased lymphocyte life span (finding),finding
2910007,Discharge from penis (finding),finding
2981001,Pulsatile mass of abdomen (finding),finding
3006004,Disturbance of consciousness (finding),finding
3021005,Normal gastric acidity (finding),finding
3067005,Weak C phenotype (finding),finding
3071008,Widow (finding),finding
3089009,"Disability evaluation, impairment, class 7 (finding)",finding
3185000,Mood-congruent delusion (finding),finding
3200003,Sacrocoxalgia (finding),finding
3219008,Disease type AND/OR category unknown (finding),finding
3253007,Discoloration of skin (finding),finding
3277001,Terminal mood insomnia (finding),finding
3283003,Feeling of sand or foreign body in eye (finding),finding
3286006,"Patient status determination, greatly improved (finding)",finding
3368006,Dull chest pain (finding),finding
3391005,Negative for tumor cells (finding),finding
3415004,Cyanosis (finding),finding
3424008,Tachycardia (finding),finding
3434004,Myotonia (finding),finding
3449007,Finger agnosia (finding),finding
3528008,Restricted carbohydrate fat controlled diet (finding),finding
3531009,Intrapsychic conflict (finding),finding
3544004,Hair-splitting (finding),finding
3545003,Diastolic dysfunction (finding),finding
3570003,Increased blood erythrocyte volume (finding),finding
3585009,Blinking (finding),finding
3644009,Macerated skin (finding),finding
3677008,Academic problem (finding),finding
3720003,Abnormal presence of hemoglobin (finding),finding
3747008,Ejection click (finding),finding
3750006,Arteriospasm (finding),finding
3756000,Static ataxia (finding),finding
3763000,Expected bereavement due to life event (finding),finding
3798002,"Premature birth of identical twins, both stillborn (finding)",finding
3909009,Coeur en sabot (finding),finding
3939004,"Bacterial colony density, transparent (finding)",finding
3950001,Birth (finding),finding
4017007,Increased stratum corneum adhesiveness (finding),finding
4063001,Achillodynia (finding),finding
4070001,Palinphrasia (finding),finding
4129001,Argyll-Robertson pupil (finding),finding
4142001,Muscular asthenopia (finding),finding
4181001,Normal peak expiratory flow rate (finding),finding
4197006,"Disability evaluation, impairment, class 5 (finding)",finding
4301008,Autoimmune state (finding),finding
4364002,Structure of associations (finding),finding
4367009,Hoover's sign (finding),finding
4381006,Verbal paraphasia (finding),finding
4386001,Bronchospasm (finding),finding
4426000,Ten previous induced terminations of pregnancy (finding),finding
4468000,Oppenheim's gait (finding),finding
4470009,Blanching of skin (finding),finding
4481007,Abnormal gastric secretion regulation (finding),finding
4506002,Educational problem (finding),finding
4512007,Group sex play (finding),finding
4547004,"Determination of outcome, satisfactory to physician (finding)",finding
4550001,Special infant formula (finding),finding
4565000,Decreased oxygen affinity (finding),finding
4568003,Retrosternal pain (finding),finding
4592006,Fourth sound gallop (finding),finding
4637005,Intrahepatic cholestasis (finding),finding
4665007,Thoracic breathing (finding),finding
4708004,"Disability evaluation, disability 35% (finding)",finding
4721006,Basic motor learning problem (finding),finding
4800001,Pyuria (finding),finding
4805006,Functional aphasia (finding),finding
4806007,Bjerrum scotoma (finding),finding
4853005,Dry coitus (finding),finding
4886009,Premature birth of newborn male (finding),finding
4951008,Nervous asthenopia (finding),finding
4967002,"Disability evaluation, disability 99% (finding)",finding
4969004,Sinus headache (finding),finding
5006002,Organ or tissue vascular perfusion decreased (finding),finding
5033003,Absent excretory function (finding),finding
5049001,Abnormal angle of erection (finding),finding
5088004,"Spontaneous fetal evolution, Douglas' method (finding)",finding
5090003,Mannerism (finding),finding
5096009,Abdominal friction rub (finding),finding
5125001,Habitual eating of own hair (finding),finding
5149003,Abnormal hair texture (finding),finding
5152006,Illusions (finding),finding
5156009,Skin rolling (finding),finding
5177007,Electrocardiographic axis finding (finding),finding
5240007,Inappropriate jocularity (finding),finding
5248000,Supraglottic edema (finding),finding
5258001,Pharyngeal gag reflex negative (finding),finding
5277004,Urinary casts (finding),finding
5283001,Hound-dog facies (finding),finding
5332004,Oculogyric crisis (finding),finding
5349006,"Weber's test, central (finding)",finding
5380001,On ground bystander victim in aircraft accident (finding),finding
5413009,Abnormal male sexual function (finding),finding
5467003,Normal respiratory rhythm (finding),finding
5535003,Repetition failure (finding),finding
5549007,Living in temporary quarters (finding),finding
5559008,Normal cytology findings (finding),finding
5591009,Right homonymous hemianopsia (finding),finding
5594001,Biphasic movement of lower ribs (finding),finding
5631002,Abnormal gastric motility (finding),finding
5701003,Lymphoma stage IIe (finding),finding
5754000,Victim of land warfare (finding),finding
5758002,Bacteremia (finding),finding
5794003,Country dweller (finding),finding
5799008,Hypoactive gag reflex (finding),finding
5805002,Bolus impaction (finding),finding
5838006,Dicrotic pulse (finding),finding
5850000,Suggest repeat smears (finding),finding
5852008,Acromion right anterior position (finding),finding
5856006,N3 category (finding),finding
5874002,"Anticipatory anxiety, severe (finding)",finding
5917004,Geophagia (finding),finding
5934007,Subcortical aphasia (finding),finding
5935008,Oral contraception (finding),finding
5972002,Delay when starting to pass urine (finding),finding
5973007,Right mentoposterior position (finding),finding
5987007,Recognition odor (finding),finding
5988002,Lack of intuition (finding),finding
5999000,"Glasgow coma scale, 9 (finding)",finding
6049005,Negativism in catatonia (finding),finding
6051009,Articulatory defect secondary to dental defect (finding),finding
6077001,Foot-drop (finding),finding
6096002,Breech presentation (finding),finding
6123003,pT4 category (finding),finding
6140007,Blunted affect (finding),finding
6149008,Amnesia for remote events (finding),finding
6208003,Clonic seizure (finding),finding
6214005,Normal small intestine secretion (finding),finding
6224002,Decreased hormonal resistance (finding),finding
6276003,Abnormal infradian biorhythm (finding),finding
6292008,Obturator sign (finding),finding
6329009,Lean meat exchange list (finding),finding
6334008,Cervical inunction (finding),finding
6346007,Leukocyte maturation arrest (finding),finding
6349000,Projection - mental defense mechanism (finding),finding
6383007,Premature labor (finding),finding
6389006,Disturbance in physical behavior (finding),finding
6390002,Fine dispersion (finding),finding
6391003,"Disability evaluation, disability 75% (finding)",finding
6412007,Digitalis toxicity by electrocardiogram (finding),finding
6442005,Intercostal recession (finding),finding
6471006,Suicidal thoughts (finding),finding
6494007,Normal hair texture (finding),finding
6497000,Decreased body mass index (finding),finding
6510002,VX stage (finding),finding
6528000,Cholesterol crystal nucleation in bile (finding),finding
6534007,"Epithelial ovarian tumor, International Federation of Gynecology and Obstetrics stage IIA (finding)",finding
6548007,Rectal tenesmus (finding),finding
6552007,Lactose free infant formula (finding),finding
6561007,Pain in urethra (finding),finding
6575000,Disinterment (finding),finding
6617009,Referred pain (finding),finding
6678005,"Gestation period, 15 weeks (finding)",finding
6679002,Specimen less than optimal for diagnosis (finding),finding
6686005,Blood streaked sputum (finding),finding
6718007,"Patient status determination, slightly worse (finding)",finding
6744007,Painful bladder spasm (finding),finding
6762003,Impaired intestinal epithelial cell transport of amino acids (finding),finding
6800004,Weak E phenotype (finding),finding
6810008,Hypoalgesia (finding),finding
6811007,Prejudice (finding),finding
6867004,Previous pregnancies more than 10 (finding),finding
6893006,First stage of labor (finding),finding
6907002,Hemolysin factor (finding),finding
6908007,Menolipsis (finding),finding
6913006,Decreased exocrine gland secretion (finding),finding
6950007,Dyspraxia (finding),finding
6998003,Vocal fold underadduction (finding),finding
7006003,Clumsiness (finding),finding
7011001,Hallucinations (finding),finding
7013003,Cluster breathing (finding),finding
7036007,Pericardial friction rub (finding),finding
7058009,Noncompliance with treatment (finding),finding
7075003,Normal reproductive state (finding),finding
7093002,Renal colic (finding),finding
7114006,Hypersensitivity to foreign antigen (finding),finding
7142008,Cough at rest (finding),finding
7206008,Decreased peak expiratory flow rate (finding),finding
7262008,Hormone increase (finding),finding
7267002,Narcissistic character (finding),finding
7285009,Milk free infant formula (finding),finding
7326005,Inferior myocardial infarction on electrocardiogram (finding),finding
7487003,200 milligram calcium diet (finding),finding
7501002,Increased lactic acid level (finding),finding
7520000,Pyrexia of unknown origin (finding),finding
7545002,Foot licking (finding),finding
7564008,Liquid cardiac diet (finding),finding
7571003,Feeling guilt (finding),finding
7584007,Occupational maladjustment (finding),finding
7595001,Maternal deprivation (finding),finding
7599007,Genetic behavior (finding),finding
7612009,"Functional disorder present, investigation negative (finding)",finding
7631003,Infant formula with medium chain triglycerides (finding),finding
7653001,Self-feeding deficit (finding),finding
7667005,Specimen shows excessive cytolysis (finding),finding
7668000,Pseudomasturbation (finding),finding
7684004,Fantasizing (finding),finding
7688001,Ether apnea (finding),finding
7689009,Reading seizure (finding),finding
7705008,Specimen inadequate for hormonal evaluation (finding),finding
7707000,"Gestation period, 32 weeks (finding)",finding
7751009,Visual discomfort (finding),finding
7766007,Cloudy urine (finding),finding
7860005,Stillbirth of mature male (2500 gms. or more) (finding),finding
7862002,Prolonged loss of consciousness (finding),finding
7865000,Reality testing (finding),finding
7888004,Term birth of newborn quadruplets (finding),finding
7919002,Impaired skin integrity (finding),finding
7923005,Molecular cloning (finding),finding
7956006,Psychogenic vertigo (finding),finding
7973008,Abnormal vision (finding),finding
7996008,Fetal intrauterine distress first noted during labor AND/OR delivery in liveborn infant (finding),finding
8004003,Teething syndrome (finding),finding
8009008,Nocturnal enuresis (finding),finding
8011004,Dysarthria (finding),finding
8014007,Brow presentation (finding),finding
8015008,Absenteeism (finding),finding
8022000,Exercise proteinuria (finding),finding
8034008,Painful penile erection (finding),finding
8066003,Normal chronobiologic state (finding),finding
8114009,Diverticulosis of small intestine (finding),finding
8116006,Phenotype finding (finding),finding
8117002,Gait normal (finding),finding
8130001,Fish-mouthing (finding),finding
8228006,Family disruption with separation (finding),finding
8273004,Intelligence quotient high (finding),finding
8298003,Sheathing of arterioles (finding),finding
8317005,At risk for deficient parenting (finding),finding
8330006,Delusion of infidelity (finding),finding
8333008,Term birth of newborn triplets (finding),finding
8349005,Sexual exposure (finding),finding
8357008,Reduced libido (finding),finding
8381001,Sunken fontanelle (finding),finding
8392000,Non-smoker (finding),finding
8399009,Skin test reaction conversion (finding),finding
8453006,Subcostal recession (finding),finding
8461001,Heel toe gait (finding),finding
8466006,Rapid gastric emptying (finding),finding
8480004,Agnosia for smell (finding),finding
8488006,Synesthesia (finding),finding
8510008,Reduced mobility (finding),finding
8517006,Ex-smoker (finding),finding
8614008,Vocal fatigue (finding),finding
8619003,Infertile (finding),finding
8622001,Normal gallbladder function (finding),finding
8644006,Epigastric fullness (finding),finding
8652009,Opisthotonus (finding),finding
8659000,Ectopic production of endocrine substance (finding),finding
8684002,Disturbance in judgement (finding),finding
8686000,Cocaine-induced sexual dysfunction (finding),finding
8702009,Diurnal only enuresis (finding),finding
8708008,Sharp pain (finding),finding
8729004,Chronic graft rejection (finding),finding
8769003,Abnormal urine odor (finding),finding
8794002,Increased cardiac stroke volume (finding),finding
8797009,Abnormal endochondral bone formation (finding),finding
8799007,Posterior heel pain (finding),finding
8866002,Vague functional signs and symptoms (finding),finding
8875000,Colliquative proteinuria (finding),finding
8913004,Primary physiologic amenorrhea (finding),finding
8943002,Weight gain (finding),finding
8955008,Mucopurulent sputum (finding),finding
8971008,Psychalgia (finding),finding
8972001,Post-hemiplegic tremor (finding),finding
9027003,Normal pulmonary arterial wedge pressure (finding),finding
9032002,Disinterment for recovery of tissues (finding),finding
9042000,Cicatricial lagophthalmos (finding),finding
9053006,Impaired gastric mucosal defense (finding),finding
9066006,Feeling of discouragement (finding),finding
9097005,Stigma (finding),finding
9109004,Genetic alleles (finding),finding
9111008,Glucoglycinuria (finding),finding
9112001,Puerperal convulsion (finding),finding
9123002,Increased turbidity (finding),finding
9126005,Menstrual spotting (finding),finding
9140006,Skin sensitivity to radiation (finding),finding
9168005,Abnormal gastric electrical activity (finding),finding
9182005,Argumentative behavior (finding),finding
9224001,Abnormal precordial pulsation (finding),finding
9236007,Alexia (finding),finding
9267009,Chest pain at rest (finding),finding
9272000,Passes stool completely (finding),finding
9279009,Extra-amniotic pregnancy (finding),finding
9288000,Irrelevant answer (finding),finding
9295009,Subinvolution of breast (finding),finding
9331004,Unidentified body (finding),finding
9343003,Term birth of newborn female (finding),finding
9346006,Normal vital capacity (finding),finding
9368001,Circumoral rhytides (finding),finding
9402004,Five previous induced terminations of pregnancy (finding),finding
9431000,Phase of life problem (finding),finding
9437001,Abnormal presence of myoglobin (finding),finding
9447003,Spastic gait (finding),finding
9559002,Early diastolic murmur (finding),finding
9594009,Cervical conglutination (finding),finding
9617008,"Hyperlipoproteinemia diet, type I (finding)",finding
9619006,Aseptic fever (finding),finding
9626006,Mechanical pain (finding),finding
9653005,Decreased granulocyte destruction (finding),finding
9686009,Goodell's sign (finding),finding
9733003,Duodenogastric reflux (finding),finding
9748009,Dyskinesia (finding),finding
9757003,Delayed skin test reaction (finding),finding
9763007,Expiratory wheezing (finding),finding
9773009,External migration (finding),finding
9789007,Natural sterility (finding),finding
9799002,"Burn patient diet, high calorie, high protein (finding)",finding
9814003,Violent retching (finding),finding
9828009,Right atrial to left ventricular shunt (finding),finding
9851009,Body position finding (finding),finding
9857008,"Determination of outcome, death avoidable, error in diagnosis (finding)",finding
9872007,Normal translucency (finding),finding
9906005,Trial separation (finding),finding
9908006,Normal psychomotor development (finding),finding
9950006,Graft failure due to prolonged ischemia (finding),finding
9957009,Urethral discharge (finding),finding
9972008,Radiating pain (finding),finding
9991008,Abdominal colic (finding),finding
10000006,Radiating chest pain (finding),finding
10037000,Akatonoesis (finding),finding
10051000,Mitral facies (finding),finding
10085004,Metatarsalgia (finding),finding
10114008,Female sterility (finding),finding
10139004,Difficulty adjusting to work situation (finding),finding
10152009,"Postpartum state, 4 weeks (finding)",finding
10191004,Anticoagulant effect (finding),finding
10212000,Kocher's sign (finding),finding
10260002,Uterine dysfunction (finding),finding
10298002,"Victim, motorcycle rider in vehicular AND/OR traffic accident (finding)",finding
10318004,Apgar score 6 (finding),finding
10325006,Anomic aphasia (finding),finding
10337008,Incompetence of any valvular structure (finding),finding
10360000,Crow's feet (finding),finding
10361001,Exhaustion delirium (finding),finding
10370003,Rhythm from artificial pacing (finding),finding
10379002,Musculoskeletal hypomobility (finding),finding
10387001,Drug-induced autoimmune reaction (finding),finding
10396001,Radiation diet (finding),finding
10423003,Braun von Fernwald's sign (finding),finding
10503001,Normal voice (finding),finding
10579003,Finding of odor of urine (finding),finding
10589004,Genetic transcription (finding),finding
10593005,Posttransfusion state (finding),finding
10601006,Pain in lower limb (finding),finding
10602004,Diphonia (finding),finding
10675001,Normal pulse rate (finding),finding
10835007,Polycrotic pulse (finding),finding
10857000,Subjective carotid bruit (finding),finding
10867005,Buffalo hump (finding),finding
10885003,Premenstrual symptom (finding),finding
10888001,Liquid diet (finding),finding
10904000,Orthostatic body position (finding),finding
10951003,Pronation of foot (finding),finding
11033009,Courvoisier's sign (finding),finding
11072008,Nonspecific abdominal symptom (finding),finding
11082009,Abnormal pregnancy (finding),finding
11092001,Sinus tachycardia (finding),finding
11110006,Autoimmune reaction mediated by antibody to tissue element without complement (finding),finding
11114002,Sore gums (finding),finding
11145003,Single limb ataxia (finding),finding
11172006,Double step gait (finding),finding
11187001,"Bacterial colony hemolysis, alpha prime (finding)",finding
11193009,Metallic taste (finding),finding
11216008,Fernandez reaction to lepromin (finding),finding
11237000,4 point gait (finding),finding
11246006,Brow left anterior position (finding),finding
11308001,Compensatory phonatory substitution (finding),finding
11337002,Quickening of fetus (finding),finding
11368003,"Prenatal state of fetus, first trimester (finding)",finding
11403006,Financially poor (finding),finding
11409005,Left occipitoanterior position (finding),finding
11411001,"Disability evaluation, disability 20% (finding)",finding
11418007,Legal prosecution (finding),finding
11421009,Fremitus (finding),finding
11443001,Akinetic apraxia (finding),finding
11458009,"Anticipatory anxiety, mild (finding)",finding
11483009,Ventilatory defect (finding),finding
11512006,Normal sexual function (finding),finding
11530004,Brittle diabetes mellitus (finding),finding
11535009,Leonine facies (finding),finding
11542009,Loss of affect (finding),finding
11635001,Adult antisocial behavior (finding),finding
11636000,Decreased venous wedge pressure (finding),finding
11642001,"Intelligence, above average (Intelligence Quotient....) (finding)",finding
11664005,Alternately sitting and standing (finding),finding
11674008,Parenteral nutrient (finding),finding
11679003,Radicular pain (finding),finding
11739001,High residue diet (finding),finding
11764003,Postconcussion state (finding),finding
11779005,Normal number (finding),finding
11800000,Subcortical alexia (finding),finding
11833005,Dry cough (finding),finding
11834004,Post-translational genetic ribonucleic acid processing (finding),finding
11835003,Normal bone turnover rate (finding),finding
11867000,"Disability evaluation, disability 9% (finding)",finding
11882005,Juvenile masturbation (finding),finding
11937007,Disturbance in life pattern associated with recreation (finding),finding
11961000,"Disability evaluation, disability 30% (finding)",finding
11975007,Paroxysmal vascular dilatation (finding),finding
12025005,Paradoxical respiration (finding),finding
12048000,Homans' sign (finding),finding
12136001,Anal psychosexual phase (finding),finding
12141009,"Determination of outcome, death avoidable (finding)",finding
12146004,Normal pulse (finding),finding
12178007,Nephrogenous proteinuria (finding),finding
12184005,Visual field defect (finding),finding
12200008,Impaired insight (finding),finding
12262002,Restless sleep (finding),finding
12273009,Non-rhythmic abnormal eye movement (finding),finding
12312009,Premature infancy (finding),finding
12332005,Pseudologia fantastica (finding),finding
12336008,Referred otalgia (finding),finding
12347001,Disturbance in life pattern associated with family (finding),finding
12349003,Danforth's sign (finding),finding
12377007,Increased central venous pressure (finding),finding
12380008,"Sedative, hypnotic AND/OR anxiolytic-induced sexual dysfunction (finding)",finding
12383005,Abnormal diaphragmatic movement (finding),finding
12431004,Apgar score 8 (finding),finding
12451000,Optic cupping (finding),finding
12479006,Compulsive behavior (finding),finding
12516006,Normal bile secretion (finding),finding
12529006,Expiratory crackles (finding),finding
12531002,Coarse dispersion (finding),finding
12534005,Unidentified pathogenic bacteria recovered (finding),finding
12554006,Laxity (finding),finding
12584003,Bone pain (finding),finding
12619005,GX grade (finding),finding
12631007,Calcium restricted diet (finding),finding
12645001,Gene amplification (finding),finding
12650007,"Disease condition determination, fairly well controlled (finding)",finding
12653009,Dysspermatogenic sterility (finding),finding
12687004,Underexertion (finding),finding
12720008,Femininity (finding),finding
12763006,Finding of decreased blood pressure (finding),finding
12772003,Abnormal peripheral vision (finding),finding
12774002,"Bacterial colony morphology, entire margin (finding)",finding
12791003,Biorhythm dyschronism (finding),finding
12803000,High maternal weight gain (finding),finding
12816000,"Bacterial colony size, large (finding)",finding
12859005,Trampling (finding),finding
12882007,Coital endurance (finding),finding
12905008,Hypoglycemia diet (finding),finding
12929001,Normal systolic arterial pressure (finding),finding
12982008,"Reduced intensity of first heart sound, S>1< (finding)",finding
13007008,Normal basophil production (finding),finding
13028004,Abnormal nervous system function (finding),finding
13044008,Associative aphasia (finding),finding
13052006,Waxy flexibility (finding),finding
13057000,Pleuropericardial chest pain (finding),finding
13094009,Apnea in the newborn (finding),finding
13103009,Urine normal odor (finding),finding
13104003,Clinical stage I (finding),finding
13106001,Absence of 2-point discrimination (finding),finding
13127006,Factitious psychosis (finding),finding
13164000,Reduced visual acuity (finding),finding
13184001,Separated (finding),finding
13197004,Contraception (finding),finding
13273002,"Postpartum period, 4 days (finding)",finding
13300001,Genetic linkage equilibrium (finding),finding
13322008,Postseizure headache (finding),finding
13323003,Apgar score 7 (finding),finding
13333006,Genetic terminator region (finding),finding
13352000,Bidirectional cardiovascular shunt (finding),finding
13353005,Absent pupil reaction (finding),finding
13399007,Victim of sports activities (finding),finding
13423002,Lividity (finding),finding
13446000,Coprolalia (finding),finding
13465008,"Bacterial colony elevation, dome shaped (finding)",finding
13486008,Ludington's sign (finding),finding
13488009,Bayonet sign (finding),finding
13500002,Electrocerebral silence (finding),finding
13543005,Pressure (finding),finding
13603008,"Determination of outcome, death avoidable, error in technique (finding)",finding
13703002,"No bacterial antibody increase, paired specimens (finding)",finding
13712000,"Prenatal state of fetus, third trimester (finding)",finding
13724007,Increased hair growth (finding),finding
13740005,"Powerlessness, low (finding)",finding
13753008,Hemifacial spasm (finding),finding
13763000,"Gestation period, 34 weeks (finding)",finding
13791008,Asthenia (finding),finding
13798002,"Gestation period, 38 weeks (finding)",finding
13859001,Premature birth of newborn twins (finding),finding
13868004,Para 5 (finding),finding
13883009,Lead breath (finding),finding
13897001,Reticuloendothelial blockade (finding),finding
13930000,Abnormal presence of protein (finding),finding
13947004,Dyserethism (finding),finding
13964001,Iron supplement infant formula (finding),finding
14003003,Monomania (finding),finding
14012001,Common law partnership (finding),finding
14028006,Abnormal thickness (finding),finding
14041005,Deglutition apnea (finding),finding
14044002,"Sodium restricted diet, 20 milliequivalents (finding)",finding
14049007,Chaussier's sign (finding),finding
14058000,Asynclitism (finding),finding
14080002,"Illegitimate pregnancy, life event (finding)",finding
14150005,Alteration in comfort: chronic pain (finding),finding
14151009,Hyperesthesia (finding),finding
14163004,Normal endosteal bone formation (finding),finding
14205002,Lithotomy position (finding),finding
14209008,Para 1 (finding),finding
14272003,Premenstrual swelling (finding),finding
14286004,Fornication (finding),finding
14302001,Amenorrhea (finding),finding
14310000,Purulent nasal discharge (finding),finding
14345008,Parent/child conflict (finding),finding
14384003,Postprandial diarrhea (finding),finding
14410001,T3 category (finding),finding
14418008,Precocious pregnancy (finding),finding
14466001,Bread exchange list (finding),finding
14483005,Coarse granular consistency (finding),finding
14508001,Digestive gland sign or symptom (finding),finding
14512007,Palingraphia (finding),finding
14520009,Lid retraction (finding),finding
14533003,Normal voice flexibility (finding),finding
14621004,Anticipatory grief (finding),finding
14627000,Increased protein diet (finding),finding
14648003,Pyramidal sign (finding),finding
14661003,Diminished libido due to mood (finding),finding
14662005,Absence of sweating (finding),finding
14686007,Hemianesthesia (finding),finding
14735008,Hyperosmolarity (finding),finding
14755009,Normal keratinization (finding),finding
14760008,Constipation (finding),finding
14848000,Autoimmune reaction (finding),finding
14884007,Primary oligomenorrhea (finding),finding
14895001,Fat exchange list (finding),finding
14915001,Gene dosage compensation (finding),finding
14926007,pM1 category (finding),finding
14927003,International Federation of Gynecology and Obstetrics vulvar carcinoma stage II (finding),finding
14998000,Hematopoietic maturation arrest (finding),finding
15028002,Abnormal fetal presentation (finding),finding
15037002,Formication (finding),finding
15076001,pN2 category (finding),finding
15100005,"Postpartum state, 2 weeks (finding)",finding
15108003,Restricted fiber diet (finding),finding
15111002,Pelger-Huët cell (finding),finding
15128004,Regional ventilation differences due to unequal bronchial pathway lengths (finding),finding
15137004,Normal radial pulse (finding),finding
15157000,"Cardiac murmur, intensity grade III/VI (finding)",finding
15160007,Virilization (finding),finding
15173006,Rare organisms (finding),finding
15177007,Apoplectic vertigo (finding),finding
15195005,"Disability evaluation, disability 70% (finding)",finding
15212002,Abnormal macromolecular binding (finding),finding
15232001,Increased vascular markings of lung (finding),finding
15252000,Machinery murmur (finding),finding
15268006,Abnormal presence of galactose (finding),finding
15280003,Decreased bowel sounds (finding),finding
15296000,Sterility (finding),finding
15311007,Erichsen's sign (finding),finding
15362005,Hyperalimentation formula for severe diarrhea (finding),finding
15384005,Erotic stimulus (finding),finding
15405008,Late ejaculation (finding),finding
15454001,Increased size (finding),finding
15462009,Arcuate scotoma (finding),finding
15467003,"Term birth of identical twins, both living (finding)",finding
15510009,Increased frequency of defecation (finding),finding
